index	set	item	*item	rarity	lvl	* Laz / comments	* Laz / positioning	lvl req	chrtransform	invtransform	invfile	flippyfile	* Laz / str	* Laz / dex	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	*eol
MRTriad	se59	@69 	@69 	30	115		266	100	lgrn	lgrn					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr262	0	61	80	pr217	0	11	15	pr215	0	11	15	pr81	0	25	25	pr295	0	41	50	pr193	0	5	5																																													0
MRDyad	se59	8@J 	8@J 	30	115		267	100	lgrn	lgrn			961		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr75	0	-40	-40	pr70	0	4	5	pr186	0	81	100	pr291	0	101	150	pr78	0	60	60	pr10	0	200	200																																													0
MRMonad	se59	56@ 	56@ 	30	115		268	100	lgrn	lgrn				752	so0		so0	5	5000		pr133	0	6	6	pr388	25	25	25	pr70	0	8	10	pr186	0	51	60	pr174	0	31	40	pr75	0	-40	-40	pr291	0	101	150	pr4	0	11	15																																													0
MREmerald Growth	se60	@35 	@35 	30	115		194	100	cgrn	cgrn			772		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr78	0	20	20	pr66	0	4	6	pr9	0	21	25	pr8	0	21	25	pr121	0	1	1	pr75	0	-25	-25																																													0
MREmerald Sky	se60	@48 	@48 	30	115		195	100	cgrn	cgrn			668		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr81	0	25	25	pr7	0	41	50	pr137	25	100	500	pr121	0	2	2	pr14	0	15	15	pr75	0	-25	-25																																													0
MREmerald Cloud	se60	@06 	@06 	30	115		196	100	cgrn	cgrn			788		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr84	0	40	40	pr7	0	41	50	pr135	0	100	500	pr108	0	5	5	pr221	0	21	25	pr75	0	-25	-25																																													0
MREmerald Earth	se60	@43 	@43 	30	115		197	100	cgrn	cgrn				791	so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr81	0	40	40	pr8	0	51	75	pr134	0	100	500	pr16	0	1	1	pr221	0	21	25	pr75	0	-25	-25																																													0
MREmerald Flower	se60	46@ 	46@ 	30	115		198	100	cgrn	cgrn			565		so0		so0	5	5000		pr133	0	4	4	pr388	51	51	51	pr29	0	251	300	pr140	0	150	200	pr57	0	40	40	pr121	0	2	2	pr233	0	31	50	pr75	0	-25	-25																																													0
MRScosglen's Legends	se61	@36 	@36 	30	115		204	100	lblu	lblu			816		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr7	0	31	50	pr41	0	11	15	pr183	0	21	25	pr10	0	31	50	pr88	0	50	50																																																	0
MRScosglen's History	se61	@28 	@28 	30	115		205	100	lblu	lblu			679		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr7	0	31	50	pr78	0	50	50	pr140	0	25	50	pr121	0	1	1	pr53	0	200	200																																																	0
MRScosglen's Tales	se61	@50 	@50 	30	115		206	100	lblu	lblu			681		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr140	0	50	100	pr215	0	21	25	pr84	0	25	25	pr234	0	21	25	pr39	0	21	25																																																	0
MRScosglen's Fables	se61	@10 	@10 	30	115		207	100	lblu	lblu			864		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr215	0	21	25	pr81	0	50	50	pr41	0	11	15	pr233	0	31	50																																																					0
MRScosglen's Myths	se61	1@@ 	1@@ 	30	115		208	100	lblu	lblu				872	so0		so0	5	5000		pr133	0	6	6	pr387	51	51	51	pr29	0	251	300	pr140	0	150	300	pr57	0	50	50	pr108	0	21	25	pr96	0	201	250																																																	0
Tower's Denial	se62	@35 	@35 	30	115		214	100	dgry	lgry			772		so0		so0	5	5000		pr133	0	4	4	pr215	0	21	25	pr185	0	21	25	pr10	0	31	40	pr62	0	11	15	pr78	0	15	15	pr87	0	20	20																																																	0
Tower's Push	se62	@45 	@45 	30	115		215	100	dgry	lgry			810		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr184	0	21	25	pr8	0	31	40	pr87	0	20	20	pr69	0	1	1																																																					0
Tower's Wall	se62	@09 	@09 	30	115		216	100	dgry	lgry			845		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr75	0	-25	-25	pr215	0	11	15	pr69	0	2	2	pr41	0	11	15	pr183	0	21	25																																																	0
Tower's Defense	se62	@66 	@66 	30	115		217	100	dgry	lgry			668		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr171	0	21	25	pr173	0	21	25	pr172	0	21	25	pr75	0	-50	-50	pr216	0	21	25																																																	0
Tower's Rush	se62	71@ 	71@ 	30	115		218	100	dgry	lgry				806	so0		so0	5	5000		pr133	0	4	4	pr388	25	25	25	pr183	0	31	40	pr185	0	31	40	pr184	0	31	40	pr69	0	2	2	pr471	0	1	1																																																	0
MRWarmage's Wake	se63	@42 	@42 	30	115		249	100	lred	lred					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr8	0	50	50	pr75	0	-40	-40	pr70	0	1	1	pr183	0	31	40	pr78	0	40	40	pr10	0	50	50																																													0
MRWarmage's Conjuration	se63	@34 	@34 	30	115		250	100	lred	lred					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr8	0	50	50	pr75	0	-40	-40	pr70	0	1	1	pr183	0	31	40	pr87	0	20	20	pr291	0	31	40																																													0
MRWarmage's Breath	se63	@19 	@19 	30	115		251	100	lred	lred					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr10	0	100	100	pr75	0	-40	-40	pr171	0	21	25	pr70	0	2	2	pr87	0	40	40																																																	0
MRWarmage's Flameshroud	se63	1@J 	1@J 	30	115		252	100	dgld	lred					so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr43	0	11	15	pr75	0	-20	-20	pr4	0	10	10	pr7	0	100	100	pr204	388	2	2	pr13	0	500	500																																													0
MRWarmage's Fireblade	se63	55@ 	55@ 	30	115		253	100	lred	lred					so0		so0	5	5000		pr133	0	4	4	pr388	25	25	25	pr183	0	51	60	pr70	0	8	10	pr171	0	31	40	pr75	0	-20	-20	pr117	1535	11	15	pr10	0	150	150	pr266	0	5	5																																									0
MRChargeoftheGoddess	se64	@40 	@40 	30	115		249	100	dgld	dpur					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr75	0	-40	-40	pr126	496	2	15	pr140	0	100	150	pr70	0	1	1	pr222	0	11	15	pr6	0	11	15																																													0
MRSacredCircle	se64	@68 	@68 	30	115		250	100	dgld	dpur					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr190	0	31	50	pr41	0	31	40	pr70	0	2	2	pr84	0	25	25	pr81	0	25	25	pr227	0	11	15																																													0
MRPentacle	se64	7@G 	7@G 	30	115		251	100	dgld	dpur					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr190	0	31	50	pr70	0	3	3	pr140	0	100	200	pr108	0	10	10	pr222	0	21	25	pr4	0	10	10																																													0
MRCauldron	se64	@24 	@24 	30	115		252	100	dgld	dpur					so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr75	0	-20	-20	pr84	0	35	35	pr16	0	1	1	pr70	0	1	1	pr370	779	10	25	pr363	0	101	150																																													0
MRWitchblade	se64	!5! 	!5! 	30	115		253	100	dgld	dpur					so0		so0	5	5000		pr133	0	6	6	pr388	76	76	76	pr29	0	301	350	pr140	0	200	400	pr53	0	1000	1000	pr126	450	1	25	pr374	760	100	1	pr220	0	50	50	pr356	0	51	100																																									0
MSLazarus' Summoning Ring	se65	rin 	rin 	10	200		253	100							so0		so0	5	5000																																																																														0
MSLazarus' Lamen	se65	amu 	amu 	10	200		253	100							so0		so0	5	5000																																																																														0
MSApeshoot	se66	79@ 	79@ 	15	115	Secret Set	255	100	dred	dred					so0		so0	5	5000		pr133	0	6	6	pr387	51	51	51	pr29	0	301	350	pr192	0	151	200	pr127	492	25	9	pr117	1321	5	5	pr117	1297	5	5	pr75	0	-25	-25	pr57	0	30	30																																									0
MSApeskin	se66	@02 	@02 	15	115	Secret Set	255	100	dgld	dgld					so0		so0	5	5000		pr133	0	6	6	pr107	0	33	33	pr41	0	21	25	pr57	0	20	20	pr75	0	-25	-25	pr5	0	251	300	pr78	0	30	30	pr296	0	201	250																																													0
MSApeskull	se66	@46 	@46 	15	115	Secret Set	255	100	dgld	dgld					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr104	0	1	1	pr75	0	-25	-25	pr309	0	21	25	pr137	75	201	250	pr134	0	201	250	pr135	0	201	250																																													0
MSApehand	se66	@33 	@33 	15	115	Secret Set	255	100	dgld	dgld					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-25	-25	pr31	0	41	50	pr39	0	41	50	pr197	882	2	37	pr3	0	41	50	pr214	0	101	150																																													0
MSApefoot	se66	@38 	@38 	15	115	Secret Set	255	100	dgld	dgld					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-25	-25	pr35	0	41	50	pr33	0	41	50	pr81	0	30	30	pr4	0	5	5	pr197	999	2	37																																													0
Set_Lazbro1	se68	@12 	@12 	15	120			100	dgld	dgld					so0		so0	5	5000		pr133	0	6	6	pr5	0	350	350	pr42	0	5	5	pr4	0	5	5	pr0	0	666	666	pr267	0	100	150	pr269	0	100	150	pr292	0	25	25	pr69	0	1	2																																									0
Set_Lazbro2	se68	@16 	@16 	15	120			100	dgld	dgld					so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr69	0	1	2	pr267	0	50	50	pr269	0	75	75	pr78	0	25	25	pr41	0	35	35																																																	0
Set_Lazbro3	se68	71@ 	71@ 	15	120			100	dgld	dgld					so0		so0	5	5000		pr133	0	2	2	pr388	25	25	25	pr69	0	3	4	pr471	0	1	1	pr320	0	33	33	pr81	0	50	50	pr217	0	15	15	pr16	0	1	1	pr222	0	50	60																																									0
NoLazSET3	se78	amu 	amu 	10	200			666	dgld	dgld					so0		so0	5	5000		pr69	0	2	3	pr207	0	20	30	pr66	0	15	20	pr222	0	50	50	pr267	0	50	50	pr78	0	25	25																																																					0
Set_xaru1	se69	@14 	@14 	15	120			100	dred	dred					so0		so0	5	5000		pr133	0	6	6	pr5	0	350	350	pr0	0	1000	1000	pr4	0	10	10	pr78	0	50	50	pr57	0	50	50	pr87	0	50	50	pr81	0	50	50	pr84	0	50	50																																									0
NoSegoSET2	se78	@21 	@21 	10	200			666	dred	dred					so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr192	0	100	100	pr104	0	1	2	pr31	0	50	50	pr75	0	100	100	pr182	885	20	5	pr14	0	10	10	pr204	27	3	3																																									0
Set_xaru3	se69	@31 	@31 	15	120			100	dred	dred					so0		so0	5	5000		pr133	0	2	2	pr5	0	350	350	pr128	697	3	12	pr204	480	10	15	pr78	0	10	10	pr183	0	50	50	pr32	0	5	5	pr57	0	10	10	pr217	0	10	10																																									0
NoSegoSET7	se78	@36 	@36 	15	200			666	dred	dred					so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr204	454	23	31	pr171	0	25	25	pr104	0	1	1	pr4	0	10	10	pr44	0	5	5	pr369	111	3	37																																													0
NoSegoSET4	se78	amu 	amu 	10	200			666	dred	dred					so0		so0	5	5000		pr197	645	2	13	pr104	0	2	2	pr41	0	20	30	pr140	0	25	75	pr96	0	100	100	pr57	0	25	25	pr192	0	50	50	pr204	366	18	18																																													0
Set_PewPew1	se67	@13 	@13 	1	120			100	blac	blac	set_pewpew1				so0		so0	5	5000		pr133	0	6	6	pr5	0	350	350	pr357	0	1	1	pr75	0	-50	-50	pr84	0	50	50	pr78	0	50	50	pr57	0	50	50	pr87	0	50	50	pr81	0	50	50									pr4	0	10	10					pr266	0	5	5					pr0	0	1500	1500													0
Set_PewPew2	se67	@21 	@21 	1	120			100	blac	blac	set_pewpew2				so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr357	0	1	1	pr75	0	-50	-50	pr7	0	40	40	pr215	0	15	15	pr171	0	25	25	pr183	0	50	50	pr32	0	5	5									pr31	0	30	30					pr134	0	333	666					pr44	0	5	5													0
Set_PewPew3	se67	@32 	@32 	1	120			100	blac	blac	set_pewpew3				so0		so0	5	5000		pr133	0	2	2	pr5	0	350	350	pr357	0	1	1	pr75	0	-50	-50	pr9	0	40	40	pr218	0	15	15	pr172	0	25	25	pr184	0	50	50	pr34	0	5	5									pr33	0	30	30					pr135	0	333	666					pr46	0	5	5													0
Set_PewPew4	se67	@37 	@37 	1	120			100	blac	blac	set_pewpew4				so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr357	0	1	1	pr75	0	-50	-50	pr8	0	40	40	pr216	0	15	15	pr173	0	25	25	pr185	0	50	50	pr36	0	5	5									pr35	0	30	30					pr137	0	333	666					pr50	0	5	5													0
Set_PewPew5	se67	@42 	@42 	1	120			100	blac	blac	set_pewpew5				so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr357	0	1	1	pr75	0	-50	-50	pr10	0	40	40	pr217	0	15	15	pr174	0	25	25	pr186	0	50	50	pr40	0	5	5									pr39	0	30	30					pr136	0	333	666					pr48	0	5	5													0
NoSegoSET5	se78	@30 	@30 	10	200			666	dred	dred					so0		so0	5	5000		pr197	645	2	13	pr104	0	2	2	pr41	0	20	30	pr140	0	25	75	pr96	0	100	100	pr57	0	25	25	pr192	0	50	50	pr204	366	18	18																																													0
Set_Lazbro4	se68	@28 	@28 	15	120			100	dgld	dgld					so0		so0	5	5000		pr69	0	2	3	pr207	0	20	30	pr66	0	15	20	pr222	0	50	50	pr267	0	50	50	pr78	0	25	25	pr133	0	2	2																																																	0
NoSegoSET6	se78	@21 	@21 	10	200			666	dred	dred					so0		so0	5	5000		pr197	645	2	13	pr104	0	2	2	pr41	0	20	30	pr140	0	25	75																																																													0
Set_xaru5	se69	@41 	@41 	15	120			100	dred	dred					so0		so0	5	5000		pr197	645	2	13	pr104	0	1	1	pr41	0	20	30	pr140	0	10	20	pr96	0	50	50	pr57	0	25	25	pr192	0	20	20	pr204	366	18	18	pr133	0	4	4																																									0
Set_xaru2	se69	@21 	@21 	15	120			100	dred	dred					so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr192	0	100	100	pr104	0		2	pr31	0	50	50	pr75	0	100	100	pr182	885	20	5	pr14	0	10	10																																													0
set_lab1	se70	Ysh4	Ysh4		121			120	dgld	dgld	lab_armor				so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab2	se70	Ysh3	Ysh3		121			120	dgld	dgld					so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab3	se70	Ysh5	Ysh5		121			120	dgld	dgld	lab_shield				so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab4	se70	Ysh6	Ysh6		121			120	dgld	dgld	lab_helm				so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab5	se70	Ysh7	Ysh7		121			120	dgld	dgld	lab_belt				so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab6	se71	Ysh8	Ysh8		121			120	dgld	dgld	lab_gloves				so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab7	se71	Ysh9	Ysh9		121			120	dgld	dgld	lab_boots				so0		so0	5	5000		pr75	0	-100	-100																																																																									0
set_lab8	se71	Ysh1	Ysh1		121			120	dgld	dgld	lab_rn1				so0		so0	5	5000		pr391	0	1	1																																																																									0
set_lab9	se71	Ysh1	Ysh1		121			120	dgld	dgld	lab_rn2				so0		so0	5	5000		pr391	0	1	1																																																																									0
set_lab10	se71	Ysh2	Ysh2		121			120	dgld	dgld	lab_amu				so0		so0	5	5000		pr391	0	1	1																																																																									0
Set_xaru4	se69	@36 	@36 	15	120			100	dred	dred					so0		so0	5	5000		pr133	0	4	4	pr5	0	350	350	pr204	454	23	31	pr171	0	25	25	pr104	0	1	1	pr4	0	10	10	pr44	0	5	5	pr369	111	1	37																																													0
AltarofInk	se74	@36 	@36 	30	115			100	dpur	dpur					so0		so0	5	5000		pr133	0	4	4	pr0	0	-200	-200	pr207	0	31	40	pr326	0	1	1	pr68	0		1	pr215	0	16	20	pr78	0	25	25	pr136	0	300	300																																													0
AltarofScripture	se74	@29 	@29 	15	115			100	dpur	dpur					so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr206	0	41	50	pr492	0	15	15	pr217	0	31	40	pr291	0	41	50	pr75	0	150	150	pr204	449	3	7	pr204	1274	3	7																																									0
AltarofMercy	se74	@20 	@20 	30	115			100	dpur	dpur					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr68	0	1	3	pr12	0	10	10	pr75	0	50	50	pr66	0	11	20	pr223	0	15	15	pr134	0	400	600	pr137	0	200	300																																									0
AltarofFate	se74	@15 	@15 	30	115			100	dpur	dpur					so0		so0	5	5000		pr133	0	6	6	pr5	0	301	350	pr192	0	101	150	pr494	0	21	25	pr258	0	20	20	pr4	0	11	15	pr0	0	500	500			51	75																																													0
AltarofUnseeing	se74	!97 	!97 	30	115			100	dpur	dpur					so0		so0	5	5000		pr133	0	6	6	pr387	102	102	102	pr29	0	251	300	pr140	0	500	500	pr68	0	1	7	pr358	0	21	25	pr7	0	101	500	pr41	0	100	100	pr461	0	101	150																																									0
ZeraesBlessing	se73	@37 	@37 	30	115			100	lyel	lyel					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr46	0	5	5	pr10	0	100	100	pr87	0	21	25	pr11	0	-100	-100	pr65	0	16	20	pr75	0	-15	-15	pr96	0	81	90																																									0
ZeraesRefinement	se73	2@M 	2@M 	30	115			100	lyel	lyel					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr291	0	51	75	pr8	0	100	100	pr57	0	21	25	pr28	0	41	50	pr78	0	16	20	pr67	0		1	pr223	0	51	60																																									0
ZeraesVindication	se73	21! 	21! 	30	115			100	lyel	lyel					so0		so0	5	5000		pr133	0	6	6	pr5	0	301	350	pr4	0	11	15	pr16	0		1	pr184	0	41	50	pr84	0	25	25	pr128	38	25	1	pr135	0	1	600																																													0
ZeraesRedemption	se73	@10 	@10 	15	115			100	lyel	lyel					so0		so0	5	5000		pr133	0	6	6	pr5	0	251	300	pr0	0	1000	1000	pr75	0	-25	-25	pr216	0	26	30	pr217	0	26	30	pr204	425	18	25	pr13	0	101	200	pr66	0	11	15																																									0
ZeraesHolyWrath	se73	32@ 	32@ 	30	115			100	lyel	lyel					so0		so0	5	5000		pr133	0	6	6	pr388	51	51	51	pr29	0	251	300	pr67	0	1	3	pr140	0	250	500	pr108	0	11	15	pr192	0	51	100	pr197	680	10	39																																													0
MarchosiasHatred	se72	@31 	@31 	30	115			100	dred	dred					so0		so0	5	5000		pr133	0	2	2	pr215	0	6	10	pr126	475	5	3	pr5	0	251	300	pr267	0	51	100	pr108	0	5	5	pr223	0	91	100																																																	0
MarchosiasMight	se72	@14 	@14 	15	115			100	dred	dred					so0		so0	5	5000		pr133	0	6	6	pr215	0	6	10	pr126	475	5	3	pr5	0	251	300	pr7	0	151	200	pr221	0	41	50	pr28	0	200	200	pr0	0	1000	1000	pr75	0	100	100																																									0
MarchosiasEvilGrin	se72	@51 	@51 	30	115			100	dred	dred					so0		so0	5	5000		pr133	0	4	4	pr215	0	6	10	pr126	475	5	3	pr5	0	301	350	pr121	0		1	pr222	0	51	60	pr12	0	10	10	pr127	542	5	5																																													0
MarchosiasDeception	se72	@44 	@44 	30	115			100	dred	dred					so0		so0	5	5000		pr133	0	6	6	pr16	0	-3	-3	pr233	0	41	50	pr235	0	101	150	pr126	475	5	3	pr215	0	6	10	pr5	0	201	250	pr57	0	10	10																																													0
MarchosiasAnger	se72	06@ 	06@ 	30	115			100	dred	dred					so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	251	300	pr126	475	10	3	pr96	0	151	200	pr326	0	1	1	pr121	0	4	6	pr140	0	250	400	pr215	0	11	20																																									0
TWSteppeSleeper	se75	@38 	@38 	30	115			100	dblu	dblu					so0		so0	5	5000		pr133	0	4	4	pr75	0	-100	-100	pr71	0	1	1	pr215	0	31	40	pr185	0	41	60	pr123	352	3	7																																																					0
TWAncientBronze	se75	@45 	@45 	30	115			100	dblu	dblu					so0		so0	5	5000		pr133	0	4	4	pr59	0	21	25	pr173	0	21	25	pr96	0	51	75	pr71	0		1	pr28	0	50	50	pr221	0	16	20	pr5	0	201	250																																													0
TWSnowSilver	se75	@10 	@10 	15	115			100	dblu	dblu					so0		so0	5	5000		pr133	0	6	6	pr137	25	666	666	pr5	0	201	300	pr0	0	500	500	pr35	0	50	50	pr9	0	21	29	pr128	702	5	30	pr181	1	1	1	pr7	0	21	29																																									0
TWGreyRanger	se75	!28 	!28 	30	115			100	dblu	dblu					so0		so0	5	5000		pr133	0	6	6	pr29	0	301	350	pr387	76	76	76	pr137	50	1000	1500	pr28	0	200	200	pr7	0	101	150	pr197	702	5	31	pr13	0	100	100	pr78	0	21	25																																									0
TWValeHunter	se75	!34 	!34 	30	115			100	dblu	dblu					so0		so0	5	5000		pr133	0	6	6	pr29	0	251	300	pr387	76	76	76	pr57	0	25	25	pr140	0	400	600	pr108	0	11	15	pr197	702	5	29	pr13	0	-100	-100	pr71	0	2	3																																									0
MRLirianMoon	se76	@36 	@36 	30	115			100	dgrn	dgrn					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr8	0	41	50	pr206	0	31	40	pr9	0	41	50	pr11	0	-100	-100	pr13	0	100	100	pr53	0	500	500																																													0
MRTrickster	se76	@65 	@65 	30	115			100	dgrn	dgrn					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr16	0	1	1	pr87	0	20	20	pr4	0	16	20	pr186	0	31	40	pr174	0	21	25	pr123	648	9	16																																													0
MRGiyuaSacrum	se76	@46 	@46 	15	115			100	dgrn	dgrn					so0		so0	5	5000		pr133	0	4	4	pr5	0	151	200	pr192	0	21	25	pr69	0		1	pr75	0	-40	-50	pr13	0	151	200	pr183	0	31	40	pr222	0	101	150																																													0
MRDragonGrave	se76	@13 	@13 	30	115			100	dgrn	dgrn					so0		so0	5	5000		pr133	0	6	6	pr5	0	251	300	pr69	0	2	2	pr10	0	11	20	pr0	0	500	500	pr7	0	100	100	pr8	0	100	100	pr10	0	100	100																																													0
MRSkullProphet	se76	72@ 	72@ 	30	115			100	dgrn	dgrn					so0		so0	5	5000		pr133	0	2	2	pr388	25	25	25	pr69	0	2	4	pr16	0	1	1			401	500	pr192	0	101	105	pr186	0	21	30																																																	0
MSQuantumBevel	se77	@37 	@37 	30	115			100	blac	blac					so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr75	0	-40	-40	pr59	0	31	40	pr10	0	100	100	pr12	0	21	25	pr206	0	31	40																																																	0
MSDeadLens	se77	3@P 	3@P 	30	115			100	blac	blac	invbshu				so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr16	0	1	1	pr84	0	31	40	pr10	0	100	100	pr216	0	21	25	pr9	0	21	25																																																	0
MSWorldLine	se77	@21 	@21 	15	115			100	blac	blac					so0		so0	5	5000		pr133	0	4	4	pr5	0	301	350	pr75	0	-40	-40	pr122	0		2	pr10	0	150	150	pr222	0	51	75																																																					0
MSHypersurface	se77	@15 	@15 	30	115			100	blac	blac					so0		so0	5	5000		pr133	0	6	6	pr5	0	301	350	pr75	0	-40	-40	pr192	0	101	150	pr10	0	200	200	pr0	0	2000	2000	pr41	0	77	77	pr13	0	401	500																																													0
MSKillingVector	se77	92@ 	92@ 	30	115			100	blac	blac	invaxfu				so0		so0	5	5000		pr133	0	3	3	pr388	76	76	76	pr122	0	1	3	pr87	0	21	30	pr10	0	200	200	pr206	0	31	40	pr123	330	9	16	pr291	0	33	55																																													0
