name	* info	* tier	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
63@ 	Long Bow (Sacred)	Sacred	qbow		63@ 	lbw 	63@			2	1				1	117	124							20		447		1	78	30	12268			406	sbw	63@ 	63@ 	63@ 	bow 	bow 	6	bow	2	4					flplbw	invlbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
152 	Long Staff (1)	1	staf	tier	152 	sst 	152			20	1				1	12	15				1			10		8	46		8	1	132			402	bst	152 	152 	152 	stf 	stf 	5	staf	1	4					flplst	invlst			1	2		magically charged		so245	12	so245			5	0						7			5					255					255		1		1	1					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
356 	Long Staff (4)	4	staf	tier	356 	sst 	356			20	1				1	35	42				1			10		42	46		35	15	4708			403	bst	356 	356 	356 	stf 	stf 	5	staf	1	4					flplst	invlst			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
492 	Long Staff (6)	6	staf	tier	492 	sst 	492			20	1				1	54	63				1			10		88	46		66	24	11958			404	bst	492 	492 	492 	stf 	stf 	5	staf	1	4					flplst	invlst			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
53@ 	Long Staff (Sacred)	Sacred	qstf		53@ 	sst 	53@			2	1				1	112	116				1			10		203	46		77	30	11958			404	bst	53@ 	53@ 	53@ 	stf 	stf 	5	staf	1	4					flplst	invlst			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
105 	Long Sword (1)	1	swor	tier	105 	lsd 	105			20	1	20	24								1	-10	20		73		86		20	4	388			402	ssd	105 	105 	105 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsd			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					20					255					255					255					255					255		1		1	1					255		1		1	1					255					255			1	2		xxx 	xxx 	1	
309 	Long Sword (4)	4	swor	tier	309 	lsd 	309			20	1	45	54								1	-10	20		221		86		44	17	6372			404	ssd	309 	309 	309 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsd			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
445 	Long Sword (6)	6	swor	tier	445 	lsd 	445			20	1	65	77								1	-10	20		427		86		82	27	14550			406	ssd	445 	445 	445 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsd			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
06@ 	Long Sword (Sacred)	Sacred	qswd		06@ 	lsd 	06@			2	1	90	96								1	-10	20		510		86		85	30	14550			406	ssd	06@ 	06@ 	06@ 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsd			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
167 	Long War Bow (1)	1	bow	tier	167 	lbb 	167			20	1				1	26	40					10		20		99		1	31	5	748			402	sbw	167 	167 	167 	bow 	bow 	6	bow	2	4					flplwb	invlwb			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255					255			5	8		xxx 	xxx 	1	
371 	Long War Bow (4)	4	bow	tier	371 	lbb 	371			20	1				1	72	100					10		20		285		1	52	19	7788			404	sbw	371 	371 	371 	bow 	bow 	6	bow	2	4					flplwb	invlwb			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
507 	Long War Bow (6)	6	bow	tier	507 	lbb 	507			20	1				1	107	147					10		20		543		1	85	28	16300			406	sbw	507 	507 	507 	bow 	bow 	6	bow	2	4					flplwb	invlwb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
68@ 	Long War Bow (Sacred)	Sacred	qbow		68@ 	lbb 	68@			2	1				1	139	158					10		20		559		1	90	30	16300			406	sbw	68@ 	68@ 	68@ 	bow 	bow 	6	bow	2	4					flplwb	invlwb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
126 	Mace (1)	1	mace	tier	126 	mac 	126			20	1	12	19										20		36		40		8	2	228			401	mac	126 	126 	126 	1hs 	1hs 	5	1hsl	1	3					flpmac	invmac			1	1				so246	12	so246			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1					255					255					255					255					255			2	2		xxx 	xxx 	1	
330 	Mace (4)	4	mace	tier	330 	mac 	330			20	1	30	44										20		130		40		35	16	5508			402	mac	330 	330 	330 	1hs 	1hs 	5	1hsl	1	3					flpmac	invmac			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
466 	Mace (6)	6	mace	tier	466 	mac 	466			20	1	44	64										20		261		40		63	25	13222			403	mac	466 	466 	466 	1hs 	1hs 	5	1hsl	1	3					flpmac	invmac			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
27@ 	Mace (Sacred)	Sacred	qmac		27@ 	mac 	27@			2	1	80	90										20		442		40		81	30	13222			403	mac	27@ 	27@ 	27@ 	1hs 	1hs 	5	1hsl	1	3					flpmac	invmac			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j19 	Maiden Javelin (1)	1	ajav	tier	j19 	pil 	j19	100		4	1	13	22					14	32	15	2	-10		30	43	87	84		23	5	32			401	jav	j19 	j19 	j19 	1ht 	1ht 	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	1		primarily thrown		so245	12	so245			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j70 	Maiden Javelin (4)	4	ajav	tier	j70 	pil 	j70	100		4	1	28	45					44	81	15	2	-10		30	129	258	84		35	19	120			402	jav	j70 	j70 	j70 	1ht 	1ht 	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	2		primarily thrown		so245	12	so245			5	0					684	7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o14 	Maiden Javelin (6)	6	ajav	tier	o14 	pil 	o14	100		4	1	39	65					68	122	15	2	-10		30	247	495	84		65	27	172			403	jav	o14 	o14 	o14 	1ht 	1ht 	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	3		primarily thrown		so245	12	so245			5	0					684	7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
89@ 	Maiden Javelin (Sacred)	Sacred	qajv		89@ 	pil 	89@	100		1	1	77	90					119	146	15	2	-10		30	350	369	84		86	30	172			403	jav	89@ 	89@ 	89@ 	1ht 	1ht 	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	3		primarily thrown		so245	12	so245			5	0					684	7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j18 	Maiden Pike (1)	1	aspe	tier	j18 	pik 	j18	100		4	1				1	14	37			15	4	-20		40	43	87	80		27	5	612			402	spr	j18 	j18 	j18 	2ht 	2ht 	5	2ht	2	4					flppik	invam4			1	2		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j69 	Maiden Pike (4)	4	aspe	tier	j69 	pik 	j69	100		4	1				1	36	87			15	4	-20		40	126	253	80		51	19	7300			404	spr	j69 	j69 	j69 	2ht 	2ht 	5	2ht	2	4					flppik	invam4			1	4		3 square reach		so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o13 	Maiden Pike (6)	6	aspe	tier	o13 	pik 	o13	100		4	1				1	37	142			15	4	-20		40	241	483	80		81	27	14892			406	spr	o13 	o13 	o13 	2ht 	2ht 	5	2ht	2	4					flppik	invam4			1	6		3 square reach		so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
88@ 	Maiden Pike (Sacred)	Sacred	qasp		88@ 	pik 	88@	100		1	1				1	104	186			15	4	-20		40	350	369	80		86	30	14892			406	spr	88@ 	88@ 	88@ 	2ht 	2ht 	5	2ht	2	4					flppik	invam4			1	6		3 square reach		so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j17 	Maiden Spear (1)	1	aspe	tier	j17 	am3 	j17	100		4	1				1	12	31			15	4	10		40	33	67	64		18	3	300			402	spr	j17 	j17 	j17 	2ht 	2ht 	5	2ht	2	4					flpam3	invam3			1	2		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j68 	Maiden Spear (4)	4	aspe	tier	j68 	am3 	j68	100		4	1				1	34	74			15	4	10		40	103	207	64		43	17	5932			404	spr	j68 	j68 	j68 	2ht 	2ht 	5	2ht	2	4					flpam3	invam3			1	4		2 square reach		so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o12 	Maiden Spear (6)	6	aspe	tier	o12 	am3 	o12	100		4	1				1	50	108			15	4	10		40	201	402	64		61	26	13878			406	spr	o12 	o12 	o12 	2ht 	2ht 	5	2ht	2	4					flpam3	invam3			1	6		2 square reach		so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
87@ 	Maiden Spear (Sacred)	Sacred	qasp		87@ 	am3 	87@	100		1	1				1	120	139			15	4	10		40	346	360	64		83	30	13878			406	spr	87@ 	87@ 	87@ 	2ht 	2ht 	5	2ht	2	4					flpam3	invam3			1	6		2 square reach		so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
6@2 	Maple Bow (1)	1	dbow	tier	6@2 	lbb 	6@2			10	1				1	22	32					20	30		84			1	18	3	450			402	sbw	6@2 	6@2 	6@2 	bow 	bow 	6	bow	2	3					flplbb	inv8s8u			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
9@2 	Maple Bow (4)	4	dbow	tier	9@2 	lbb 	9@2			10	1				1	67	88					20	30		255			1	45	17	8898			404	sbw	9@2 	9@2 	9@2 	bow 	bow 	6	bow	2	3					flplbb	inv8s8u			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
2@3 	Maple Bow (6)	6	dbow	tier	2@3 	lbb 	2@3			10	1				1	102	132					20	30		492			1	78	26	20817			406	sbw	2@3 	2@3 	2@3 	bow 	bow 	6	bow	2	3					flplbb	inv8s8u			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
3@3 	Maple Bow (Sacred)	Sacred	sdbw		3@3 	lbb 	3@3			1	1				1	148	158					20	30		581			1	84	30	20817			406	sbw	3@3 	3@3 	3@3 	bow 	bow 	6	bow	2	3					flplbb	inv8s8u			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
l35 	Maul (1)	1	hamm	tier	l35 	mau 	l35			20	1				1	24	30				1	-10	30		93		114		21	3	342			402	mau	l35 	l35 	l35 	stf 	stf 	5	2hsl	2	4					flpmau	invmau			1	2				so229	12	so229			5	0						7			3					255					255					255					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1	1	1	20					255					255					255					255			2	2		xxx 	xxx 	1	
l44 	Maul (4)	4	hamm	tier	l44 	mau 	l44			20	1				1	55	71				1	-10	30		277		114		45	17	6150			404	mau	l44 	l44 	l44 	stf 	stf 	5	2hsl	2	4					flpmau	invmau			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l50 	Maul (6)	6	hamm	tier	l50 	mau 	l50			20	1				1	79	102				1	-10	30		532		114		69	26	14212			406	mau	l50 	l50 	l50 	stf 	stf 	5	2hsl	2	4					flpmau	invmau			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
74@ 	Maul (Sacred)	Sacred	qham	ct2w	74@ 	mau 	74@			2	1				1	124	136				1	-10	30		372		114		84	30	14212			406	mau	74@ 	74@ 	74@ 	stf 	stf 	5	2hsl	2	4					flpmau	invmau			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
117 	Military Pick (1)	1	axe	tier	117 	axe 	117			20	1	18	28								1	-10	20		67		64		19	3	342			402	axe	117 	117 	117 	1hs 	1hs 	5	1hsl	2	3					flpmpi	invmpi			1	2				so246	12	so246			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255			2	2		xxx 	xxx 	1	
321 	Military Pick (4)	4	axe	tier	321 	axe 	321			20	1	42	63								1	-10	20		207		64		43	17	6150			404	axe	321 	321 	321 	1hs 	1hs 	5	1hsl	2	3					flpmpi	invmpi			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
457 	Military Pick (6)	6	axe	tier	457 	axe 	457			20	1	60	90								1	-10	20		400		64		70	26	14212			406	axe	457 	457 	457 	1hs 	1hs 	5	1hsl	2	3					flpmpi	invmpi			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
18@ 	Military Pick (Sacred)	Sacred	qaxe		18@ 	axe 	18@			2	1	88	103								1	-10	20		500		64		84	30	14212			406	axe	18@ 	18@ 	18@ 	1hs 	1hs 	5	1hsl	2	3					flpmpi	invmpi			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
127 	Morning Star (1)	1	mace	tier	127 	mac 	127			20	1	14	24								1	10	20		48		56		13	3	342			401	mac	127 	127 	127 	1hs 	1hs 	5	1hsl	1	3					flpmst	invmst			1	1				so246	12	so246			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255			1	2		xxx 	xxx 	1	
331 	Morning Star (4)	4	mace	tier	331 	mac 	331			20	1	34	53								1	10	20		160		56		39	17	6150			402	mac	331 	331 	331 	1hs 	1hs 	5	1hsl	1	3					flpmst	invmst			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
467 	Morning Star (6)	6	mace	tier	467 	mac 	467			20	1	50	77								1	10	20		315		56		70	26	14212			403	mac	467 	467 	467 	1hs 	1hs 	5	1hsl	1	3					flpmst	invmst			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
28@ 	Morning Star (Sacred)	Sacred	qmac		28@ 	mac 	28@			2	1	82	96								1	10	20		464		56		84	30	14212			403	mac	28@ 	28@ 	28@ 	1hs 	1hs 	5	1hsl	1	3					flpmst	invmst			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
7@C 	Needle Crossbow (1)	1	nxbw	tier	7@C 	lxb 	7@C			10	1				1	12	16				2	10	30		28			1	10	2	225			402	lxb	7@C 	7@C 	7@C 	xbw 	xbw 	5	xbow	2	3					flplxb	invlxbu			1	2		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
1@D 	Needle Crossbow (4)	4	nxbw	tier	1@D 	lxb 	1@D			10	1				1	52	60				2	10	30		100			1	35	16	7353			404	lxb	1@D 	1@D 	1@D 	xbw 	xbw 	5	xbow	2	3					flplxb	invlxbu			1	4		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
3@D 	Needle Crossbow (6)	6	nxbw	tier	3@D 	lxb 	3@D			10	1				1	82	93				2	10	30		200			1	67	25	18402			406	lxb	3@D 	3@D 	3@D 	xbw 	xbw 	5	xbow	2	3					flplxb	invlxbu			1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
4@D 	Needle Crossbow (Sacred)	Sacred	snxb		4@D 	lxb 	4@D			1	1				1	136	138				2	10	30		244			1	79	30	18402			406	lxb	4@D 	4@D 	4@D 	xbw 	xbw 	5	xbow	2	3					flplxb	invlxbu			1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
141 	Pike (1)	1	spea	tier	141 	pik 	141			20	1				1	15	42				5	20		30	54	80	120		24	5	612			402	spr	141 	141 	141 	2ht 	2ht 	5	2ht	2	4					flppik	invpik			1	2		3 square reach		so245	12	so245			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255		1			255		1			255		1		1	1					255		1		1	1					255					255			5	8		xxx 	xxx 	1	
345 	Pike (4)	4	spea	tier	345 	pik 	345			20	1				1	41	99				5	20		30	175	239	120		47	19	7300			404	spr	345 	345 	345 	2ht 	2ht 	5	2ht	2	4					flppik	invpik			1	4		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
481 	Pike (6)	6	spea	tier	481 	pik 	481			20	1				1	42	163				5	20		30	342	458	120		85	27	14892			406	spr	481 	481 	481 	2ht 	2ht 	5	2ht	2	4					flppik	invpik			1	6		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
42@ 	Pike (Sacred)	Sacred	qspe		42@ 	pik 	42@			2	1				1	106	166				5	20		30	475	524	120		86	30	14892			406	spr	42@ 	42@ 	42@ 	2ht 	2ht 	5	2ht	2	4					flppik	invpik			1	6		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
133 	Pilum (1)	1	jave	tier	133 	pil 	133			20	1	10	13					6	14					20		29	56		10	1	8			401	pil	133 	133 	133 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flppil	invpil			1	1		primarily thrown		so225	12	so225			5	0					686	7	2		3					255		1		1	1					255		1		1	1					255					255					20					255					255		1		1	1		1		1	1		1		1	1		1		1	1		1		1	1					255		1		1	1		1		1	1			5	8		xxx 	xxx 	1	
337 	Pilum (4)	4	jave	tier	337 	pil 	337			20	1	21	28					30	46					20		113	56		37	15	96			402	pil	337 	337 	337 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flppil	invpil			1	2		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
473 	Pilum (6)	6	jave	tier	473 	pil 	473			20	1	30	42					50	73					20		230	56		62	24	154			403	pil	473 	473 	473 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flppil	invpil			1	3		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
34@ 	Pilum (Sacred)	Sacred	qjvn		34@ 	pil 	34@			2	1	73	78					110	122					20		428	56		77	30	154			403	pil	34@ 	34@ 	34@ 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flppil	invpil			1	3		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
158 	Scythe (1)	1	scyh	tier	158 	scy 	158			20	1				1	8	35				4	10		30	49	49	74		15	3	262			402	hal	158 	158 	158 	stf 	stf 	5	2hsl	2	4					flpscy	invscy			1	2		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255		1		1	1					255					255		1		1	1					255					255					255					20		1		1	1					255					255		1		1	1			2	2		xxx 	xxx 	1	
362 	Scythe (4)	4	scyh	tier	362 	scy 	362			20	1				1	27	84				4	10		30	162	162	74		40	16	5718			404	hal	362 	362 	362 	stf 	stf 	5	2hsl	2	4					flpscy	invscy			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
498 	Scythe (6)	6	scyh	tier	498 	scy 	498			20	1				1	42	123				4	10		30	319	319	74		71	26	13548			406	hal	498 	498 	498 	stf 	stf 	5	2hsl	2	4					flpscy	invscy			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
59@ 	Scythe (Sacred)	Sacred	qscy		59@ 	scy 	59@			2	1				1	106	146				4	10		30	466	466	74		82	30	13548			406	hal	59@ 	59@ 	59@ 	stf 	stf 	5	2hsl	2	4					flpscy	invscy			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
2@4 	Recurve Bow (1)	1	dbow	tier	2@4 	lbb 	2@4			10	1				1	28	42					-10	30		111			1	26	6	1122			402	sbw	2@4 	2@4 	2@4 	bow 	bow 	6	bow	2	3					flplwb	invswbu			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
5@4 	Recurve Bow (4)	4	dbow	tier	5@4 	lbb 	5@4			10	1				1	80	108					-10	30		322			1	56	20	11682			404	sbw	5@4 	5@4 	5@4 	bow 	bow 	6	bow	2	3					flplwb	invswbu			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
7@4 	Recurve Bow (6)	6	dbow	tier	7@4 	lbb 	7@4			10	1				1	120	158					-10	30		613			1	88	29	24450			406	sbw	7@4 	7@4 	7@4 	bow 	bow 	6	bow	2	3					flplwb	invswbu			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
8@4 	Recurve Bow (Sacred)	Sacred	sdbw		8@4 	lbb 	8@4			1	1				1	156	170					-10	30		632			1	90	30	24450			406	sbw	8@4 	8@4 	8@4 	bow 	bow 	6	bow	2	3					flplwb	invswbu			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j16 	Reflex Bow (1)	1	abow	tier	j16 	am2 	j16	100		4	1				1	22	34			13		10		30		103		1	27	5	748			402	sbw	j16 	j16 	j16 	bow 	bow 	6	bow	2	4					flpam2	invam2			1	2		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j67 	Reflex Bow (4)	4	abow	tier	j67 	am2 	j67	100		4	1				1	62	87			13		10		30		299		1	47	19	7788			404	sbw	j67 	j67 	j67 	bow 	bow 	6	bow	2	4					flpam2	invam2			1	4		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o11 	Reflex Bow (6)	6	abow	tier	o11 	am2 	o11	100		4	1				1	93	128			13		10		30		570		1	78	28	16300			406	sbw	o11 	o11 	o11 	bow 	bow 	6	bow	2	4					flpam2	invam2			1	6		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
86@ 	Reflex Bow (Sacred)	Sacred	qabw		86@ 	am2 	86@	100		1	1				1	133	150			13		10		30		376		1	90	30	16300			406	sbw	86@ 	86@ 	86@ 	bow 	bow 	6	bow	2	4					flpam2	invam2			1	6		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
