Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* Laz / status	* Laz / new	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms1212	1212	ms1212			XRDruid	ms1023		mt20	ma35	mon_haunt	DZ  	UNUSED		1	1												6	6		6	8	1	50	110	120	mo2	mo2	14	3	2	1				80	80	80	95	95	95	8	8	8	50	50	50	24	24	24	30	30	30	15	15	15	16	16	16										1				1				1		1			1	1									sk279	SC	1			9			7																100	100	100	-20	-20	-20																							15	15	15		800	1200	280	500	1	1	375							800	1200	280	500	80	150	375							800	1200	280	500	160	300	375																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1213	1213	ms1213			ShockBeast	ms983	mp372	mt21	ma4		BB  			1	1												1	1		10	10		1	1	1	mo11	mo11	6	3	2	1	80	80	80	25	25	25	20	15	10				50	50	50														ml1503							1	1					1					1			1	1			1				1																										100	100	100	-20	-20	-20				100				-50	-50	100	-50	-50		-100	-100	100	-100	-100			1		18	18	18		1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			0
ms1214	1214	ms1214		2	Darksister	ms779	mp109	mt56	ma96	mon_supermonsters	0C  			1	1												3	5		15	15	1	50	95	120	mo116	mo116	10	3	2	1	80	80	80	20	20	20	70	70	70																			ml1627									1				1				1	1	1			1	1									sk158	A1	1																						100	100	100	-20	-20	-20						100						100						100					46	46	46		180	200	200	170	120	160	350							180	200	200	170	120	160	350							240	250	200	170	120	160	350																																																	Act 5 Miss C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Miss C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Miss C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1215	1215	ms1215		1	ObsidianKnight	ms738	mp23	mt60	ma24	mon_supermonsters	L3  			1													1	2		8	8	1	50	95	120	mo19	mo19	11	3	2	1	80	80	80							90	95	100	25	50	75																						1	1			1				1					1	1									sk19	A2	4																						100	100	100	-20	-20	-20		100						100						100									50	50	50		420	470	350	170	150	200	500	150	200	500				420	470	350	170	150	200	500	150	200	500				420	470	350	170	150	200	500	150	200	500				A2	rand	100	20	40	25	100	20	40	50	100	20	40	100	A1	rand	100	20	40	25	100	20	40	50	100	20	40	100															Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1216	1216	ms1216			SacLamb	ms1024	mp342	mt4	ma1	mon_tobesacced	N#  			1													1	1		3	3					mo81	mo81	50	3	2	1																																					1	1			1									1	1																																	100	100	100	-20	-20	-20	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100			1						1	1	1		1	1		1	1					1	1	1		1	1		1	1					1	1	1		1	1		1	1																																																																	0
ms1217	1217	ms1217		2	Dark_ones	ms1025	mp311	mt4	ma73		0A  	Judgement Day		1	1												3	3		13	13	1	90	115	120	mo56	mo56	11	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				1	1	1	99	99	99													1				1						1				1		1							sk926	A1	5	sk843	A1	10																			100	100	100	-20	-20	-20	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500					19	19	19		500	600			300	350	500							525	625			310	360	500							550	650			320	370	500																																																																			0
ms1218	1218	ms1218		2	Dark_boss	ms1026	mp338	mt4	ma73		0A  	Judgement Day		1	1						ms1217		1		3	3	1	1		13	13	1	90	115	120	mo56	mo56	11	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				1	1	1	99	99	99													1				1						1				1		1							sk926	A1	20	sk843	A1	25																			100	100	100	-20	-20	-20	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500					19	19	19		500	600			400	440	700							525	625			410	450	700							550	650			420	460	700																																																																			0
ms1219	1219	ms1219			Dark_master1	ms1027	mp312	mt2	ma28		~z  	Judgement Day		1													1	1		13	15	1	90	115	120	mo35	mo35	15	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	15	22	30	7	7	7																			1	1			1						1	1		1			1							sk770	SC	1	sk762	SC	20	sk648	A1	20	sk769	SC	50													100	100	100	-20	-20	-20	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					50	50	50		1100	1300	150	5000	105	150	700							1250	1450	150	5000	115	225	700							1400	1600	150	5000	125	300	700							A1	stun	100			50	100			75	100			100																													Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Imperius Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1220	1220	ms1220			Dark_master2	ms1028	mp313	mt2	ma28		~z  	Judgement Day		1													1	1		13	15	1	90	115	120	mo35	mo35	15	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	15	22	30	7	7	7																			1	1			1						1	1		1			1							sk770	SC	1	sk762	SC	20	sk648	A1	20	sk769	SC	50													100	100	100	-20	-20	-20	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					50	50	50		1100	1300	150	5000	105	150	700							1250	1450	150	5000	115	225	700							1400	1600	150	5000	125	300	700							A1	stun	100			50	100			75	100			100																													Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Imperius Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1221	1221	ms1221		2	EdyremWow	ms1029	mp343	mt4	ma73		0A  			1	1												1	1		13	13	1	1	1	1	mo2	mo2	6	3	2	1	80	80	80	40	40	40	95	95	95	98	98	98	1	1	1	60	60	60	1	1	1	95	95	95	60	60	60									1	1				1	1					1			1	1		1	1						sk926	A1	5	sk449	A1	18																			100	100	100	-20	-20	-20								-50	-50	-50	-50	-50		-100	-100	-100	-100	-100			1		19	19	19		1	1	1		1	1	15000	1	1	15000				1	1	1		1	1	15000	1	1	15000				1	1	1		1	1	15000	1	1	15000																																																																0
ms1222	1222	ms1222		2	Dark_ones	ms1025	mp311	mt4	ma73		0A  			1	1												1	1		13	13	1	90	115	120	mo56	mo56	11	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1						1				1		1							sk926	A1	5	sk843	A1	10																			100	100	100	-20	-20	-20	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500					19	19	19		1000	1000			320	370	500							1000	1000			320	370	500							1000	1000			320	370	500																																																																			0
ms1223	1223	ms1223			PunisherTurret	ms901	mp23	mt5	ma94		PB  			1													1	1	5			1	90	115	120	mo62	mo62	14	3	2	1	70	70	70	500	450	400	10	12	14	500	450	400	40	40	40	5	6	7																			1											1		1										sk586	mq23	20																									-20	-20	-20																							46	46	46		400	445	110	250										400	445	110	250										400	445	110	250																																																				Act 5 Super C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Super C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Super C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1224	1224	ms1224			PunisherTurret	ms901	mp23	mt5	ma94		PB  			1													1	1	5			1	90	115	120	mo62	mo62	14	3	2	1	70	70	70	500	450	400	10	12	14	500	450	400	40	40	40	5	6	7																			1											1		1										sk586	mq23	20																									-20	-20	-20																							46	46	46		400	445	110	250										400	445	110	250										400	445	110	250																																																				Act 5 Super C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Super C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Super C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1225	1225	ms1225			DarkCelebrant	ms1030	mp309	mt4	ma96	mon_hitsthelseplz	RG  	Toraja		1													3	5		9	14	1	90	115	120	mo1	mo1	8	3	2	1	80	80	80	20	20	20	70	70	70																			ml0									1				1						1			1	1		1							sk158	A1	1																						100	100	100	-20	-20	-20	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200									260	330	25	380	190	240	550							360	430	25	380	290	340	550							460	530	25	380	390	440	550																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Torajian Runes	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1226	1226	ms1226		2	MorluFiend	ms1031	mp309	mt60	ma24	mon_hitsthelseplz	5(  	Toraja		1													3	5		10	10	1	90	115	120	mo19	mo19	11	3	2	1	80	80	80							100	100	100	15	15	15																						1	1			1				1		1			1	1		1							sk54	A2	1																						100	100	100	-20	-20	-20	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200					50	50	50		1400	1600	30		280	410	750	280	410	750				1450	1700	30		400	490	750	400	490	750				1500	1800	30		520	570	750	520	570	750																																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Torajian Runes	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1227	1227	ms1227			LilithToraja	ms1032	mp310	mt2	ma28	mon_hitsthelseplz	AN  	Toraja		1							ms1226				2	4	1	1		12	12	1	90	115	120	mo5	mo5	14	3	2	1	70	70	70	25	25	25	90	90	90	50	50	50	15	15	15	7	7	7																							1				1		1	1	1	1			1							sk595	A1	24	sk880	A1	12	sk341	A1	50	sk1169	A1	4													100	100	100	-20	-20	-20	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200									1800	1800	240	4200	220	270	575							1900	1900	240	4200	370	430	575							2000	2000	240	4200	520	590	575							A1	pois	100	120	150	30	100	140	170	60	100	160	190	90																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Torajian Runes	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1228	1228	ms1228			TorajaWow	ms1033	mp344	mt4	ma36		IW  			1													1	1		6	9	1	1	1	1	mo3	mo3	12	3	2	1	80	80	80	100	100	100	100	100	100	1	1	1	25	25	25	10	10	10	50	50	50	5	5	5												1	1				1	1					1			1	1		1	1									sk880	A1	10	sk1013	SC	15																100	100	100	-20	-20	-20								-50	-50	-50	-50	-50		-100	-100	-100	-100	-100					19	19	19		1	1	1		1	1								1	1	1		1	1								1	1	1		1	1																																																																				0
ms1229	1229	ms1229		1	SpWolf	ms1034	mp23	mt0	ma36		wf  			1													1	1		6	13	1	20	80	120	mo135	mo135	10	3	2	1				100	100	100	100	100	100	1	1	1	25	25	25	10	10	10	50	50	50	5	5	5													1	1			1						1			1	1												sk346	A1	1	sk513	A1	6																100	100	100	-20	-20	-20																											100	130	60		130	150	200							100	130	60		130	150	200							200	215	60		130	150	200																																																																			0
ms1230	1230	ms1230		2	SkullClanGoat	ms973	mp23	mt22	ma125	mon_elite	GM  			1													5	8		9	9	1	40	79	120	mo63	mo63	10	3	2	1	80	80	80	100	100	100	85	85	85	55	55	55	1	1	1																						1	1			1				1		1			1	1		1							sk268	A1	8																						100	100	100	-20	-20	-20					100						100						100						5	5	5		250	300	150	270	166	233	280							312	375	150	270	208	291	280							375	450	150	270	250	350	280																																																																			0
ms1231	1231	ms1231		4	DaystarSUM	ms995	mp346	mt37	ma28		VA  			1													1	1		12	12	1	1	1	1	mo128	mo128	6	3	2	1	80	80	80	15	10	5	95	98	100	100	100	100	50	50	50	2	2	2																		1	1						1				1			1	1			1						sk723	mq63	2	sk724	mq63	1				sk723	mq63	2													100	100	100	-20	-20	-20			100					-50	100	-50	-50	-50		-100	100	-100	-100	-100			1		19	19	19		1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			0
ms1232	1232	ms1232		2	ShredderSUM	ms1048	mp340	mt14	ma95		BH  			1	1												1	1		13	13	1	1	1	1	mo16	mo16	6	3	2	1	80	80	80	100	100	100	100	100	100	9	9	9	25	25	25	2	2	2	40	40	40							ml1572								1	1								1		1			1	1		1	1																														100	100	100	-20	-20	-20					100			-50	-50	-50	100	-50		-100	-100	-100	100	-100			1		11	11	11		1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			0
ms1233	1233	ms1233			BaneMonsterSUM	ms1049	mp340	mt50	ma24		HP  			1													1	1		7	7	1	1	1	1	mo35	mo35	6	3	2	1	80	80	80							95	95	95	75	75	75																					1	1	1				1			1		1			1	1			1						sk807	S1	5																						100	100	100	-20	-20	-20				100				-50	-50	100	-50	-50		-100	-100	100	-100	-100			1		25	25	25		1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			0
ms1234	1234	ms1234			XDeadWall	ms850	mp345	mt5	ma80		AE  			1													1	1					1	1	1	mo0	mo0	1	2	2	2				50	50	50	5	5	5	15	15	15																								1														1	1			1						sk796	A1	1																									-20	-20	-20																					1						5	5	1											5	5	1											5	5	1																																																																							0
ms1235	1235	ms1235			DeadWallZombie	ms645	mp23	mt10	ma96		ZM  			1	1												1	1		8	8	1	30	75	120	mo0	mo138	10	3	2	1	80	80	80	20	20	20	99	99	99																			ml1499									1				1		1				1			1	1			1				1																										100	100	100	-20	-20	-20																							3	3	3		120	150	100	80	60	90	200							120	150	100	80	60	90	200							210	225	100	80	60	90	200							A1	pois	100	100	100	50	100	30	50	75	100	40	60	100																																															0
ms1236	1236	ms1236		3	CobraAa	ms1035	mp167	mt25	ma142	mon_elite	SD  			1													3	5	36	10	18	1	41	73	120	mo31	mo31	12	3	2	1	80	80	80	60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	1	1	1	20	24	28	50	50	50	ml1643									1	1			1						1			1	1		1					1		sk177	mq2	4																						100	100	100	-20	-20	-20						100						100						100					24	24	24		280	446	113	193	102	107	240	102	107	240				350	558	113	226	127	134	240	127	134	240				420	670	113	260	153	161	240	153	161	240																																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1237	1237	ms1237		1	LurkerAa	ms1036	mp168	mt61	ma130	mon_elite	m5  			1													5	7	36	8	8	1	47	78	120	mo42	mo42	10	3	2	1	80	80	80	100	100	100	90	90	90	85	85	85	100	100	100																						1				1				1					1	1						1			sk800	mq44	10																						100	100	100	-20	-20	-20						100						100						100					50	50	50		270	370	106	260	174	200	193							337	462	106	260	218	250	193							404	554	106	260	262	300	193																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1238	1238	ms1238		1	ThunderboltAA	ms1037	mp169	mt56	ma96	mon_elite	0C  			1	1												2	3	36	15	15	1	41	73	120	mo116	mo116	10	3	2	1	80	80	80	30	30	30	95	95	95																			ml1638									1				1				1	1	1			1	1									sk158	A1	1																						100	100	100	-20	-20	-20				100						100						100							46	46	46		140	183	86	153	14	64	318							175	228	86	109	18	80	318							255	287	86	66	22	97	318																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1239	1239	ms1239		2	TrapRatAa	ms1038	mp170	mt23	ma96	mon_elite	S7  			1	1												6	9	36	8	8	1	52	89	120	mo94	mo94	10	3	2	1	20	20	20	99	99	99																						ml1644									1				1									1	1																																	100	100	100	-20	-20	-20		100						100						100									3	3	3		160	173	100	180	40	60	120							200	216	100	180	50	75	120							270	280	100	180	60	90	120																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1240	1240	ms1240		2	IcedSoulAa	ms1039	mp171	mt14	ma95	mon_elite	BH  			1	1												3	4	36	13	13	1	41	73	120	mo16	mo16	10	3	2	1	80	80	80	100	100	100	100	100	100	9	9	9	25	25	25	2	2	2	40	40	40							ml1636									1				1				1		1			1	1		1																															100	100	100	-20	-20	-20					100						100						100						11	11	11		250	300	150	270	166	233	280							312	375	150	270	208	291	280							375	450	150	270	250	350	280																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1241	1241	ms1241			AvalancheAa	ms1040	mp172	mt59	ma70	mon_elite	f0  			1													5	7	36	13	13	1	47	78	120	mo61	mo61	10	3	2	1	80	80	80	90	90	90	95	95	95	25	25	25	10	10	10	10	10	10	2	2	2	20	20	20	5	5	5										1				1				1					1	1						1			sk798	A1	13																						100	100	100	-20	-20	-20					100						100						100						48	48	48		260	340	160	340	174	200	320							325	425	160	340	218	250	320							390	510	160	340	262	300	320																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1242	1242	ms1242		1	LeviathanAa	ms1041	mp173	mt60	ma24	mon_elite	L3  			1													5	7	36	10	10	1	40	76	120	mo19	mo19	11	3	2	1	80	80	80							100	100	100	15	15	15																						1	1			1				1					1	1									sk346	A2	1																						100	100	100	-20	-20	-20		100						100						100									50	50	50		300	340	180	350	30	60	380	30	60	380				375	425	180	350	37	75	380	37	75	380				450	510	180	350	45	90	380	45	90	380																																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1243	1243	ms1243		1	SonOfAzmodanAa	ms1042	mp174	mt51	ma89	mon_elite	DM  			1													5	8	36	11	11	1	43	77	120	mo82	mo82	10	3	2	1	80	80	80	75	75	75	25	25	25	95	95	95	75	75	75	15	15	15	25	25	25																1				1				1		1			1	1		1							sk491	A1	10																						100	100	100	-20	-20	-20			100						100						100								39	39	39		260	340	160	340	206	240	320							325	425	160	340	258	300	320							390	510	160	340	310	360	320							A1	fire	100	40	100	75	100	60	120	100	100	80	140	125																													Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1244	1244	ms1244			CloudLordAa	ms1043	mp175	mt50	ma89	mon_elite	HP  			1													5	8	36	12	12	1	45	77	120	mo35	mo35	11	3	2	1	80	80	80	65	75	85	45	45	45	100	100	100	75	75	75	10	10	10	50	50	50																1				1				1		1			1	1									sk799	S1	12																						100	100	100	-20	-20	-20				100						100						100							25	25	25		233	253	93	263	102	107	240							291	316	93	263	127	134	240							350	380	93	263	153	161	240																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1245	1245	ms1245		2	DeathfireAa	ms1044	mp176	mt31	ma73	mon_elite	GY  			1	1												4	5	36	12	12	1	42	74	120	mo126	mo126	12	3	2	1	80	80	80	60	60	60	90	90	90	100	100	100	1	1	1	6	6	6	1	1	1	40	40	40	60	60	60										1				1		1	1			1			1	1		1							sk451	SC	6	sk76	SC	1	sk76	SC	1																100	100	100	-20	-20	-20			100						100						100							1		15	33		173	333	120	280	110	154	203	110	154	203				216	416	120	280	137	193	203	137	193	203				280	500	120	280	165	232	203	165	232	203																																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1246	1246	ms1246			DarkStarBoss	ms1045	mp314	mt2	ma28		!D  	Bremmtown		1													1	1		12	12	1	85	115	120	mo134	mo134	14	3	2	1	80	80	80	25	25	25	80	80	80	50	50	50	15	15	15	7	7	7																			1				1				1		1	1	1	1			1							sk487	A1	1	sk536	A1	20	sk580	A1	20	sk487	A1	1													100	100	100	-20	-20	-20	75	75	75	75	75	1000	75	75	75	75	75	1000	75	75	75	75	75	1000									1800	1800	240	7800	410	620	750							1850	1850	240	7800	460	670	750							1900	1900	240	7800	510	720	750							A1	burn	100	120	150	30	100	140	170	60	100	160	190	90																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Baal (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1247	1247	ms1247			ChimaeraTrap	ms273	mp24	mt5	ma80		GT  	Bremmtown		1													1	1					85	115	120	mo62	mo62	9	3	2	1				50	50	50	1	1	1	15	15	15																									1													1	1			1	1					sk801	mq22	19																									-20	-20	-20																							16	16	16		150	150	100	60										150	150	100	60										225	225	100	60																																																																						0
ms1248	1248	ms1248		1	HowlingAa	ms1047	mp23	mt0	ma73		!S  	Bremmtown		1													4	6		11	11	1	85	115	120	mo135	mo135	10	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				1	1	1	99	99	99													1				1				1		1			1	1		1							sk926	A1	20	sk843	A2	4																			100	100	100	-20	-20	-20																							39	39	39		410	500	160	50	240	280	550							510	610	160	50	305	400	550							610	720	160	50	370	520	550																																																	Act 5 Everything Bias C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Everything Bias C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Everything Bias C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1249	1249	ms1249			DarkStarReanimate	ms1045	mp373	mt2	ma28		!D  	Bremmtown (reanimate)		1													1	1		12	12	1	85	115	120	mo134	mo134	14	3	2	1	80	80	80	25	25	25	80	80	80	50	50	50	10	10	10	7	7	7																			1				1				1		1	1	1	1			1							sk458	A1	40	sk536	A1	20	sk580	A1	20			40													100	100	100	-20	-20	-20						1000						1000						1000									2000	2000	240	7800	410	620	575							2000	2000	240	7800	410	560	575							2000	2000	240	7800	410	500	575							A1	burn	100	120	150	30	100	140	170	60	100	160	190	90																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Baal (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1250	1250	ms1250			FallenOne	ms659		mt16	ma7		FA  			1													1	1		5	5	1	1	1	1	mo50	mo50	6	3	2	1	80	80	80				15	10	5	95	100	100	50	50	50																					1	1	1							1		1			1	1			1				1																										100	100	100	-20	-20	-20						100		-50	-50	-50	-50	100		-100	-100	-100	-100	100			1		9	9	9		1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			0
ms1251	1251	ms1251			ImperiusMNX	ms1027	mp330	mt2	ma28		~z  	Judgement Day (reanimate)		1													1	1		13	15	1	90	115	120	mo35	mo35	15	3	2	1	100	100	100	25	25	25	50	50	50	50	50	50	15	22	30	7	7	7																			1	1			1						1	1		1			1							sk770	A1	1	sk762	A1	20	sk648	A1	20	sk770	A1	50													100	100	100	-20	-20	-20						666						666						666					50	50	50		1100	1300	150	5000	105	150	700							1250	1450	150	5000	115	225	700							1400	1600	150	5000	125	300	700							A1	stun	100			50	100			75	100			100																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Imperius Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
