Name	Id	* zone name	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	*Laz/arc	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	* Laz / todo	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Unformed Land	92		2	2			66	200	200	200	200	200	200	2500	1000		1				1	1	1		1	1	25	-1	-1	-1	-1	80	80	81	81	93				58	59	58	59	60	-1	-1	-1		1	255	255	255			1		2025	34	71	120	85	115	120	4000	4000	4000							1		11		ms2026	ms2027	ms2028	ms2029	ms2030	ms2031																ms2026	ms2027	ms2028	ms2029	ms2030	ms2031															ms2026	ms2027	ms2028	ms2029	ms2030	ms2031															ms151	ms151			100	100								26	255	Unformed Land	To The Chrysaor Sewers Level 1	A3L18	64	70	62	65					50	50	35	45	45				0
Hidden Fortress	93		2	2			67	70	70	70	70	70	70	2500	1300		1				1	1	1		1	2	25	-1	-1	-1	-1	92								19	-1	-1	-1	-1	-1	-1	-1		50	200	200	200			1		2025	35	72	120	85	115	120										1		1		ms2035																					ms2035																				ms2035																				ms151	ms151			100	100								26	255	Hidden Fortress	To The Chrysaor Sewers Level 2	A3L19	64	70	62	65					3	3	3	3	3				0
Ruined Temple	94		2	2			68	24	24	24	24	24	24	3000	1000		1				1	1	1		1	2	22	-1	-1	-1	-1	80	80							62	63	-1	-1	-1	-1	-1	-1		128	255	255	64			1		750	34	71	120	34	91	120	1485	1485	1485							1		9		ms917	ms849	ms924	ms797	ms911	ms1123	ms1138	ms1574	ms1738													ms917	ms849	ms924	ms797	ms911	ms1123	ms1138	ms1574	ms1738												ms917	ms849	ms924	ms797	ms911	ms1574	ms1738														ms151				30									28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60					50	25	45	33					0
Disused Fane	95		2	2			69	119	119	119	119	119	119	3000	1124		1				1	1	1		1	2	22	-1	-1	-1	-1	80	80							62	63	-1	-1	-1	-1	-1	-1		128		64	96			1		1500	110	115	120	95	115	120	1700	1700	1700							1		5		ms1624	ms1625	ms1626	ms1627	ms1628																	ms1624	ms1625	ms1626	ms1627	ms1628																																				ms151				30									28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60					50	25	45	33					0
Forgotten Reliquary	96		2	2			70	24	24	24	24	24	24	3000	1248		1				1	1	1		1	2	22	-1	-1	-1	-1	81	81							62	63	-1	-1	-1	-1	-1	-1		192	255	128	64			1		250	65	95	120	75	115	120	2300	2300	2300							1		19		ms1797	ms1798	ms1799	ms1800	ms1801	ms1802	ms1803	ms1804	ms1805	ms1806	ms1807	ms1808	ms1809	ms1810	ms1811	ms1812	ms1813	ms1815	ms1816		1	ms1797	ms1798	ms1799	ms1800	ms1801	ms1802	ms1803	ms1804	ms1805	ms1806	ms1807	ms1808	ms1809	ms1810	ms1811	ms1812	ms1813	ms1815	ms1816																						ms151				30									28	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60					50	25	45	33					0
Forgotten Temple	97		2	2			71	350	350	350	350	350	350	2000			1				1	1	1		1	1	35	-1	-1	-1	-1		81							-1	51	-1	-1	-1	-1	-1	-1		1	140	48	48			1		750	35	72	120	110	115	120	250	250	250							1		1		ms2138																					ms2138																				ms2138																																	28	255	Forgotten Temple	To The Forgotten Temple	A3L23																	0
Ruined Fane	98		2	2			72	24	24	24	24	24	24	3000	1496		1				1	1	1		1	2	22	-1	-1	-1	-1	82	82							62	63	-1	-1	-1	-1	-1	-1		64	255	255				1		1000	70	95	120	80	115	120	2100	2100	2100							1		1		ms1060																					ms1060																																								ms151				30									28	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60					50	25	45	33					0
Disused Reliquary	99		2	2			73	100	100	100	100	100	100	3000	1620		1				1	1	1		1	2	24	-1	-1	-1	-1		82							-1	19	-1	-1	-1	-1	-1	-1		128	255	255	64			1		750	35	72	120	35	92	120	1000	1000	1000							1		1		ms1836																					ms1836																				ms1836																				ms151				30									28	255	Disused Reliquary	To The Disused Reliquary	A3L25	60	61	59	60					50	25	45	33					0
Durance of Hate Level 1	100		2	2	21	21	74	200	200	200	200	200	200	3500	1000		1				1	1	1		1	1	22	-1	-1	-1	-1	101	101	83	83					67	68	65	66	-1	-1	-1	-1		144	16					1		3800	36	73	120	36	94	120	2000	2000	2000							1		15	GLOWING BLOB HERE	ms925	ms917	ms828	ms805	ms797	ms777	ms778	ms779	ms849	ms1119	ms1138	ms1561	ms1577	ms1592	ms1705							ms925	ms917	ms828	ms805	ms797	ms777	ms778	ms779	ms849	ms1119	ms1138	ms1561	ms1577	ms1592	ms1708						ms925	ms917	ms828	ms805	ms797	ms777	ms778	ms779	ms849	ms1561	ms1592										ms159				30									30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	A3L26	60	61	59	74					50	25	45	45					0
Durance of Hate Level 2	101		2	2	21	21	75	200	200	200	200	200	200	3500	1300		1				1	1	1		1	1	22	-1	-1	-1	-1	102	102	100	100					67	68	65	66	-1	-1	-1	-1		144	16					1		3700	36	73	120	36	94	120	2000	2000	2000							1		15	GLOWING BLOB HERE	ms925	ms828	ms805	ms797	ms777	ms778	ms779	ms1119	ms1161	ms1561	ms1577	ms1592	ms1705	ms1724	ms1727							ms925	ms828	ms805	ms797	ms777	ms778	ms779	ms1119	ms1161	ms1561	ms1577	ms1592	ms1708	ms1724	ms1727						ms925	ms828	ms805	ms797	ms777	ms778	ms779	ms1561	ms1592	ms1724	ms1727										ms159				30									32	26	Durance of Hate Level 2	To The Durance of Hate Level 2	A3L27	60	61	59	74					50	25	45	45					0
Durance of Hate Level 3	102		2	2	21	21	76	41	29	41	29	41	29	3500	1600		1				1	1	1		1	2	22	-1	-1	-1	-1			101	101					-1	-1	65	66	-1	-1	-1	-1		144	16				1	1		3800	36	73	120	36	94	120	2000	2000	2000							1		13		ms925	ms828	ms805	ms797	ms777	ms778	ms779	ms1119	ms1161	ms1561	ms1566	ms1592	ms1727									ms925	ms828	ms805	ms797	ms777	ms778	ms779	ms1119	ms1161	ms1561	ms1566	ms1592	ms1727								ms925	ms828	ms805	ms797	ms777	ms778	ms779	ms1561	ms1592	ms1727											ms159				30									33	255	Durance of Hate Level 3	To The Durance of Hate Level 3	A3L28	60	61	59	74					50	25	45	45					0
The Pandemonium Fortress	103		3	3			77	32	24	32	24	32	24	1000	1000		1					1	1			2	26	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1							1			2025																																																																																														31	27	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1																	0
Outer Steppes	104		3	3			77	80	64	80	64	80	64	-1	-1		1					1	1			3	27	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		96	64	48				1		4500	37	74	120	37	95	120	1200	1200	1200							1		15	WARLOCK AREA	ms777	ms778	ms779	ms757	ms829	ms889	ms867	ms870	ms873	ms745	ms1122	ms1134	ms1161	ms1566	ms1577							ms777	ms778	ms779	ms757	ms829	ms889	ms867	ms870	ms873	ms745	ms1122	ms1134	ms1161	ms1566	ms1577						ms777	ms778	ms779	ms757	ms829	ms889	ms867	ms870	ms873	ms745																								32	255	Outer Steppes	To The Outer Steppes	A4L2	46	47	77						30	80	70						0
Plains of Despair	105		3	3			77	64	80	64	80	64	80	-1	-1		1					1	1			3	27	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		96	64	48				1		4500	38	74	120	38	96	120	1600	1600	1600							1		13		ms901	ms1794	ms714	ms1586	ms744	ms817	ms834	ms921	ms1736	ms1142	ms1161	ms1566	ms1577									ms901	ms1794	ms714	ms1586	ms744	ms817	ms834	ms921	ms1736	ms1142	ms1161	ms1566	ms1577								ms901	ms714	ms732	ms744	ms817	ms834	ms921	ms1586	ms1736																									32	255	Plains of Despair	To The Plains of Despair	A4L3	46	47	77						30	80	70						0
City of the Damned	106		3	3			77	80	64	80	64	80	64	-1	-1		1					1	1			3	27	-1	-1	-1	-1		107							-1	69	-1	-1	-1	-1	-1	-1		96	64	48				1		4500	38	75	120	38	96	120	1500	1500	1500							1		15	LANDMASS HERE	ms903	ms906	ms714	ms732	ms829	ms823	ms824	ms878	ms1122	ms1134	ms1161	ms1559	ms1579	ms1586	ms1705							ms903	ms906	ms714	ms732	ms829	ms823	ms824	ms878	ms1122	ms1134	ms1161	ms1559	ms1579	ms1586	ms1707						ms903	ms906	ms714	ms732	ms829	ms823	ms824	ms878	ms1586																									32	28	City of the Damned	To The City of the Damned	A4L4	46	47	77						30	80	70						0
River of Flame	107		3	3			78	200	200	200	200	200	200	-1	-1		1					1	1			1	28	-1	-1	-1	-1	106	108							70	-1	-1	-1	-1	-1	-1	-1		32	255	178	64			1		4500	39	75	120	39	98	120	1000	1000	1000							1	5	15	LANDMASS HERE	ms904	ms907	ms746	ms1736	ms1730	ms879	ms1126	ms1132	ms1156	ms1559	ms1579	ms1587	ms1705	ms733	ms840							ms904	ms907	ms746	ms1736	ms1730	ms879	ms1126	ms1132	ms1156	ms1559	ms1579	ms1587	ms1707	ms733	ms840						ms904	ms907	ms746	ms733	ms840	ms879	ms1587	ms1736	ms1730																									33	29	River of Flame	To The River of Flame	A4L5	48	49							90	60							0
Chaos Sanctum	108		3	3			78	120	120	120	120	120	120	1500	1000		1					1	1			3	28	-1	-1	-1	-1	107								-1	-1	-1	-1	-1	-1	-1	-1		32	255	178	64			1		4500	40	76	120	40	100	120	1600	1600	1600							1		15		ms905	ms1792	ms747	ms1736	ms1730	ms880	ms1126	ms1132	ms1156	ms1242	ms1559	ms1579	ms1587	ms733	ms840							ms905	ms1792	ms747	ms1736	ms1730	ms880	ms1126	ms1132	ms1156	ms1242	ms1559	ms1579	ms1587	ms733	ms840						ms905	ms747	ms733	ms840	ms880	ms1587	ms1736	ms1730																										34	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49							30	50							0
Expansion																																																										0	0	0	0	0	0																																																																																																													
Harrogath	109		4	4			79	40	40	40	40	40	40	1000	1000		1					1	1			2	29	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		180	221	221	255		1			2025																																																																																	ms149				30									36	30	Harrogath	To Harrogath	A5L1																	0
Bloody Foothills	110		4	4			79	240	48	240	48	240	48	760	1000		1						1			3	30	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		48	221	221	255			1		4500	41	72	120	41	101	120	1275	1275	1275							1		15		ms892	ms777	ms778	ms900	ms779	ms790	ms798	ms877	ms1128	ms1133	ms1161	ms1238	ms1559	ms1595	ms1732						1	ms892	ms777	ms778	ms900	ms779	ms790	ms798	ms877	ms1128	ms1133	ms1161	ms1238	ms1559	ms1595	ms1732						ms892	ms777	ms778	ms900	ms779	ms790	ms798	ms877													ms556				20									37	255	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
Rigid Highlands	111		4	4			79	-1	-1	-1	-1	-1	-1	-1	-1		1						1			3	31	10	1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		64	221	221	255			1		4500	41	73	120	41	102	120	1125	1125	1125							1		15		ms1748	ms900	ms730	ms731	ms763	ms764	ms798	ms830	ms877	ms1128	ms1133	ms1146	ms1162	ms1238	ms1595						1	ms1748	ms900	ms730	ms731	ms763	ms764	ms798	ms830	ms877	ms1128	ms1133	ms1146	ms1162	ms1238	ms1595						ms900	ms730	ms731	ms763	ms764	ms798	ms830	ms877													ms556				10									37	31	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
Arreat Plateau	112		4	4			79	-1	-1	-1	-1	-1	-1	-1	-1		1						1			3	31	10	1	-1	-1			113						-1	-1	71	-1	-1	-1	-1	-1		80	221	221	255			1		4500	42	74	120	42	103	120	1125	1125	1125							1		15		ms893	ms1595	ms715	ms806	ms734	ms854	ms864	ms859	ms750	ms912	ms1136	ms1137	ms1159	ms1163	ms1245						1	ms893	ms1595	ms715	ms806	ms734	ms854	ms864	ms859	ms750	ms912	ms1136	ms1137	ms1159	ms1163	ms1245						ms893	ms715	ms806	ms734	ms854	ms864	ms859	ms750	ms912												ms556				10									37	32	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
Crystalized Cavern Level 1	113		4	4			80	200	200	200	200	200	200	2000	1000		1				1	1	1		1	1	33	-1	-1	-1	-1	112	115	114						73	74	75	-1	-1	-1	-1	-1		64	32	32	255			1		2025	43	77	120	43	105	120	1050	1050	1050							1		15		ms1739	ms881	ms818	ms806	ms791	ms750	ms835	ms740	ms759	ms1139	ms1140	ms1159	ms1163	ms1557	ms1593						1	ms1739	ms881	ms818	ms806	ms791	ms750	ms835	ms740	ms759	ms1139	ms1140	ms1159	ms1163	ms1557	ms1593						ms881	ms818	ms806	ms791	ms750	ms835	ms740	ms759																										39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L7	107	108	109	123	129	110			25	25	70	25	25	25			0
Cellar of Pity	114		4	4			81	64	64	64	64	64	64	2000	1300		1				1	1	1		1	1	33	-1	-1	-1	-1	113								73	-1	-1	-1	-1	-1	-1	-1		64	32	32	255			1		2025	43	77	120	43	105	120	1200	1200	1200							1		15		ms893	ms882	ms715	ms818	ms835	ms806	ms758	ms1200	ms1136	ms1557	ms1575	ms1593	ms1739								1	ms893	ms882	ms715	ms818	ms835	ms806	ms758	ms1200	ms1136	ms1557	ms1575	ms1593	ms1739								ms893	ms882	ms715	ms818	ms835	ms806	ms758																											39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110			25	25	70	25	25	25			0
Crystalized Cavern Level 2	115		4	4			82	200	200	200	200	200	200	2000	1464		1				1	1	1		1	1	33	-1	-1	-1	-1	113	117	116						73	74	75	-1	-1	-1	-1	-1		64	32	32	255			1		2025	44	77	120	44	106	120	1050	1050	1050							1		15		ms894	ms881	ms819	ms806	ms791	ms750	ms836	ms740	ms1140	ms1159	ms1136	ms1557	ms1575	ms1593	ms1739						1	ms894	ms881	ms819	ms806	ms791	ms750	ms836	ms740	ms1140	ms1159	ms1136	ms1557	ms1575	ms1593	ms1739						ms894	ms881	ms819	ms806	ms791	ms750	ms836	ms740																										40	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L9	107	108	109	123	129	110			25	25	70	25	25	25			0
Echo Chamber	116		4	4			83	64	64	64	64	64	64	2000	1764		1				1	1	1		1	2	33	-1	-1	-1	-1	115								73	-1	-1	-1	-1	-1	-1	-1		224	192	128				1		2025	70	95	120	65	115	120	2250	2250	2250							1		2		ms1756	ms1757																				ms1756	ms1757																																																				40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110			25	25	70	25	25	25			0
Tundra Wastelands	117		4	4			84	128	80	128	80	128	80	2000	1896		1	1					1			3	31	11	1	-1	-1	115		118						72	-1	71	-1	-1	-1	-1	-1		96	221	221	255			1		4500	45	77	120	45	108	120	1100	1100	1100							1		15	WITCH AREA	ms882	ms908	ms807	ms720	ms854	ms864	ms759	ms1136	ms1137	ms1139	ms1157	ms1244	ms1557	ms1739	ms1705						1	ms882	ms908	ms807	ms720	ms854	ms864	ms759	ms1136	ms1137	ms1139	ms1157	ms1244	ms1557	ms1704	ms1739						ms882	ms908	ms807	ms720	ms854	ms864	ms759														ms556				20									38	36	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129			25	25	25	25	25	25			0
Glacial Caves Level 1	118		4	4			85	200	200	200	200	200	200	2000	2076		1				1	1	1		1	1	33	-1	-1	-1	-1	117	120	119						73	74	75	-1	-1	-1	-1	-1		64	32	32	255			1		2025	45	77	120	45	108	120	975	975	975							1		15		ms841	ms820	ms721	ms792	ms891	ms825	ms1130	ms1145	ms1147	ms1167	ms1239	ms1590	ms1728	ms1734	ms1739						1	ms841	ms820	ms721	ms792	ms891	ms825	ms1130	ms1145	ms1147	ms1167	ms1239	ms1590	ms1728	ms1734	ms1739						ms841	ms820	ms721	ms792	ms891	ms825																												41	37	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110			25	25	70	25	25	25			0
Glacial Caves Level 2	119		4	4			86	32	32	32	32	32	32	2000	2376		1				1	1	1		1	1	33	-1	-1	-1	-1	118								19	-1	-1	-1	-1	-1	-1	-1		64	32	32	255			1		2025	50	70	120	50	115	120	3300	3300	3300							1		20		ms1043	ms1045	ms1046	ms1740	ms1048	ms1049	ms1050	ms1051	ms1052	ms1053	ms1054	ms1055	ms1056	ms1737	ms1596	ms1597	ms1598	ms1599	ms1600	ms1601		ms1043	ms1045	ms1046	ms1740	ms1048	ms1049	ms1050	ms1051	ms1052	ms1053	ms1054	ms1055	ms1056	ms1737	ms1596	ms1597	ms1598	ms1599	ms1600	ms1601	ms1043	ms1045	ms1046	ms1740	ms1048	ms1049	ms1050	ms1051	ms1052	ms1053	ms1054	ms1055	ms1056	ms1737	ms1597	ms1598	ms1599	ms1600	ms1601															41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110			25	25	70	25	25	25			0
Rocky Summit	120		4	4			87	20	28	20	28	20	28	2000	2508		1	1		1			1			2	31	-1	1	-1	-1	118	128							79	80	-1	-1	-1	-1	-1	-1		192	255	64	64			1			46	80	120	46	115	120														ms973																					ms973																																																					42	255	Rocky Summit	To The Rocky Summit	A5L6																	0
Nihlathaks Temple	121		4	4			88	22	27	22	27	22	27	2000	2636		1	1					1		1	2	31	-1	-1	-1	-1		122							-1	76	-1	-1	-1	-1	-1	-1		128		128	255		1	1		2025	44	95	120	44	115	120														ms1069																					ms1069																																																					43	255	Nihlathaks Temple	To Nihlathaks Temple	A5L13																	0
Halls of Anguish	122		4	4			89	80	80	80	80	80	80	2000	2763		1					1	1		1	1	32	-1	-1	-1	-1	121	123							78	77	-1	-1	-1	-1	-1	-1		96	255	128				1		3000	45	77	120	45	108	120	1700	1700	1700							1		14		ms1734	ms837	ms842	ms883	ms1728	ms825	ms1739	ms1129	ms1145	ms1148	ms1152	ms1241	ms1590	ms799								ms1734	ms837	ms842	ms883	ms1728	ms825	ms1739	ms1129	ms1145	ms1148	ms1152	ms1241	ms1590	ms799							ms1734	ms837	ms842	ms883	ms774	ms908	ms825	ms799																										44	255	Halls of Anguish	To The Halls of Anguish	A5L14	116	117	118	124	125	129	128		30	30	30	30	40	25	30		0
Halls of Death's Calling	123		4	4			90	80	80	80	80	80	80	2000	2943		1					1	1		1	1	32	-1	-1	-1	-1	122	124							78	77	-1	-1	-1	-1	-1	-1		96	255	128				1		2025	45	77	120	45	108	120	1700	1700	1700							1		14		ms896	ms837	ms842	ms883	ms1728	ms908	ms825	ms1739	ms1129	ms1145	ms1148	ms1152	ms1241	ms1590							1	ms896	ms837	ms842	ms883	ms1728	ms908	ms825	ms1739	ms1129	ms1145	ms1148	ms1152	ms1241	ms1590							ms896	ms837	ms842	ms883	ms774	ms908	ms825	ms799																										44	35	Halls of Death's Calling	To The Halls of Death's Calling	A5L15	116	117	118	124	125	129	128		30	30	30	30	40	25	30		0
Halls of Vaught	124		4	4			91	84	84	84	84	84	84	2500	1000		1					1	1		1	2	32	-1	-1	-1	-1	123								78	-1	-1	-1	-1	-1	-1	-1		96	255	128				1		1000	47	78	120	47	110	120	2200	2200	2200							1		11		ms1734	ms842	ms725	ms908	ms913	ms1124	ms1129	ms1168	ms1152	ms1241	ms1590										1	ms1734	ms842	ms725	ms908	ms913	ms1124	ms1129	ms1168	ms1152	ms1241	ms1590										ms1734	ms842	ms725	ms908	ms913																													45	255	Halls of Vaught	To The Halls of Vaught	A5L17	116	117	118	124	125	129	128		30	30	30	30	40	25	30		0
Hell1	125		3	4			92	63	63	63	63	63	63	2500	1184		1					1	1		1	2	33	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		96	128	64	32		1	1		3800	100	115	120	90	115	120	3000	3000	3000							1		1		ms1225																					ms1225																																																					4	255	Hell1	To Hell1	A5L23	48	49	59	60	40	42	43	69	5	5	5	5	10	10	10	10	0
Hell2	126		3	4			93	99	99	99	99	99	99	2500	1484		1			1	1	1	1		1	2	33	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		128		64	64		1	1		3800	80	115	120	85	115	120	4200	4200	4200							1		1		ms1248																					ms1248																																																					22	255	Hell2	To Hell2	A5L24	1	11	12	13	14	15	32		10	3	3	3	3	3	3		0
Hell3	127		3	4			94	95	95	95	95	95	95	2500	1784		1					1	1		1	2	35	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		192	202	202	255		1	1		3800	75	100	120	70	115	120	5000	5000	5000									2		ms1037																					ms1037																																																					31	255	Hell3	To Hell3	A5L25	60	61	59	74					50	25	45	45					0
The Worldstone Keep Level 1	128		4	4	39	39	95	200	200	200	200	200	200	2500	2084		1				1	1	1		1	1	34	-1	-1	-1	-1	120	129							81	82	-1	-1	-1	-1	-1	-1		64	202	192	154			1		4500	48	86	120	48	112	120	1400	1500	1600							1		15	PANTHER HERE	ms735	ms716	ms843	ms774	ms794	ms838	ms1152	ms1154	ms1155	ms1239	ms1562	ms1237	ms1588	ms1705	ms1725						1	ms735	ms716	ms843	ms774	ms794	ms838	ms1152	ms1154	ms1155	ms1239	ms1562	ms1237	ms1588	ms1710	ms1725						ms735	ms716	ms843	ms774	ms794	ms838																												47	255	The Worldstone Keep Level 1	To The Worldstone Keep Level 1	A5L18	119	120	121	122	106	129			25	25	35	25	25	25			0
The Worldstone Keep Level 2	129		4	4	39	39	96	200	200	200	200	200	200	2500	2384		1				1	1	1		1	1	34	-1	-1	-1	-1	128	130							81	82	-1	-1	-1	-1	-1	-1		64	202	192	154			1		4500	50	87	120	50	113	120	1400	1500	1600							1		14	PANTHER HERE	ms1786	ms716	ms843	ms838	ms793	ms1150	ms1154	ms1155	ms1239	ms1562	ms1237	ms1588	ms1705	ms1725							1	ms1786	ms716	ms843	ms838	ms793	ms1150	ms1154	ms1155	ms1239	ms1562	ms1237	ms1588	ms1710	ms1725							ms716	ms843	ms838	ms793																														47	38	The Worldstone Keep Level 2	To The Worldstone Keep Level 2	A5L19	119	120	121	122	129	106			25	25	35	25	26	25			0
The Worldstone Keep Level 3	130		4	4	39	39	97	200	200	200	200	200	200	2500	2684		1				1	1	1		1	1	34	-1	-1	-1	-1	129	131							81	82	-1	-1	-1	-1	-1	-1		96	202	106	106			1		4500	52	89	120	52	114	120	1400	1500	1600							1		15	PANTHER HERE	ms735	ms885	ms1786	ms839	ms909	ms1125	ms1131	ms1153	ms1154	ms1155	ms1239	ms1562	ms1588	ms1705	ms1725						1	ms735	ms885	ms1786	ms839	ms909	ms1125	ms1131	ms1153	ms1154	ms1155	ms1239	ms1562	ms1588	ms1710	ms1725						ms735	ms885	ms839	ms909																														47	255	The Worldstone Keep Level 3	To The Worldstone Keep Level 3	A5L20	119	120	121	122	129	106			25	25	35	25	25	25			0
Throne of Destruction	131		4	4	39	39	98	60	70	60	70	60	70	3000	1000		1				1	1	1		1	2	34	-1	-1	-1	-1	130	132							81	82	-1	-1	-1	-1	-1	-1		162	255					1		2025	54	90	120	54	115	120	1650	1750	1850							1		12		ms909	ms885	ms839	ms1125	ms1131	ms1153	ms1154	ms1155	ms1239	ms1562	ms1588	ms1725									1	ms909	ms885	ms839	ms1125	ms1131	ms1153	ms1154	ms1155	ms1239	ms1562	ms1588	ms1725									ms909	ms885	ms839	ms1725																														48	255	Throne of Destruction	To The Throne of Destruction	A5L21	126	127							25	25							0
The Worldstone Chamber	132		4	4	39	39	99	55	55	55	55	55	55	3000	1152		1					1	1		1	2	34	-1	-1	-1	-1	131								81	-1	-1	-1	-1	-1	-1	-1		255	255				1	1		1000	55	90	120	55	115	120												1	NEW STUFF	ms2142																				1	ms2142																				ms2142																																	49	255	The Worldstone Chamber	To The Worldstone Chamber	A5L22																	0
Pandemonium Run 1	133			4			11	200	200	200	200	200	200	4000	1500		1				1	1	1		1	1	4	-1	-1	-1	-1									8	-1	-1	-1	-1	-1	-1	-1			255	255	255			1		10000	55	90	120	55	120	120	1584	1584	1584							1		3																																																															ms151	ms159			30	30							8	5	255	Pandemonium Run 1	To The Pandemonium Run 1	A5L28	7	8	9	10					75	4	50	75					0
Pandemonium Run 2	134		1	4			28	80	80	80	80	80	80	4000	1700		1			1		1	1	1		3	16	9	4	7	8									-1	-1	-1	-1	-1	-1	-1	-1		40	255	255	255	1	1	1		10000	55	90	120	55	120	120	1320	1320	1320							1		3																																																															ms269				20									14	17	Pandemonium Run 2	To The Pandemonium Run 2	A5L29	30	24	32	37	36				15	30	10	40	40				0
Pandemonium Run 3	135		3	4			92	200	200	200	200	200	200	4000	2884		1					1	1			1	35	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1		120	255	255	255		1	1		10000	55	90	120	55	120	120	1200	1200	1200							1		3																																																																												46	255	Pandemonium Run 3	To The Pandemonium Run 3	A5L30	48	49							90	60							0
Tristram	136			4			25	43	48	43	48	43	48	5000	1000		1	1				1	1	1		2	11	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1								1		10000	55	90	120	55	120	120																																																																																								3	255	Tristram	To Tristram	A5L31	44	45								33	1						0
