Missile	Id	* Laz / status	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoMultiShot	Holy	*Laz / Slow	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml1517	1517		1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			2				255	255	255				null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32			so0	so0	so0						ml1518							ml1518				0
ml1518	1518		19	25	15	20				100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta									25	range (0=skill)		max (0 = skill)					25	range (0=skill)		max (0 = skill)													2				255	255	255			1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1					sk644																																								32			so2416	so0	so0			ml1519			ml1520				ml1519			ml1520				0
ml1519	1519		1		1					100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	11		3		255	255					expansion\baalsummonsmall	1024	11	16								1		1							1			1									1	1			1																																													32			so0	so0	so0																	0
ml1520	1520		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0						ml1521							ml1521				0
ml1521	1521		1		1																																																	10	10	8		40	5			255	255	255	1		1	SpikeFiendMissle	1024	2	16					3	1		1		1		1	4				1				1						1		1	1									4		8		64																																		10	32			so0	so0	so0		ml1066															0
ml1522	1522		6		23																	4	no light freq																															8	8			26	2			255	255	255			2	null	1024	2	16					8			1		1							2										1						1										-1																																			1			so2576	so0	so0			ml1523							ml1523	ml104	ml105					0
ml1523	1523		5		1																																																					30	10	5	4	255	178	64			1	groundFiresmall	1024	37	16		1	12	36	3												2										1				1		1								5		-1																fire	10	10	10	10	10	10	15	15	15	15	15	15						32	1		41	so2576	so0	so0																	0
ml1524	1524		1	30	1	29																												64	delay							64	delay															1				255	255	255				null	1024	37	16																	1					1											1																																													32			so0	so0	so0						ml1525							ml1525				0
ml1525	1525		1	44	1	36																																																20	20			2				255	255	255				null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32			so0	so0	so0						ml1526							ml1526				0
ml1526	1526		19	44	15	36				100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	2				255	255	255			1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1					sk86																																								32			so2416	so0	so0			ml1527			ml1528				ml1527			ml1528				0
ml1527	1527		1		1					100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	11		6		255			1		1	expansion\FowCenter	1024	5	8								1		1							1			1									1	1			1																																													32			so0	so0	so0																	0
ml1528	1528		1	44	1	36																																																				85		2	4	255			1		1	expansion\FireSpikeExplode	1024	14	32					6			1									1					1	1		1								1								8																																					32			so4722	so0	so0						ml1529							ml1529				0
ml1529	1529		9	44	1	36																29	frames	50	fallrate	30	sliderate																															30				255	255	255			1	null	1024	8	32					6			1									1					1	1		1								1								8																																					32			so0	so0	so0						ml1530				ml1145			ml1530				0
ml1530	1530		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255			1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1539			ml1531				ml1539			ml1531				0
ml1531	1531		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255			1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1536			ml1533				ml1536			ml1533				0
ml1532	1532		1		1																																																					30				255	255	255				RadFieldAura	1024	30	16																							1		1								1																																													1			so0	so0	so0																	0
ml1533	1533		19		15					29	frequency to spam teh dmg	1	increment									29	frequency to spam teh dmg	1	increment																																	126		4	4	255			1		1	RadField	1024	10	16								1		1							1								1		1		1	1			1						4		8																																					1			so2349	so0	so0			ml1534							ml1534							0
ml1534	1534		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1			so0	so0	so0						ml1535							ml1535				0
ml1535	1535		1		1																																																	48	48			8				255	255	255			2	null	1024	2	16					3			1		1		1	4				1								1		1		1	1			1					sk86	4		8																																				80	16			so1428	so0	so0		ml1532															0
ml1536	1536		19		15					2	nova frequency	1	increment									2	nova frequency	1	increment																																	31				255	255	255	1			ExpArrowExplode	1024	2	16								1		1						-75	1								1		1		1	1			1						4		8																																					1			so2351	so0	so0			ml1537							ml1537							0
ml1537	1537		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1			so0	so0	so0						ml1538							ml1538				0
ml1538	1538		1	10	1		9																																											25	stun len (0 = skill)			30	30			16		2		255	178	64			1	ExpArrowExplode	1024	16	16					3			1				1	4				1								1		1		1	1		100	1					sk141	4		8																																				64	16			so429	so2419	so0																	0
ml1539	1539		19		15					1	frequency	19	increment									1	frequency	19	increment																																	25		5	2	255	178	64	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1541							ml1541							0
ml1540	1540		1	30																																						1	increment															40							1		2	null	1024	2	16						1		1			1																1						1																																													1			so0	so0	so0						ml1545							ml1545				0
ml1541	1541		9	18	1	14																24	frames	60	fallrate	2	sliderate							4	range (0 = skill)	2	beacons increment					5	# submissile1	3	# submissile3	15	# submissile4							2	2			25		4		255	64	64				ExpArrowExplode	1024	16	16								1			1						1					1					1			1			1					sk85	5	2	8																																					1			so0	so0	so958										ml1540	ml1544		ml1542	ml154			0
ml1542	1542		1		1					2	none																																															16		13		255	178	64				ExpArrowExplode	1024	16	16								1								-150	1						1		1				1	1			1						4		8																																					1			so764	so0	so0																	0
ml1543	1543		5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64			1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12								1						1								3	1																	fire	1	1	1	1	1	1	2	2	2	2	2	2						32	1		41	so2577	so0	so0																	0
ml1544	1544		1																																																							60									2	null	1024	2	16						1		1																			1						1								8																																					1			so0	so0	so0																	0
ml1545	1545		1		1																																																	30	30		-300	15		4		255	192	64	1			expansion\FireNova	1024	11	16		1	8	9	3		1	1				1	4				1																1																																													32			so2483	so813	so0																	0
ml1546	1546		1	30	1	29																												64	delay							64	delay															1				255	255	255				null	1024	37	16																	1					1											1																																													32			so0	so0	so0						ml1547							ml1547				0
ml1547	1547		1	44	1	36																																																20	20			2				255	255	255				null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32			so0	so0	so0						ml1548							ml1548				0
ml1548	1548		19	44	15	36				100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	2				255	255	255			1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1																																													32			so2416	so0	so0			ml1549			ml1550				ml1549			ml1550				0
ml1549	1549		1		1					100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	11		6		255			1		1	expansion\FowCenter	1024	5	8								1		1							1			1									1	1			1																																													32			so0	so0	so0																	0
ml1550	1550		1	44	1	36																																																				170		2	4	255			1		1	expansion\FireSpikeExplode	1024	14	32					6			1									1					1	1		1								1								8																																					32			so4631	so0	so0						ml1551							ml1551				0
ml1551	1551		9	44	1	36																29	frames	50	fallrate	30	sliderate																															30				255	255	255			1	null	1024	8	32					6			1									1					1	1		1								1								8																																					32			so0	so0	so0						ml1552				ml1145			ml1552				0
ml1552	1552		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255			1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1561			ml1553				ml1561			ml1553				0
ml1553	1553		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255			1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1558			ml1555				ml1558			ml1555				0
ml1554	1554		1		1																																																					30				255	255	255				RadFieldAura	1024	30	16																							1		1								1																																													1			so0	so0	so0																	0
ml1555	1555		19		15					29	frequency to spam teh dmg	1	increment									29	frequency to spam teh dmg	1	increment																																	126		4	4	255			1		1	RadField	1024	10	16								1		1							1								1		1		1	1			1						4		8																																					1			so2349	so0	so0			ml1556							ml1556							0
ml1556	1556		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1			so0	so0	so0						ml1557							ml1557				0
ml1557	1557		1		1																																																	48	48			8				255	255	255			2	null	1024	2	16					3			1		1		1	4				1								1		1		1	1			1					sk86	4		8																																				80	16			so1428	so0	so0		ml1554															0
ml1558	1558		19		15					2	nova frequency	1	increment									2	nova frequency	1	increment																																	31				255	255	255	1			ExpArrowExplode	1024	2	16								1		1						-75	1								1		1		1	1			1						4		8																																					1			so2351	so0	so0			ml1559							ml1559							0
ml1559	1559		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1			so0	so0	so0						ml1560							ml1560				0
ml1560	1560		1	10	1		9																																											25	stun len (0 = skill)			30	30			16		2		255	178	64			1	ExpArrowExplode	1024	16	16					3			1				1	4				1								1		1		1	1		100	1					sk141	4		8																																				64	16			so429	so2419	so0																	0
ml1561	1561		19		15					1	frequency	19	increment									1	frequency	19	increment																																	25		5	2	255	178	64	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1563							ml1563							0
ml1562	1562		1	30																																						1	increment															40							1		2	null	1024	2	16						1		1			1																1						1																																													1			so0	so0	so0						ml1567							ml1567				0
ml1563	1563		9	18	1	14																24	frames	60	fallrate	2	sliderate							4	range (0 = skill)	2	baalbacons increment					5	# submissile1	3	# submissile3	15	# submissile4							2	2			25		4		255	64	64				ExpArrowExplode	1024	16	16								1			1						1					1					1			1			1					sk85	5	2	8																																					1			so0	so0	so958										ml1562	ml1566		ml1564	ml154			0
ml1564	1564		1		1					2	none																																															16		13		255	178	64				ExpArrowExplode	1024	16	16								1								-150	1						1		1				1	1			1						4		8																																					1			so764	so0	so0																	0
ml1565	1565		5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64			1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12								1						1								3	1																	fire	1	1	1	1	1	1	2	2	2	2	2	2						32	1		41	so2577	so0	so0																	0
ml1566	1566		1																																																							60									2	null	1024	2	16						1		1																			1						1								8																																					1			so0	so0	so0																	0
ml1567	1567		1		1																																																	30	30		-300	15		4		255	192	64	1			expansion\FireNova	1024	11	16		1	8	9	3		1	1				1	4				1																1																																													32			so2483	so813	so0																	0
ml1568	1568		1		1	6																												1202	monstats ID	1	summon mode																	2	2			1		6			255		1		2	null	1024	2	16	1				3				1	1	1						2					1					1				1		1								8																																					8			so1953	so0	so0		ml1430															0
ml1569	1569		1		1																																																	12	12			30										poisonNova	1024	30	16					3	1		1		1							1										1		1				1								1																		pois	100	100	100	100	100	100	1000	1000	1000	1000	1000	1000		100				80	32			so0	so0	so0																	0
ml1570	1570		1	25	1	20																												40	target seek range	1	missiles					40	target seek range	1	missiles									16	16			50		3		255			1		1	extra\spikefiendmamamissle	1024	1	16						1		1		1							1					1					1		1	1			1						4		8		128																																		10	32			so0	so0	so0						ml1571							ml1571				0
ml1571	1571		1		1																																																	24	24			40		3		255			1		1	extra\spikefiendmamamissle	1024	1	16					3	1		1		1							1				1						1		1	1			1						4		8		128																																		10	32			so0	so0	so0		ml1070															0
ml1572	1572		19	30	15	29				3	frequency	19	increment									3	frequency	19	increment									8	increment							8	increment											10	10			30		6		81	81	255	1		1	IceOrb	1024	16	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so2427	so0	so0			ml1573			ml1574				ml1573			ml1574				0
ml1573	1573		1		1																																																	18	18			25		4		81	81	255			1	IceBolt	1024	6	16					3	1		1		1							1										1		1	1			1						4		8																		cold	15	15	15	15	15	15	35	35	35	35	35	35		10					16			so0	so0	so0																	0
ml1574	1574		20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			25		4		81	81	255			1	IceBolt	1024	6	16					3	1		1		1							1										1		1	1			1						4		8																		cold	15	15	15	15	15	15	35	35	35	35	35	35		10					16			so0	so0	so0																	0
ml1575	1575		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0						ml1576							ml1576				0
ml1576	1576		1		1																																																	12	12			64		2		64	255	64				GreaterMummyBreath	1024	24	8					3			1		1							1										1		1	1			1						4		1																		pois	200	700	700	700	700	700	1500	1500	1500	1500	1500	1500		75					16			so2473	so0	so0																	0
ml1577	1577		19		15					1	frequency	19	increment									1	frequency	19	increment																																	10				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1578							ml1578							0
ml1578	1578		1		1																																																	20	20			40		1		212	212	255				expansion\shockwave	1024	7	8					3			1		1		1	4				1										1		1	1			1						4		8		64			1						1																									64	8			so2347	so0	so0																	0
ml1579	1579		1	25	1	20																													range (0=skill)	1	max (0 = skill)						range (0=skill)	1	max (0 = skill)													1				255	255	255	1			Arrow	1024	1	16						1		1		1							1				1	1					1		1	1				1					4		8																																				6	32			so259	so1893	so0						ml1580							ml1580				0
ml1580	1580		1		1		9																																											250	stun len (0 = skill)			24	24			80				255	255	255	1			Arrow	1024	1	16					3	1		1		1							1				1						1		1	1								sk750	4		8		192																																		6	32			so0	so0	so0		ml1070															0
ml1581	1581		1		1																																																	24	24			50				255	255	255	1			Arrow	1024	1	16					3	1		1		1							1				1						1		1	1								sk751	4		8		96																																		6	32			so309	so0	so0		ml1068															0
ml1582	1582		1	25	1	20																													range (0=skill)		max (0 = skill)						range (0=skill)		max (0 = skill)													1				255	255	255			2	null	1024	2	16						1		1		1												1					1		1	1			1						4																																						64	16			so0	so0	so0						ml1581							ml1581				0
ml1583	1583		1	30	1	29																												2	increment							2	increment															1				255	255	255			2	null	1024	2	16																						1					1		1	1			1						4		8																																					1			so2323	so0	so0						ml678							ml678				0
ml1584	1584		1		1																																																	24	24			20		7		128	128	255	1		1	blessedhammer	1024	6	16					3	1		1		1							1										1		1	1		100	1					sk753	4		8		96																																		2	32			so259	so1893	so0	ol54	ml328															0
ml1585	1585		1	30	1	29																												64	delay							64	delay															1				255	255	255				null	1024	37	16																	1					1											1																																													32			so0	so0	so0						ml1586							ml1586				0
ml1586	1586		1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			2				255	255	255				null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32			so0	so0	so0						ml1589							ml1589				0
ml1587	1587		1		1																																																					1				255	255	255			2	null	1024	2	16								1		1							1			1									1	1			1																																													32			so0	so0	so0																	0
ml1588	1588		1		1		9																																											75	stun len (0 = skill)			30	30		-300	16	4	2		64	65	255				ElecNovaB	1024	16	16					3					1		1	5				2				1						1		1	1		100	1						4		8		64																																		32	4			so0	so945	so0																	0
ml1589	1589		1	30	1	29																												1	increment							1	increment															1		2		64	255	64	1		2	null	1024	2	16								1		1							1					1											1						4		8																																					1			so0	so0	so0						ml1588							ml1588				0
ml1590	1590		1	1	1	1																												4	damage radius							3	explosions radius	1	explosions density													1				255	255	255	1		2	null	1024	2	16								1		1							1					1					1		1	1			1					sk807	5	2																			fire																			16			so0	so0	so0		ml42											ml265				0
ml1591	1591		1		1																																																	12	12			10				255	255	255			2	null	1024	2	16		1	1	2	3					1		1	5				2										1		1	1			1					sk760	4		8																																				32	4			so0	so0	so0																	0
ml1592	1592		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16								1		1							1					1											1						4		8																																					1			so0	so0	so0						ml1591							ml1591				0
ml1593	1593		1		1																																																	10	10			40	5			255	255	255	1		1	SpikeFiendMissle	1024	2	16					3	1		1		1		1	4				1				1						1		1	1									4		8		64																																		10	32			so0	so0	so0		ml1066															0
ml1594	1594		19		15				runeword:	1	frequency	9	increment									1	frequency	9	increment																																	16	1	3		64		255				IzualDeathParticles	1024	26	16		1	1	3				1		1							1					1																	4		8																																					1			so0	so0	so0			ml1593							ml1593							0
ml1595	1595		1		1																																																	24	24			75		3		212	212	255			1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	4				3										1		1	1		1	1						4		8		96																																		32	1			so2349	so0	so0																	0
ml1596	1596		1		1	6																												1120	monstats ID	1	summon mode																	2	2					13		255			1		2	null	1024	2	16					3				1	1	1						2					1					1				1		1								8																																					8			so1953	so1893	so0		ml42															0
ml1597	1597		19	1	15	1				100	frequency	19	increment									100	frequency	19	increment									64	increment							64	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1598							ml1598							0
ml1598	1598		19		15					1	frequency	17	1/64 direction delta									1	frequency	17	1/64 direction delta																																	4	1			255	255	255	1		2	null	1024	2	16								1		1							1					1											1								8																		fire																			32			so4610	so0	so0		ml42	ml1599							ml1599			ml265				0
ml1599	1599	1.B9 REDUCED DURATION	19	1	15	1				100	frequency	17	1/64 direction delta									100	frequency	17	1/64 direction delta									20	damage radius							10	explosions radius	1	explosions density													15		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7						1							2					1					1				1		1					sk407	5	2																			fire																			8			so0	so1893	so0		ml414	ml1600							ml1600							0
ml1600	1600		1		1	6																												1216	does stuff	1	does more stuff																	24	24			5				255	255	255				null	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so0	so0	so0																	0
ml1601	1601		1	30	1	29			thanks																									64	increment							64	increment															1				255	255	255				null	1024	37	16																	1					1											1																																													32			so0	so0	so0						ml1602							ml1602				0
ml1602	1602		1	25	1	20			brappy																									15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)													1				255	255	255				null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32			so0	so0	so0						ml1603							ml1603				0
ml1603	1603		19	25	15	20				999	frequency		1/64 direction delta									999	frequency		1/64 direction delta									15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)													1				255	255	255			1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1																																													32			so0	so813	so0						ml1605							ml1605				0
ml1604	1604	UNUSED	1		1					999	frequency		1/64 direction delta									999	frequency		1/64 direction delta																																	10		10		255					1	null	1024	8	16								1		1							1			1									1	1			1																																													32			so0	so0	so0																	0
ml1605	1605		1		1																																																	6	6			150		5		255			1		1	SpikeRight	1024	12	16					3			1		1		1	4				1										1		1	1								sk648	4		8																																					16			so2439	so1893	so0		ml1068															0
ml1606	1606		19		15					5	nova frequency	1	increment									5	nova frequency	1	increment																																	31	5			255	255	255	1		2	null	1024	2	16								1		1							1								1		1		1	1			1						4		8																																					1			so2351	so0	so0			ml1607							ml1607							0
ml1607	1607		1	30	1	29																												1	increment							1	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1			so0	so0	so0						ml1608							ml1608				0
ml1608	1608		1	10	1		9																																											25	stun len (0 = skill)			30	30			50		2		255	178	64				SoulForgeNova	1024	17	16					3			1				1	4				1								1		1		1	1		100	1					sk765	4		8																																				64	16			so429	so2419	so0																	0
ml1609	1609		1																																																							36				255	255	255				expansion\FireSpikeExplode	1024	14	16					1		1										1					1	1		1				1				1								8																																					1			so0	so2413	so0																	0
ml1610	1610		1		1	6																												1222	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1611	1611		1		1	6																												1219	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1612	1612		1		1	6																												1220	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1613	1613		1		1	6																												1221	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1614	1614		1		1	6																												1222	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1615	1615		1		1	6																												1223	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1616	1616		1		1	6																												1224	does stuff	1	does more stuff																					1		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so4610	so1893	so0		ml414															0
ml1617	1617		1	55	1	51																																																14	14			16				255	255	255				expansion\FireSpikes	1024	8	16										1												1	1		1				1	1			1								8																																					1			so0	so0	so0						ml1619							ml1619				0
ml1618	1618		50		28					2	damage freq (0 = look at skill)	50	radius (0 = look at skill)	2	start frame	128	end frame	30	lob			2	damage freq (0 = look at skill)	50	radius (0 = look at skill)	2	start frame	128	end frame	30	lob																											25	5	6	4	255	128	64			1	MeteorTargetIndicator	1024	17	16		1	1	18					1		1	1	10			-80	3	1	25								1			1		1	1						4		8																																					1			so2351	so0	so0		ml42	ml1617							ml1617							0
ml1619	1619		1	1	1	1																												3	damage radius							2	explosions radius	1	explosions density													100		4	4	255	128	64	1		1	expansion\FireSpikesGround	1024	8	16					3	1		1		1							1					1					1		1	1			1						5	2																			fire																			16			so0	so2419	so0		ml42											ml265				0
ml1620	1620		19	30	15	29				100	frequency	19	increment									100	frequency	19	increment									8	increment							8	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1614			ml1613				ml1614			ml1613				0
ml1621	1621		19	30	15	29				100	frequency	19	increment									100	frequency	19	increment									64	increment							64	increment															1				255	255	255	1		2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1			so0	so0	so0			ml1620			ml1618				ml1620			ml1618				0
ml1622	1622		19		15					1	frequency	19	increment									1	frequency	19	increment																																	3	1			255	255	255	1		2	null	1024	2	16								1		1							1					1											1						4		8																																					1			so0	so0	so0			ml1623							ml1623							0
ml1623	1623		1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									24	24			10		2				255	1			expansion\ProjectionMissile	1024	5	16						1		1		1							1					1					1		1	1			1						4		8																																					32			so259	so0	so0						ml1624							ml1624				0
ml1624	1624		1		1																																																	24	24			30		2				255	1			expansion\ProjectionMissile	1024	5	16					3	1		1		1							1										1		1	1			1					sk770	4		8																																				6	32			so0	so0	so0		ml982															0
ml1625	1625		1		1	29																												1	increment																							8				255	255	255			2	null	1024	2	16						1		1		1							2					1					1		1	1			1						4																																						64	16			so420	so0	so0						ml1626											0
ml1626	1626		1	10	1																																																	30	30		-300	16				255	255	255			2	null	1024	2	16					3			1		1		1	4				1										1		1	1			1					sk997	4		8																																					32			so0	so0	so0	ol36																0
ml1627	1627		1		1																																																	10	10			120		5		255	64	64	1		1	DiscoInferno	1024	10	16					3	1		1		1							1										1		1	1			1						4		8																		fire	200	200	200	200	200	200	600	600	600	600	600	600							16			so1890	so1893	so0																	0
ml1628	1628		1		1	6																												1226	monstats ID	1	summon mode																	2	2			1		6			255		1		2	null	1024	2	16	1				3				1	1	1						2					1					1				1		1								8																																					8			so1953	so0	so0		ml1430															0
ml1629	1629		19		15					15	frequency of arrow delay	1	increment									15	frequency of arrow delay	1	increment																																	126	25			255	255	255	1		2	TowerStanding	1024	1	16								1		1							1					1			1								1						4		8																																					1			so0	so0	so0		ml1078	ml1188							ml1188							0
ml1630	1630		19		1	1																1	frequency	17	increment									4	damage radius																			24	32		1000	50		3	2	255	178	64	1			FireArrowExplode2	1024	12	16		1	3	4	3	1		1		1							1										1		1	1			1					sk451	5	2																			fire																			16			so2416	so2419	so0		ml42								ml1633			ml265				0
ml1631	1631		19	1	15	1				100	frequency	17	1/64 direction delta									100	frequency	17	1/64 direction delta									10	damage radius							10	explosions radius	1	explosions density													25		3	1	255			1			expansion\FireSpikes	1024	8	16		1		7						1							2					1					1				1		1					sk407	5	2																			fire																			8			so0	so1893	so0		ml414	ml1632							ml1632							0
ml1632	1632		1		1	6																												1216	does stuff	1	does more stuff																					1				255	255	255				null	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			so0	so0	so0																	0
ml1633	1633		1																																																							12				255	178	64				FireArrowExplode2	1024	12	16	5					1		1									1						1		1					1			1						4		8																																					1			so0	so0	so0																	0
ml1634	1634		1	51	1				kat																																	18	bolts	1	random path									32	32			64		2		212	212	255			1	LightningJavelin	1024	5	16					3	1		1		1							1					1					1		1	1			1	1		1			4		8																		ltng	10	100	100	100	100	100	15	200	200	200	200	200							1			so259	so407	so0		ml822											ml822				0
ml1635	1635		1		1																																																	24	24			150		2		81	81	255	1		1	Icebolt	1024	6	16					3			1		1		1	4				1										1		1	1			1					sk798	4		8																																					16			so2427	so359	so0													ml88	ml89			0
ml1636	1636		19		1		4			4	Radius											1	frequency		increment																													18	18			40		3	4	64	64	255			1	ColdFuse	1024	12	4		1	9	10	3			1		1		1	5				1					1					1		1	1			1						4		8																		cold	40	40	40	40	40	40	60	60	60	60	60	60		50	5	5	5	64	16			so2424	so2430	so0										ml862							0
