skill	Id	charclass	skilldesc	* Laz / status	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	*Manaat30	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk629	629		sd434												ml1264											ln12																																																				so1253	so0			so0	so0	so0		so0		so0									ml1264													1	5		none												SC	SC	A1				1													1						so0			1	99													1							7	560		280	1																	100	target seek range		target seek range per level													1								4															cold	144	48	24	24	24	24	288	96	48	48	48	48	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	75								
sk630	630																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											140																																																																															
sk631	631		sd249		6	11												ml2342	ml2342	ml2342																																																									1	so0	so2278	1		so0	so0	so0		so0		so0					19					ml2342	ml2342	ml2342										1	5		h2h		h2h	nagi									A1	A1	A1				1		1	1								1								so0		(ulvl-18<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	18	99					sk328			1					1							7	100		50	1										1	spawn shockwave ?																						1								8	160														mag	5	5	5	5	5	5	5	5	5	5	5	5	(rand(0,99)<5+blvl*2)?(40*ulvl):(10*ulvl)									
sk632	632		sd472												ml845																																																															so2399	so0			so0	so0	so0		so0		so0	ol30								ml845													1	2		none												SC	SC	xx																	1						so2399			1	99													1							8	66		624	1																																	1								4															fire	80	8	4	4	4	4	240	24	12	12	12	12	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk633	633																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											351																			timer loss min		timer loss max																																																										
sk634	634		sd473												ml978																																																															so0	so0			so0	so0	so0		so0		so0									ml978													1	2		rng		miss										A1	A1	A1				1													1						so0			1	99												50	1							7	140		70	1																																	1								8	192														mag																						
sk635	635		sd474												ml872											ln12																																																				so0	so0			so0	so0	so0		so0		so0									ml872													1			rng		miss										A1	A1	A1				1													1						so0			24	99													1							7	140		70	1																	12	target seek range	2	target seek range per level													1								8	48														mag																						
sk636	636		sd475												ml1285							42371				clc2																																																				so1754	so0			so0	so0	so0		so0		so0									ml1285													1	1		rng		xbow										A1	A1	xx																	1						so1754			1	99													1										0	1										3	number of missiles	8+lvl	target seek range																				1								8	192														mag																						
sk637	637		sd476		57	121												ml515						st112																																																						so0	so0			so0	so0	so0		so0		so0																						1			h2h												A2	A2	A2				1		1	1								1		1						so0			1	99								1					1							7	160	8	196	1																																	1				1	2			4															mag	80	16	8	8	8	8	200	40	20	20	20	20	(((100+20*ulvl)*(100+(((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst5))+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100	125	15	15	15					
sk638	638																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											12250																																																																															
sk639	639																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0																																																																															
sk640	640					20																				ln56																																																				so4708	so0			so0	so0	so0		so0		so0	ol197				75																	1	10		none												SC	SC	xx				1	4												1						so4708	ol197		1	99																				7	840	42	1029	1										ln78	dmg %	1	min damage				4	screen shake magnitude	5	screen shake build	50	screen shake duration	15	screen shake fade	25	radius of effect		radius per level	75	damage		damage per level	1				1				8															mag																				6		
sk641	641					30																3		st158	750	25	is507	lvl	is428	lvl	is291	1																																														so0	so0			so0	so0	so0		so0		so0				18	30																	1	3		none												SC	SC	xx					4												1						so0			1	99																							0																																		1								8																																					
sk642	642		sd478												ml998																																																															so953	so0			so0	so0	so0		so0		so0									ml998													1	6		rng		miss										A1	A1	A1				1													1						so438			1	99													1							7	200		100	1																									6	targets							1								8	96														mag																						
sk643	643		sd479		6	11												ml959	ml959	ml959																																																										so0	so0			so0	so0	so0		so0		so0					19					ml959	ml959	ml959										1	5		h2h		mele										A1	A1	A1				1		1	1								1		1						so0			1	99								1					1							7	40		20	1										stat('is420'.accr)==(0?1:0)	proc ?																						1								8	64																																				
sk644	644	ama	sd480			124												ml1317	ml1317	ml1317			st77		(ln56*(100+stat('is409'.accr)))/100	8	is136	par7+(blvl-1)*par8																																																		so4758	so0			so0	so0	so0		so0		so0						92					ml1317			25		25		15				1			none												SC	SC	xx																	1						so0		(ulvl>89)?((stat('is474'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99								1					1							7	1600		800	1	1									1	number of targets												50	delay between attacks	750	duration	250	duration per level	5	crushing blow bonus	2	crushing blow bonus per level	1								8	102																																				
sk645	645	ass	sd481			22												ml2465						st56																																																						so4877	so4879	1		so0	so0	so0		so0		so0	ol332				25					ml2465				par1	velocity adder							1			none												SC	SC	xx				1													1						so0		(ulvl>89)?((stat('is474'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99												max(400-blvl*25,5)							200	7	1000	-20	250	1										par1	velocity adder							velocity per level	99	player level + skill level + this	5	flee distance		flee distance per level	100	flee duration	10	flee duration per level					1								8																													20	2	2	2					
sk646	646	bar	sd482			124												ml1585	ml1585	ml1585			st217		(ln56*(100+stat('is409'.accr)))/100	1	is66	ln12	is50	edmn	is51	edmx																																														so4723	so2443			so0	so0	so0		so0		so0	ol186					92					ml1585			25		25		15				1			none												SC	SC	xx																	1						so2443	ol186	(ulvl>89)?((stat('is474'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99								1					1							7	666		333	1	1																25	stun length	5	stun length per level			375	delay between attacks	7500	duration	750	duration per level					1								8	64														ltng	1						100	100	150	200	250	300										
sk647	647		sd562												ml1330																																																															so2399	so0			so0	so0	so0		so0		so0	ol420								ml1330													1	2		none												SC	SC	xx																	1						so2399	ol420		65526	99								1				max(ln12,0)	1						100	7	800	-20	110	1																	50	timer	-5	timer loss per level													1								8																																					
sk648	648	nec	sd484			124												ml2404	ml2404	ml2404			st163		(par5*(100+stat('is409'.accr)))/100	1																																																				so4723	so2443			so0	so0	so0		so0		so0	ol78					92					ml2404			25		25		15				1			none												SC	SC	xx																	1						so2443	ol78	(ulvl>89)?((stat('is474'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99								1					1							7	2626		1313	1	1									1	number of missiles												15	delay between attacks	7500	duration							1																							pois	2080	208	104	104	104	104	3520	352	176	176	176	176	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is431'.accr)				
sk649	649	pal	sd485																																												st71		is433	1	is34	edmx	is36	min(par1+(blvl-1)*par2,50)	is492	((220*lvl)*(par4-par3))/(100*(lvl+50))+par3	is502	blvl																				so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1																			so0		(ulvl>89)?((stat('is474'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99								1															0	1						1											10	damage resist	2	damage resist per level	11	faster healing potions min	110	faster healing potions max									1								8																						25	3	4	5	6	7										
sk650	650		sd696			25																			(par1*(100+stat('is409'.accr)))/100		is105	min(ln56,par3)	is67	min(ln78,par4)																																																so476	so0			so0	so0	so0		so0		so0	ol362																					1	4		none												SC	SC	xx												1	1				1			1			so476	ol362		1	99								1												8	2000		2000	1	1																1500	duration			60	cast rate % cap	50	velocity % cap	20	cast rate %	4	cast rate % per level	20	velocity %	3	velocity % per level	1								8																																		1			
sk651	651					30																3		st25	750	25	is507	992+lvl																																																		so0	so0			so0	so0	so0		so0		so0				18	30																	1	3		none												SC	SC	xx					4												1						so0			1	99																							0																																		1								8																																					
sk652	652		sd487			119																					is39	min(dm12,75)+min(stat('is487'.accr),75)	is43	min(dm12,75)+min(stat('is487'.accr),75)	is41	min(dm12,75)+min(stat('is487'.accr),75)	is45	min(dm12,75)+min(stat('is487'.accr),75)	is25	(stat('is470'.accr)*(100-stat('is379'.accr)))/100	is366	1*lvl											is7	((ln34*256)*(100+ulvl/2))/100											ms1082	pt37	1	NU														so2369	so0			so0	so0	so0		so0		so0	ol330																					1			none												SC	SC	xx					4												1						so2369			1	99								1					1							7	160	8	196	1	1									(stat('is444'.accr)*(100-stat('is379'.accr)))/100	hp%	ulvl	pet lvl					resist all min	200	resist all max	999	hit points	100	hit points per level									1								8																						11	6	6	6	6	6										
sk653	653					20																34691				par5																																																				so0	so0			so0	so0	so0		so0		so0	ol197																					1	10		h2h												A2	A2	xx				1	4												1						so0	ol197		1	99																							0	1										par7	damage %	0	min damage												6	radius of effect			1	damage			1				1				8															mag																				6		
sk654	654		sd584			18																	st247		25		is39	-1000	is43	-1000	is41	-1000	is45	-1000	is36	-1000																																										so2444	so0			so0	so0	so0		so0		so0	ol337																					1	4		none												SC	SC	xx																	1						so2444	ol337		1	99																							0	1																																	1								8																																					
sk655	655					18									ml1336								st230		50		is39	-1000	is43	-1000	is41	-1000	is45	-1000	is36	-1000	is181	3																																								so0	so0			so0	so0	so0		so0		so0									ml1336													1	2		rng		tkni										TH	TH	xx				1													1						so0			1	99													1										0	1																	125	vulnerability duration	-5	vulnerability duration per level		physical resist penalty	2	physical resist penalty per level									1								8	96																																				
sk656	656														ml1340																																																															so2399	so0			so0	so0	so0		so0		so0	ol420								ml1340													1	2		none												SC	SC	xx																	1						so2399	ol420		1	99													1										0	1																																	1								8																																					
sk657	657					25																	st144		(ln12*(100+stat('is409'.accr)))/100		is110	100	is52	ln34/2	is53	ln34	is338	150	is339	150	is340	150																																							1	so2297	so0			so0	so0	so0		so0		so0	ol78																					1	4		rng												SC	SC	xx												1	1				1			1			so2297			1	99																							0	1	1																125	duration			15000	magic min	5000	magic min per level									1								8																																					
sk658	658				6	11												ml986	ml986	ml986																																																										so0	so0			so0	so0	so0		so0		so0					19					ml986	ml986	ml986										1	5		h2h		mele										A1	A1	A1				1		1	1								1		1						so0			1	99													1							7	12	6	93	1										1	spawn shockwave ?																						1								8	224																																				
sk659	659																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0																																																																															
sk660	660	sor	sd486			17												ml2636	ml2636	ml2636		73731	st13	st13	(ln12*(100+stat('is409'.accr)))/100		is25	-33	is105	-1*(10+5*(blvl-1))																																																so0	so0			so0	so0	so0		so0		so0	ol337				23					ml2636												1	1		none												SC	SC	xx				1													1						so0		(ulvl>89)?((stat('is474'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99													1							8	2500		0	1										30	number of missiles	0	activation frame				75	duration	15	duration per level													1								8																																					
sk661	661					65																73731	st30	st30		12	is25	ln12	is105	ln34	is171	par5+stat('is438'.accr)*par6																	is25	10																												so0	so0			so0	so0	so0		so0		so0																						1	6		none														xx																							so0			1	99																							0	1	1	1		10													40	dmg %	10	dmg % per level	20	fcr	5	fcr per level	40	armor %	15	armor % per level					1								8																																					
sk662	662					66																42371	st243	st243		40	is68	-1*ln12	is25	-25	is448	1																																														so0	so0			so0	so0	so0		so0		so0																						1	6		none														xx																							so0			1	99																							0	1	1	1		50													20	attack rate penalty	1	attack rate penalty per level													1								8																																					
sk663	663		sd291												ml2022																																																															so2346	so0			so0	so0	so0		so0		so0									ml2022													1	2		none												A1	A1	xx				1													1						so2346			1	99													1							7	40	4	78	1																	50	stun duration	5	stun duration per level													1								8	192																																				
sk664	664		sd700			8												ml2023																																																												so0	so0			so0	so0	so0		so0		so0					17					ml2023	ml2023											1	1		none												A1	A1	xx				1													1						so0			1	99												min(lvl*par3,50)	1							7	140	14	273	1										ln56	number of missiles	0	activation frame				25	stun duration		stun duration per level	10	timer per level			2	missiles	1	missiles per level					1								8	192																																				
sk665	665														ml820							42371																																																								so0	so0			so0	so0	so0		so0		so0									ml820													1	2		none												A1	A1	xx				1													1						so0			1	99													1							7	100	10	195	1										ln56	number of missiles														4	targets	2	targets per level					1								8	160														mag																						
sk666	666		sd488		6	11												ml1335	ml1335	ml1335							is39	min(dm12,75)+min(stat('is487'.accr),75)	is43	min(dm12,75)+min(stat('is487'.accr),75)	is41	min(dm12,75)+min(stat('is487'.accr),75)	is45	min(dm12,75)+min(stat('is487'.accr),75)	is37	min(dm12,75)+min(stat('is487'.accr),75)																									ms1108	pt33	1	NU														so0	so2247	1		so0	so0	so0		so0		so0					19					ml1335	ml1335	ml1335										1	5		h2h		spea			jave							A1	A1	A1				1	4	1	1								1		1						so0			1	99								1					1						4	7	204	-4	44	1										par7+(lvl-1)/par8	number of minions spawned																		1	targets	3	levels per target	1								8	128														mag																						
sk667	667																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											156																			duration min		duration max		thorns %		thorns % per level																																																						
sk668	668		sd490			119																					is39	min(dm12,75)+min(stat('is487'.accr),75)	is43	min(dm12,75)+min(stat('is487'.accr),75)	is41	min(dm12,75)+min(stat('is487'.accr),75)	is45	min(dm12,75)+min(stat('is487'.accr),75)	is37	min(dm12,75)+min(stat('is487'.accr),75)	is25	(stat('is470'.accr)*(100-stat('is379'.accr)))/100											is7	((ln34*256)*(100+ulvl/2))/100	is119	stat('is500'.accr)	is111	min(edmx,2000)							ms1041	pt35	lvl	NU	sk622	lvl												so2378	so0			so0	so0	so0		so0		so0	ol319																					1			none												SC	SC	xx					4												1						so2378			1	99								1												7	100	10	936	1	1									(stat('is444'.accr)*(100-stat('is379'.accr)))/100	hp%	ulvl	pet lvl					resist all min	200	resist all max	499	hit points	100	hit points per level									1								8																						99	20	20	20	20	20										
sk669	669		sd491			68												ml869					st70	st70	(ln78*(100+stat('is409'.accr)))/100		is128	edmx																																																		so368	so0			so0	so0	so0		so0		so0					25																	1	9		none												SC	SC	xx																	1						so368			65526	99								1												7	260	26	507	1	1																												1500	duration	750	duration per level	1								4																						400	40	20	20	20	20	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is330'.accr)))/10000-100									
sk670	670		sd492			119																					is39	min(dm12,75)+min(stat('is487'.accr),75)	is43	min(dm12,75)+min(stat('is487'.accr),75)	is41	min(dm12,75)+min(stat('is487'.accr),75)	is45	min(dm12,75)+min(stat('is487'.accr),75)	is25	(stat('is470'.accr)*(100-stat('is379'.accr)))/100													is7	((ln34*256)*(100+ulvl/2))/100	is119	(((lvl-1)*50)*(100+stat('is500'.accr)))/100	is111	min(edmx,2000)	is66	125					ms987	pt26	1	NU	sk298	lvl	sk149	stat('is451'.accr)										so1294	so0			so0	so0	so0		so0		so0	ol488																					1			none												SC	SC	xx					4																		so1294			1	99								1												7	680	68	1326	1	1									(stat('is444'.accr)*(100-stat('is379'.accr)))/100	hp%	ulvl	pet lvl					resist all min	200	resist all max	624	hit points	125	hit points per level									1								8																						199	40	40	40	40	40										
sk671	671																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											819												hp%		pet lvl					life bonus		life bonus per level		all stats		all stats per level																																																						
sk672	672		sd494			25																	st241		(ln12*(100+stat('is409'.accr)))/100		is413	dm34																																																		so2245	so0			so0	so0	so0		so0		so0	ol191																					1	4		none												SC	SC	xx												1	1				1			1			so2245			1	99								1												7	260	26	507	1	1																7500	duration	250	duration per level	18	vit % to healing potions min	86	vit % to healing potions max									1								8																																					
sk673	673		sd495			25																	st242		(ln12*(100+stat('is409'.accr)))/100		is414	dm34																																																		so2245	so0			so0	so0	so0		so0		so0	ol191																					1	4		none												SC	SC	xx												1	1				1			1			so2245			1	99								1												7	520	52	1014	1	1																7500	duration	250	duration per level	18	enr % to mana potions min	86	enr % to mana potions max									1								8																																					
sk674	674														ml1202																																																															so2398	so0			so0	so0	so0		so0		so0	ol34								ml1202													1	2		none												SC	SC	xx																	1						so2398			1	99																							0	1																																	1								4															ltng	8						16	8	4	4	4	4	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk675	675														ml1369																																																															so2399	so0			so0	so0	so0		so0		so0	ol194								ml1369													1	6		none												SC	SC	xx																	1						so2399	ol194		1	99																							0	1																																	1								4															fire	72						112						(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+25*stat('is466'.accr)))/10000-100									
sk676	676		sd497		6	11												ml1251	ml1251	ml1251						ln56																																																				so0	so0			so0	so0	so0		so0		so0					19					ml1251	ml1251	ml1251										1	5		h2h		mele										A1	A1	A1				1		1	1								1		1						so0			1	99								1					1							7	100	10	195	1										stat('is420'.accr)==(0?0:1)	spawn shockwave ?						10	stun duration	5	stun duration per level					15	range	3	range per level					1								8	192																																				
sk677	677																																																	(((skill('sk426'.blvl)+skill('sk427'.blvl))+skill('sk428'.blvl))+skill('sk429'.blvl))+skill('sk430'.blvl)		(((skill('sk436'.blvl)+skill('sk437'.blvl))+skill('sk438'.blvl))+skill('sk439'.blvl))+skill('sk440'.blvl)		(((skill('sk431'.blvl)+skill('sk432'.blvl))+skill('sk433'.blvl))+skill('sk434'.blvl))+skill('sk450'.blvl)		(((skill('sk441'.blvl)+skill('sk443'.blvl))+skill('sk442'.blvl))+skill('sk444'.blvl))+skill('sk445'.blvl)		(((skill('sk358'.blvl)+skill('sk359'.blvl))+skill('sk360'.blvl))+skill('sk356'.blvl))+skill('sk357'.blvl)																				so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx																							so0			1	99								1															0	1						1																											1								8																																					
sk678	678														ml1363																																																															so2399	so0			so0	so0	so0		so0		so0	ol333								ml1363													1	4		none												SC	SC	xx																	1						so2399	ol333		1	99													1										0	1																							1	synergy									1								4		24	4	2	2	2	2	96	16	8	8	8	8	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100																							
sk679	679																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0																			duration loss min		duration loss max				timer base		timer min				timer		timer loss per level																																														
sk680	680		sd498												ml1055																																																															so2398	so0			so0	so0	so0		so0		so0	ol408								ml1055													1	6		none												SC	SC	xx																	1						so2398			1	99													1							7	340	34	663	1																							1	synergy									1								4															ltng	16						80	8	4	4	4	4	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk681	681		sd722			80												ml2077			ol483	42375	st250	st250	((ln12+stat('is412'.accr)*75)*((100+stat('is399'.accr))+stat('is409'.accr)))/100	20	is119	-100																																																		so2399	so0			so0	so0	so0		so0		so0	ol319				36					ml2077												1	2		none												SC	SC	xx					4			1							1		1			4			so2399			1	99													1							7	10	5	0	1										1	number of missiles		activation frame				75		10			activation frame	1										1								4		48	24	12	12	12	12	56	28	14	14	14	14	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100																					30		
sk682	682		sd723			28												ml2553	ml2553	ml2553																																																										so2363	so0			so0	so0	so0		so0		so0	ol330				28					ml2553												1	2		none												SC	SC	xx					4				1								1						so2363			1	99																				7	24	6	0	1											number of missiles		activation frame									activation frame	1										1																							fire	40	10	5	5	5	5	80	20	10	10	10	10	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk683	683		sd518			8												ml1301																																																												so2367	so0			so0	so0	so0		so0		so0					17					ml1301	ml1301											1	4		none												SC	SC	xx																	1						so2367			1	99													1						30	7	600	-40	-280	1										1+stat('is302'.accr)	number of missiles																						1								8																																					
sk684	684		sd575		6	11												ml2515	ml2515	ml2515																																																									1	so0	so0		1	so0	so0	so0		so0		so0					19					ml2515	ml2515	ml2515										1	5		h2h		mele										A1	A1	A1				1		1	1								1		1						so0			1	99								1					1										0	1										1	spawn shockwave ?																						1								8	255																																				
sk685	685		sd499			25																	st181		(ln12*(100+stat('is409'.accr)))/100		is27	ln78																																																		so0	so2308			so0	so0	so0		so0		so0	ol311																					1			none												SC	SC	NU				1								1	1				1			1			so0			1	99								1												7	60	6	117	1	1																5000	duration	2500	duration per level									50	mana regen	10	mana regen per level	1								8																																					
sk686	686					68												ml869							par1		is333	stat('is417'.accr)	is335	stat('is417'.accr)	is334	stat('is417'.accr)	is336	stat('is417'.accr)	is27	400																																										so0	so2308			so0	so0	so0		so0		so0	ol311				25					ml1389												1	9		none												SC	SC	xx				1													1						so2308			1	99								1															0	1	1																250	duration		duration per level													1								8																																					
sk687	687		sd500			68												ml791					st195	st195	((par8+(lvl-1)*25)*(100+stat('is409'.accr)))/100		is25	dm12	is68	((220*lvl)*(par4-par3))/(100*(lvl+50))+par3	is136	25	is52	edmn	is53	edmx																																										so1754	so0			so0	so0	so0		so0		so0					25					ml791												1	9		none												SC	SC	xx				1													1						so1754			1	99								1												7			0	1	1																5	dmg % bonus min	50	dmg % bonus max	9	ias bonus min	50	ias bonus max							500	duration	1								8																10	10	20	30	40	50	15	15	25	35	45	55										
sk688	688		sd501		39	2																	st197		min((dm78*(100+stat('is409'.accr)))/100,par3)		is34	50000	is35	50000	is67	ln12	is153	1																																												so2232	so0	1		so0	so0	so0		so0		so0																						1	4		h2h		mele										A1	A1	A1				1		1	1								1		1						so2232			1	99								1				250	1							7	80	8	156	1												min(((((220*lvl)*(par8-par7))/(100*(lvl+50))+par7)*(100+stat('is409'.accr)))/100,par3)	duration				40	velocity	20	velocity per level	150	duration cap							25	duration min	75	duration max	1								8	128																																				
sk689	689		sd502		39	2																	st248		(dm78*(100+stat('is409'.accr)))/100		is66	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1																																																		so938	so0	1		so0	so0	so0		so0		so0																						1			h2h		mele										A1	A1	A1				1		1	1								1		1						so938			1	99								1					1							7	10		234	1												(dm78*(100+stat('is409'.accr)))/100	duration				50	stun duration min	200	stun duration max									125	duration min	500	duration max	1								8	128																																				
sk690	690		sd503			9																	st198		(dm78*(100+stat('is409'.accr)))/100		is36	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1	is171	ln34																																																so0	so2505		1	so0	so0	so0		so0		so0					39																	1	3		h2h	3	mele					mele					SQ	A1	xx	11			1		1	1								1		1						so0			1	99								1					1							7	60		117											ln56	dmg %						4	damage reduction min	40	damage reduction max	25	armor %	10	armor % per level	25	dmg %	5	dmg % per level	75	duration min	250	duration max	1								8	128														mag																						
sk691	691		sd504		6	11												ml1077	ml1077	ml1077																																																										so0	so0			so0	so0	so0		so0		so0					19					ml1077	ml1077	ml1077										1	5		h2h		mele										A1	A1	A1				1		1	1								1		1						so0			1	99								1					1							7	20		39	1										1	proc ?																						1								8	128																																				
sk692	692																											((100+20*ulvl)*(100+((260*(stat('is0'.accr)+10))/(stat('is0'.accr)+250)+skill('sk692'.pst2))))/100-100																						((skill('sk316'.blvl)+skill('sk317'.blvl))+skill('sk318'.blvl))+skill('sk320'.blvl)		min((stat('is0'.accr)*stat('is278'.accr))/15000+(stat('is1'.accr)*stat('is485'.accr))/15000,200)		((skill('sk381'.blvl)+skill('sk382'.blvl))+skill('sk383'.blvl))+skill('sk385'.blvl)		(stat('is6'.accr)*3>stat('is7'.accr))?0:min(skill('sk315'.blvl)*10,350)		max((stat('is6'.accr)*10)/(stat('is7'.accr)*9),0)*(skill('sk620'.lvl)*5)+((stat('is420'.accr)>0)?(5*skill('sk466'.lvl)):0)																				so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx																							so0			1	99								1															0	1						1																											1								8																																					
sk693	693		sd505												ml1154																																																															so0	so0			so0	so0	so0		so0		so0									ml1154													1	2		rng		jave										TH	TH	xx				1													1						so0			1	99													1							7	40	4	78	1																	50	stun duration	5	stun duration per level													1								8	255																																				
sk694	694		sd506												ml792																																																															so1754	so0			so0	so0	so0		so0		so0	ol301								ml792													1	2		none												SC	SC	xx																	1						so1754	ol301		1	99												280-dm12	1							7	60	6	117	1																		timer loss min	200	timer loss max													1	750							8		100	2	2	2	2	2	150	2	2	2	2	2	min((stat('is7'.accr)-stat('is6'.accr))/256,25000)-100	life	50						100															
sk695	695		sd507												ml1137																																																															so0	so0			so0	so0	so0		so0		so0									ml1137													1	2		rng		tkni										TH	TH	xx				1													1						so0			1	99													1							7	280	28	546	1																																	1								8	128														mag	50000						50000															
sk696	696																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											341																			min duration		max duration		duration cap				timer min																																																				
