Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
ms767	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					3	255	128		xxx 	xxx 	1			NU		0
ms768	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					3	255	128		xxx 	xxx 	1			NU		0
ms769	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					3	255	178	64	xxx 	xxx 	1			NU		0
ms770	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					3	212	212	255	xxx 	xxx 	1			NU		0
ms771	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					3	255	128		xxx 	xxx 	1			NU		0
ms772	3	3	96	3	3			hth 	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1	7	255	90		xxx 	xxx 	40	10	11	NU		0
ms773	3	3	96	3	3			hth 	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1	7	255	90		xxx 	xxx 	40	10	11	NU		0
ms774	3	3	96	3	3			hth 	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1	7	255	90		xxx 	xxx 	40	10	11	NU		0
ms775	2	3	96	2	2			hth 	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	64	64	xxx 	xxx 	1			NU		0
ms776	2	3	96	2	2			hth 	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	255	255	xxx 	xxx 	1			NU		0
ms777	2	3	96	2	2			hth 	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	64	255	xxx 	xxx 	1			NU		0
ms778	2	3	96	2	2			hth 	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	64	255	xxx 	xxx 	1			NU		0
ms779	2	3	96	2	2			hth 	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	255	64	xxx 	xxx 	1			NU		0
ms780	3	3	112	3	3		3	hth 	12	lit	lit	lit	lit	lit				lit	lit	lit	lit					1	1	1	1	1				1	1	1	1					9	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1			2	8	255			xxx 	xxx 	1			NU		0
ms781	3	3	64	3	3			hth 	3		lit																1															2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	4	255		192	xxx 	xxx 	1			NU		0
ms782	3	3	64	3	3			hth 	3		lit																1															2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	4	255		192	xxx 	xxx 	1			NU		0
ms783	3	3	64	3	3			hth 	3		lit																1															2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	4	255		192	xxx 	xxx 	1			NU		0
ms784	3	3	64	3	3			hth 	3		lit																1															2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	4	255		192	xxx 	xxx 	1			NU		0
ms785	3	3	64	3	3			hth 	3		lit																1															2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	4	255		192	xxx 	xxx 	1			NU		0
ms786	2	2	64	3	3			hth 	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1	3	255	178		xxx 	xxx 	1			NU		0
ms787	2	2	64	3	3			hth 	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1	3	255	178		xxx 	xxx 	1			NU		0
ms788	2	2	64	3	3			hth 	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1	3	255	178		xxx 	xxx 	1			NU		0
ms789	2	2	64	3	3			hth 	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1	3	255	178		xxx 	xxx 	1			NU		0
ms790	2	2	64	3	3			hth 	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1	3	255	178		xxx 	xxx 	1			NU		0
ms791	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1	2	255	64		xxx 	xxx 	1			NU		0
ms792	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1	2	255	64		xxx 	xxx 	1			NU		0
ms793	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1	2	255	64		xxx 	xxx 	1			NU		0
ms794	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1	2	255	64		xxx 	xxx 	1			NU		0
ms795	3	2	144	2	2		2	fgt 	3	col	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp							1	1		1	1		1		1	1							7	1	1	1	1	1		1				1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255			xxx 	xxx 	1			NU		0
ms796	3	2	144	2	2		2	fgt 	3	col	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp							1	1		1	1		1		1	1							7	1	1	1	1	1		1				1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255			xxx 	xxx 	1			NU		0
ms797	3	2	144	2	2		2	hth 	3	hrn	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp	"pos,fir,col,unh"						1	1		1	1		1		1	1	1						8	1	1	1	1	1				1		1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255			xxx 	xxx 	1			NU		0
ms798	3	2	144	2	2		2	hth 	3	hod	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp	"pos,fir,col,unh"						1	1		1	1		1		1	1	1						8	1	1	1	1	1				1		1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255			xxx 	xxx 	1			NU		0
ms799	3	2	144	2	2		2	hth 	3	hrn	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp	"pos,fir,col,unh"						1	1		1	1		1		1	1	1						8	1	1	1	1	1				1		1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			8	255			xxx 	xxx 	1			NU		0
ms800	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1			5		255		xxx 	xxx 	1			NU		0
ms801	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1			5		255		xxx 	xxx 	1			NU		0
ms802	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1			5		255		xxx 	xxx 	1			NU		0
ms803	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1			5		255		xxx 	xxx 	1			NU		0
ms804	3	2	80	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	3	64	255	64	xxx 	xxx 	1			NU		0
ms805	3	2	80	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	3	255	178	64	xxx 	xxx 	1			NU		0
ms806	3	2	80	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	3	64	255	64	xxx 	xxx 	1			NU		0
ms807	3	2	80	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	3	81	81	255	xxx 	xxx 	1			NU		0
ms808	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	212	212	255	xxx 	xxx 	1			NU		0
ms809	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	212	212	255	xxx 	xxx 	1			NU		0
ms810	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	212	212	255	xxx 	xxx 	1			NU		0
ms811	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	212	212	255	xxx 	xxx 	1			NU		0
ms812	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														3	255	255	255	xxx 	xxx 	1			NU		0
ms813	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														3	255	128	64	xxx 	xxx 	1			NU		0
ms814	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														3	255		255	xxx 	xxx 	1			NU		0
ms815	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														3	212	212	255	xxx 	xxx 	1			NU		0
ms816	3	2	96	2	2			hth 	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255	xxx 	xxx 	1			NU		0
ms817	3	2	96	2	2			hth 	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255	xxx 	xxx 	1			NU		0
ms818	3	2	96	2	2			hth 	3		lit							lit									1							1		1						3	1			1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2		255	255	255	xxx 	xxx 	1			NU		0
ms819	3	2	96	2	2			hth 	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255	xxx 	xxx 	1			NU		0
ms820	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2	2	105	190	255	xxx 	xxx 	1			NU		0
ms821	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2	2	105	190	255	xxx 	xxx 	1			NU		0
ms822	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1			1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255	xxx 	xxx 	1			NU		0
ms823	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2	2	105	190	255	xxx 	xxx 	1			NU		0
ms824	3	2	96	2	2			2hs 	3		lit				whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	4	255			xxx 	xxx 	1			NU		0
ms825	3	2	96	2	2			bow 	3	hvy	hvy	hvy	hvy	hvy	lit	"lbb,lbw,sbb,sbw"		hvy	hvy	hvy						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1	4			255	xxx 	xxx 	1			NU		0
ms826	3	2	96	2	2			hth 	3		lit																1															1	1			1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														4	255			xxx 	xxx 	1			NU		0
ms827	1	1	64	2	2			hth 	3		lit				"ssd,clb,axe"		"nil,sml,buc"	"lit,med"	lit						lit		1				1		1	1	1						1	6	1	1	1	1	1	1	1		1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1		1	1	1	4	255			xxx 	xxx 	1			S1		0
ms828	3	1	112	2	2			hth 	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2	4		255		xxx 	xxx 	1			NU		0
ms829	3	1	96	2	2			hth 	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1			2	1	4		255		xxx 	xxx 	1			NU		0
ms830	3	2	96	2	2			1hs 	3	ghm	hvy				lsd	lsd		med	med							1	1				1	1		1	1							6	1	1	1		1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	4	255	64		xxx 	xxx 	1			NU		0
ms831	1	1	128					hth 	3		lit							lit									1															1		1							1	1							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1												1							1		1			4	255			xxx 	xxx 	1			NU		0
ms832	3	1	96	2	2			hth 	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1								2	1	4	192	255	192	xxx 	xxx 	1			NU		0
ms833	3	2	96	2	2		2	hth 	3		lit				"hal,pax,btx"												1				1											2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		4			255	xxx 	xxx 	1			NU		0
ms834	3	2	96	2	2		2	hth 	3		lit				"hal,pax,btx"												1				1											2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		4		255		xxx 	xxx 	1			NU		0
ms835	3	2	96	2	2		2	hth 	3		lit				"hal,pax,btx"												1				1											2	1			1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1			2			255	255	255	xxx 	xxx 	1			NU		0
ms836	3	2	96	2	2		2	hth 	3		lit				"hal,pax,btx"												1				1											2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		4	255	255		xxx 	xxx 	1			NU		0
ms837	3	2	96	2	2		2	hth 	3		lit				"hal,pax,btx"												1				1											2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		4	255			xxx 	xxx 	1			NU		0
ms838	3	3	112	3	3		3	hth 	12		lit																1															1	1	1	1	1	1	1		1	1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1			2	4	255	255		xxx 	xxx 	1			NU		0
ms839	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1	1	2	4	255			xxx 	xxx 	1			NU		0
ms840	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1	1	2	4			255	xxx 	xxx 	1			NU		0
ms841	3	2	96	2	2			1hs 	3	lit	lit				lsd		buc									1	1				1		1									4	1	1	1	1	1			1					1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1	2	2	4	255			xxx 	xxx 	1			NU		0
ms842	3	2	96	2	2			1hs 	3	lit	lit				lsd		buc									1	1				1		1									4	1	1	1	1	1			1					1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	4	255			xxx 	xxx 	1			NU		0
ms843	3	2	96	2	2		2	hth 	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9	1	1	1	1	1								1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2		4		255		xxx 	xxx 	1			NU		0
ms844	3	3	128	3	3			hth 	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1					1								1	1	1					4	255		255	xxx 	xxx 	1			NU		0
ms845	3	2	96	2	2		1	hth 	3	nil	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1					1		1	1	2	4	105	190	255	xxx 	xxx 	1			NU		0
ms846	3	2	96	2	2			hth 	3		lit																1															1	1	1	1		1								1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	4	255			xxx 	xxx 	1			NU		0
ms847		1	96					hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1								1					1						255	255	255	xxx 	xxx 	1			NU		0
ms848	3	2	96	2	2		3	hth 	3		lit							lit	lit								1								1							2	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1				1	1					1	1		1	1	4	255			xxx 	xxx 	1			NU		0
ms849	3	2	96	2	2		3	hth 	3		lit							lit	lit								1								1							2	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1		1	1	4	255	178	64	xxx 	xxx 	1			NU		0
ms850	4	3	128	1	1			hth 	3		lit							lit									1							1								2	1	1			1												1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1					1										1		1			3	255		255	xxx 	xxx 	1			NU		0
ms851	1	1	32	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1			1					1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1			1	1	4	64	255	64	xxx 	xxx 	1			NU		0
ms852	3	3	96	2	2		2	hth 	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1					1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	4	255	178	64	xxx 	xxx 	1	10	11	NU		0
ms853	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1									1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														4	255			xxx 	xxx 	1			NU		0
ms854	3	2	96	2	2		1	hth 	3		lit																1							1								2	1	1	1	1	1			1							1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1					1					1					1	1				4	255		255	xxx 	xxx 	1			NU		0
ms855	3	2	96	2	2		3	hth 	3		lit							lit	lit								1							1	1							3	1	1	1	1	1	1	1						1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1		1	1	4	255			xxx 	xxx 	1			NU		0
ms856	3	2	96	2	2		3	hth 	3		lit							lit	lit								1								1							2	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1		1	1	4	255	255		xxx 	xxx 	1			NU		0
ms857	3	2	96	2	2		3	hth 	3		lit							lit	lit								1								1							2	1	1	1	1	1	1			1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1		1	1	4			255	xxx 	xxx 	1			NU		0
ms858	3	2	96	2	2			hth 	3																		1							1								2	1	1	1	1	1								1	1	1	1	4	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1					1					1				1	4	255	255		xxx 	xxx 	1			NU		0
ms859	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1					1					1					1	1				4	128	128	255	xxx 	xxx 	1			NU		0
ms860	3	2	112	3	3			hth 	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1					1	1	1		2	4	255		255	xxx 	xxx 	1			NU		0
ms861	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			1	4	255			xxx 	xxx 	1			NU		0
ms862	3	2	80	2	2			1hs 	3	lit	lit	lit	lit	lit	"axe,clb,fla,flc,hax,lsd,mac,scm,ssd,whm,sbr"		"nil,buc,lrg,kit"	lit	lit	lit						1	1	1	1	1	1		1	1	1	1						10	1	1	1	1	1		1						1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms863	3	2	96	2	2		2	2ht 	3	lit	lit	lit	lit	lit	"pik,spr,tri"			lit	lit	lit						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms864	3	2	96	2	2			bow 	3	lit	lit	lit	lit	lit	lit	"lbb,lbw,sbb,sbw"		lit	lit	lit						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms865	4	3	128	1	1			hth 	3		lit							lit									1							1								2	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1					1								1	1	1		1			4			255	xxx 	xxx 	1			NU		0
ms866	1	3	64	3	3		4	hth 	3		lit																1							1								2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	4		255	255	xxx 	xxx 	1	9	10	NU		0
ms867	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			1	4	255			xxx 	xxx 	1			NU		0
ms868	3	3	96	3	3			hth 	3		lit							lit									1							1								2	1	1	1		1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1				1						1				1	4	255	128		xxx 	xxx 	40	10	11	NU		0
ms869	3	2	96	2	2			hth 	3		lit																1															1	1			1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1															255	255	255	xxx 	xxx 	1			NU		0
