Name	Rune Name	complete	* Laz / status	* Laz / level	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Stardust	Stardust	1		120		bow									Auhe	jew	jew	jew	jew	r55		pr29		251	300	pr140		225	275	pr197	sk990	2	61	pr309		21	30	pr187		1	4000	pr197	sk936	2	52	pr216		21	30	0
Joker	Joker	1		120		h2h									Auhe	jew	jew	jew	jew	r55		pr183		41	60	pr186		41	60	pr125	sk295	4	4	pr380		1	1	pr122		4	4	pr258		40	40	pr184		41	60	0
Gilgamesh	Gilgamesh	1		120		bswd	baxe								Auhe	jew	jew	jew	jew	r55		pr29		301	350	pr140		500	750	pr204	sk892	6	14	pr7		250	250	pr9		-50	-50	pr126	sk535	25	34	pr269		-50	-50	0
Skilt en Vriend	Skilt en Vriend	1		120		pclb	pmac	pham							Auhe	jew	jew	jew	jew	r55		pr29		201	250	pr174		41	50	pr68		4	4	pr138	sk250	256	1024	pr126	sk650	1	4	pr369	sk54	15	1	pr222		11	15	0
Krypteia	Krypteia	1		120		wand									Auhe	jew	jew	jew	jew	r55		pr269		200	200	pr285		-1	-1	pr69		4	4	pr0		1000	1000	pr16		-1	-1	pr62		25	25	pr204	sk905	24	29	0
Sway of the Stars	Sway of the Stars	1		120		scrd									Auhe	jew	jew	jew	jew	r55		pr29		251	300	pr140		250	500	pr62		62	62	pr13		7	7	pr126	sk705	25	59	pr126	sk54	10	1	pr8		51	75	0
Sauron	Sauron	1		120		orb									Auhe	jew	jew	jew	jew	r55		pr171		100	100	pr70		3	3	pr204	sk983	19	26	pr73		2	2	pr117	1589	11	15	pr117	1594	11	15	pr0		250	250	0
Tombstone	Tombstone	1		120		xbow									Auhe	jew	jew	jew	jew	r55		pr29		251	300	pr140		250	500	pr57		-20	-20	pr117	sk1046	50	50	pr9		-50	-50	pr7		100	100	pr41		41	50	0
Mkodos	Mkodos	1		120		nknf									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr140		150	250	pr69		4	4	pr127	sk1002	25	26	pr174		41	50	pr186		41	50	pr326		8	10	0
Wolfsangel	Wolfsangel	1		120		2hbx									Shaad	jew	jew	jew	jew	r56		pr29		271	320	pr140		400	600	pr126	sk978	50	19	pr143	sk480	480	480	pr282		4	4	pr266		10	10	pr356		100	100	0
Indigo	Indigo	1		120		circ									Shaad	jew	jew	jew	jew	r56		pr42		5	5	pr104		2	2	pr0		-500	-500	pr75		-100	-100	pr87		50	50	pr309		21	25	pr291		100	100	0
Derweze	Derweze	1		120		shld									Shaad	jew	jew	jew	jew	r56		pr5		171	220	pr126	sk311	20	27	pr98		250	250	pr16		1	1	pr370	sk632	15	27	pr32		15	15	pr31		150	150	0
Riptide	Riptide	1		120		boot									Shaad	jew	jew	jew	jew	r56		pr78		20	20	pr137		150	150	pr136		150	150	pr5		221	270	pr126	sk473	25	16	pr36		5	5	pr38		5	5	0
Shaheeda	Shaheeda	1		120		azhm									Shaad	jew	jew	jew	jew	r56		pr5		171	220	pr16		1	1	pr140		50	150	pr108		21	25	pr198	sk154	100	46	pr134		500	1500	pr8		75	75	0
Dirge	Dirge	1		120		dbow									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr223		201	250	pr197	sk500	50	20	pr113		20	20	pr7		100	100	pr326		5	5	pr140		100	250	0
Nigra	Nigra	1		120		pelt									Shaad	jew	jew	jew	jew	r56		pr5		221	270	pr121		4	4	pr117	1587	21	25	pr125	sk284	40	40	pr389		1	1	pr88		50	50	pr365		1	1	0
Hermanubis	Hermanubis	1		120		dstf									Shaad	jew	jew	jew	jew	r56		pr121		8	10	pr117	sk1160	50	50	pr117	sk1179	50	50	pr87		50	50	pr81		50	50	pr204	sk407	2	5	pr207		-25	-25	0
Freybug	Freybug	1		120		aspe									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr140		250	500	pr204	sk356	1	1	pr67		3	3	pr356		200	200	pr7		100	100	pr220		250	250	0
Cecaelia	Cecaelia	1		120		abow									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr140		150	300	pr204	sk479	4	7	pr114		21	25	pr108		11	15	pr8		50	50	pr9		100	100	0
Spectre	Spectre	1		120		ajav									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr28		301	400	pr197	sk982	5	12	pr137	sk75	1000	1500	pr92		1	1	pr222		31	40	pr4		5	5	0
Oniwaka	Oniwaka	1		120		nagi									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr140		300	500	pr126	sk461	25	48	pr172		31	50	pr10		150	150	pr8		150	150	pr57		50	50	0
Tzeentch	Tzeentch	1		120		nscy									Shaad	jew	jew	jew	jew	r56		pr29		221	270	pr140		250	500	pr127	sk914	100	14	pr238		31	50	pr197	sk936	5	27	pr90		7	7	pr65		17	21	0
Apostasy	Apostasy	1		120		scep									Shaad	jew	jew	jew	jew	r56		pr184		41	50	pr206		41	50	pr87		50	50	pr222		21	30	pr68		3	3	pr204	sk699	24	29	pr204	sk703	24	29	0
Rhea	Rhea	1		120		nxbw									Shaad	jew	jew	jew	jew	r56		pr29		271	320	pr140		250	500	pr197	sk981	5	18	pr215		21	30	pr73		2	2	pr108		21	25	pr204	sk357	15	21	0
Nyx	Nyx	1		57		bow									Vex	jew	jew	jew	jew	r26		pr29		151	180	pr140		25	75	pr204	sk969	1	5	pr90		7	7	pr66		21	30	pr125	sk284	40	40	pr389		1	1	0
Ljosalf	Ljosalf	1		63		staf									Ber	jew	jew	jew	jew	r30		pr204	sk833	31	38	pr248	sk32	32	32	pr104		3	3	pr370	sk981	15	9	pr53		50	50	pr41		11	15					0
Jokulmorder	Jokulmorder	1		78		scep									Kur	jew	jew	jew	jew	r36		pr68		2	2	pr204	sk871	13	15	pr269		31	40	pr185		21	30	pr7		50	50	pr9		50	50	pr8		-50	-50	0
Tynged	Tynged	1		94		xbow									Kra	jew	jew	jew	jew	r41		pr127	sk330	1	16	pr108		21	25	pr75		-50	-50	pr59		41	50	pr221		25	25	pr137	sk75	250	500					0
Skarn	Skarn	1		94		bswd	baxe								Ath	jew	jew	jew	jew	r40		pr29		201	250	pr204	sk972	26	34	pr31		41	50	pr39		41	50	pr4		10	10	pr126	sk901	25	13	pr108		33	33	0
Eris	Eris	1		81		abow									Ix	jew	jew	jew	jew	r37		pr29		101	150	pr127	sk712	1	6	pr204	sk1016	21	26	pr57		40	40	pr4		5	5	pr326		3	3	pr182	sk1018	100	16	0
Titanomachia	Titanomachia	1		51		aspe									Ist	jew	jew	jew	jew	r24		pr29		101	150	pr28		101	150	pr126	sk980	33	7	pr135		1	500	pr7		50	50	pr4		5	5	pr220		50	50	0
Herfjotur	Herfjotur	1		94		ajav									Kra	jew	jew	jew	jew	r41		pr29		201	250	pr28		51	100	pr204	sk968	8	13	pr197	sk619	5	12	pr117	1400	15	15	pr114		25	25	pr127	sk803	20	5	0
Quaoar	Quaoar	1		61		pclb	pmac	pham							Sur	jew	jew	jew	jew	r29		pr29		181	200	pr140		25	50	pr126	sk982	5	27	pr239		100	100	pr326		5	5	pr14		15	15	pr115		1	1	0
Eventide	Eventide	1		78		nscy									Kur	jew	jew	jew	jew	r36		pr29		201	250	pr187	sk75	250	750	pr126	sk964	50	5	pr73		-2	-2	pr4		-25	-25	pr205	sk74	1	1	pr108		21	25	0
Vertigo	Vertigo	1		47		orb									Um	jew	jew	jew	jew	r22		pr369	sk54	5	1	pr70		2	2	pr87		50	50	pr184		21	30	pr185		21	30	pr126	sk54	100	1	pr30		25	25	0
Tarqeq	Tarqeq	1		84		dbow									Thur	jew	jew	jew	jew	r38		pr29		201	250	pr197	sk530	5	40	pr127	sk492	10	1	pr137	sk125	500	1500	pr49		25	25	pr204	sk756	1	3	pr173		41	50	0
Eurynome	Eurynome	1		37		nstf									Lum	jew	jew	jew	jew	r17		pr69		2	2	pr204	sk454	5	7	pr183		31	40	pr269		100	100	pr267		-50	-50	pr10		50	50	pr9		-25	-25	0
Riot	Riot	1		47		h2h									Um	jew	jew	jew	jew	r22		pr29		101	150	pr140		25	50	pr204	sk977	1	13	pr108		10	10	pr122		1	1	pr221		25	25	pr222		11	15	0
Resheph	Resheph	1		67		pspe									Cham	jew	jew	jew	jew	r32		pr29		151	200	pr174		31	50	pr68		3	4	pr57		-15	-15	pr138	sk250	128	256	pr114		15	15	pr75		-10	-10	0
Gravastar	Gravastar	1		57		orb									Sur	jew	jew	jew	jew	r29		pr70		3	3	pr78		-10	-10	pr208		33	33	pr185		21	30	pr204	sk340	1	5	pr73		-2	-2	pr35		31	40	0
Brocken	Brocken	1		51		scrd									Ist	jew	jew	jew	jew	r24		pr29		151	200	pr140		25	75	pr117	1423	10	10	pr70		2	2	pr222		21	25	pr126	sk708	1	47	pr204	sk363	12	15	0
Kundalini	Kundalini	1		27		stor									Sol	jew	jew	jew	jew	r12		pr70		1	1	pr87		10	10	pr204	sk447	2	5	pr5		31	50	pr75		-25	-25	pr41		11	15					0
Cambion	Cambion	1		78		azhm									Kur	jew	jew	jew	jew	r36		pr171		31	50	pr67		2	2	pr204	sk976	50	50	pr192		21	30	pr43		10	10	pr204	sk870	13	17	pr88		50	50	0
Carabosse	Carabosse	1		33		h2h									Hel	jew	jew	jew	jew	r15		pr183		11	15	pr87		40	40	pr184		31	40	pr10		21	30	pr122		1	1	pr8		21	30	pr204	sk1002	2	4	0
Cassilda	Cassilda	1		120		stor									Krys	jew	jew	jew	jew	jew	r54	pr5		201	250	pr183		51	70	pr186		51	70	pr184		51	70	pr204	sk445	2	6	pr70		5	5	pr209		33	33	0
Eos	Eos	1		120		azsd									Krys	jew	jew	jew	jew	jew	r54	pr5		201	250	pr223		-50	-50	pr134		1000	3000	pr171		31	40	pr127	sk518	3	26	pr16		1	1	pr98		150	150	0
Adramelech	Adramelech	1		120		weap									Krys	jew	jew	jew	jew	jew	r54	pr29		251	300	pr140		200	400	pr326		10	10	pr126	sk451	25	40	pr117	1591	2	2	pr53		-250	-250	pr134		1	4000	0
Rotundjere	Rotundjere	1		120		pzhm									Krys	jew	jew	jew	jew	jew	r54	pr5		201	250	pr68		3	3	pr110		250	250	pr187	sk100	250	1500	pr138	sk256	250	1500	pr220		50	50	pr190		21	25	0
Greisen	Greisen	1		120		phlm									Krys	jew	jew	jew	jew	jew	r54	pr5		201	250	pr204	sk28	5	6	pr222		11	15	pr41		31	40	pr215		21	25	pr218		21	25	pr220		25	25	0
Snowsquall	Snowsquall	1		120		glov									Krys	jew	jew	jew	jew	jew	r54	pr5		101	150	pr126	sk883	10	9	pr137	sk125	75	175	pr480		75	75	pr10		21	25	pr8		21	25	pr49		5	5	0
Hecatomb	Hecatomb	1		120		head									Auhe	jew	jew	jew	jew	jew	r55	pr69		3	3	pr223		101	150	pr125	sk284	40	40	pr389		1	1	pr8		101	150	pr10		101	150	pr204	sk139	21	28	0
Jaguar	Jaguar	1		120		pspe									Auhe	jew	jew	jew	jew	jew	r55	pr29		301	350	pr186		-50	-50	pr78		100	100	pr266		15	15	pr140		600	800	pr126	sk821	10	5	pr117	1468	11	15	0
Myrrhbearer	Myrrhbearer	1		120		ashd									Auhe	jew	jew	jew	jew	jew	r55	pr5		201	250	pr206		41	50	pr16		1	1	pr269		50	50	pr204	sk984	20	20	pr183		41	50	pr68		2	2	0
Amanita	Amanita	1		120		helm									Auhe	jew	jew	jew	jew	jew	r55	pr5		201	250	pr204	sk872	24	29	pr204	sk979	2	5	pr172		31	40	pr174		31	40	pr209		20	20	pr9		-25	-25	0
Linga Sharira	Linga Sharira	1		120		tors									Auhe	jew	jew	jew	jew	jew	r55	pr5		301	350	pr81		200	200	pr62		45	45	pr4		15	15	pr104		1	1	pr128	sk914	10	50	pr222		50	50	0
Nero	Nero	1		120		belt									Auhe	jew	jew	jew	jew	jew	r55	pr5		201	250	pr204	sk983	15	19	pr183		31	40	pr134		500	1000	pr126	sk804	10	14	pr140		25	100	pr98		150	150	0
Orchid	Orchid	1		120		ishd									Auhe	jew	jew	jew	jew	jew	r55	pr5		201	250	pr126	sk839	5	19	pr186		31	50	pr262		50	50	pr57		-10	-10	pr220		75	75	pr359		500	500	0
Zodiac	Zodiac	1		120		staf									Auhe	jew	jew	jew	jew	jew	r55	pr104		8	10	pr275		51	75	pr7		101	150	pr10		101	150	pr9		101	150	pr198	sk836	100	50	pr208		21	25	0
Circus	Circus			120		thro									Auhe	jew	jew	jew	jew	jew	r55	pr29		251	300	pr140		100	400	pr296		150	150	pr122		2	2	pr197	sk779	15	10	pr134		500	1000	pr137	sk75	500	1000	0
Stardust	Stardust	1		120		bow									Auhe	jew	jew	jew	jew	jew	r55	pr29		251	300	pr140		225	275	pr197	sk990	2	61	pr309		21	30	pr187		1	4000	pr197	sk936	2	52	pr216		21	30	0
Joker	Joker	1		120		h2h									Auhe	jew	jew	jew	jew	jew	r55	pr183		41	60	pr186		41	60	pr125	sk295	4	4	pr380		1	1	pr122		4	4	pr258		40	40	pr184		41	60	0
Gilgamesh	Gilgamesh	1		120		bswd	baxe								Auhe	jew	jew	jew	jew	jew	r55	pr29		301	350	pr140		500	750	pr204	sk892	6	14	pr7		250	250	pr9		-50	-50	pr126	sk535	25	34	pr269		-50	-50	0
Skilt en Vriend	Skilt en Vriend	1		120		pclb	pmac	pham							Auhe	jew	jew	jew	jew	jew	r55	pr29		201	250	pr174		41	50	pr68		4	4	pr138	sk250	256	1024	pr126	sk650	1	4	pr369	sk54	15	1	pr222		11	15	0
Krypteia	Krypteia	1		120		wand									Auhe	jew	jew	jew	jew	jew	r55	pr269		200	200	pr285		-1	-1	pr69		4	4	pr0		1000	1000	pr16		-1	-1	pr62		25	25	pr204	sk905	24	29	0
Sway of the Stars	Sway of the Stars	1		120		scrd									Auhe	jew	jew	jew	jew	jew	r55	pr29		251	300	pr140		250	500	pr62		62	62	pr13		7	7	pr126	sk705	25	59	pr126	sk54	10	1	pr8		51	75	0
Sauron	Sauron	1		120		orb									Auhe	jew	jew	jew	jew	jew	r55	pr171		100	100	pr70		3	3	pr204	sk983	19	26	pr73		2	2	pr117	1589	11	15	pr117	1594	11	15	pr0		250	250	0
Tombstone	Tombstone	1		120		xbow									Auhe	jew	jew	jew	jew	jew	r55	pr29		251	300	pr140		250	500	pr57		-20	-20	pr117	sk1046	50	50	pr9		-50	-50	pr7		100	100	pr41		41	50	0
Mkodos	Mkodos	1		120		nknf									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr140		150	250	pr69		4	4	pr127	sk1002	25	26	pr174		41	50	pr186		41	50	pr326		8	10	0
Wolfsangel	Wolfsangel	1		120		2hbx									Shaad	jew	jew	jew	jew	jew	r56	pr29		271	320	pr140		400	600	pr126	sk978	50	19	pr143	sk480	480	480	pr282		4	4	pr266		10	10	pr356		100	100	0
Indigo	Indigo	1		120		circ									Shaad	jew	jew	jew	jew	jew	r56	pr42		5	5	pr104		2	2	pr0		-500	-500	pr75		-100	-100	pr87		50	50	pr309		21	25	pr291		100	100	0
Derweze	Derweze	1		120		shld									Shaad	jew	jew	jew	jew	jew	r56	pr5		171	220	pr126	sk311	20	27	pr98		250	250	pr16		1	1	pr370	sk632	15	27	pr32		15	15	pr31		150	150	0
Riptide	Riptide	1		120		boot									Shaad	jew	jew	jew	jew	jew	r56	pr78		20	20	pr137		150	150	pr136		150	150	pr5		221	270	pr126	sk473	25	16	pr36		5	5	pr38		5	5	0
Shaheeda	Shaheeda	1		120		azhm									Shaad	jew	jew	jew	jew	jew	r56	pr5		171	220	pr16		1	1	pr140		50	150	pr108		21	25	pr198	sk154	100	46	pr134		500	1500	pr8		75	75	0
Dirge	Dirge	1		120		dbow									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr223		201	250	pr197	sk500	50	20	pr113		20	20	pr7		100	100	pr326		5	5	pr140		100	250	0
Nigra	Nigra	1		120		pelt									Shaad	jew	jew	jew	jew	jew	r56	pr5		221	270	pr121		4	4	pr117	1587	21	25	pr125	sk284	40	40	pr389		1	1	pr88		50	50	pr365		1	1	0
Hermanubis	Hermanubis	1		120		dstf									Shaad	jew	jew	jew	jew	jew	r56	pr121		8	10	pr117	sk1160	50	50	pr117	sk1179	50	50	pr87		50	50	pr81		50	50	pr204	sk407	2	5	pr207		-25	-25	0
Freybug	Freybug	1		120		aspe									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr140		250	500	pr204	sk356	1	1	pr67		3	3	pr356		200	200	pr7		100	100	pr220		250	250	0
Cecaelia	Cecaelia	1		120		abow									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr140		150	300	pr204	sk479	4	7	pr114		21	25	pr108		11	15	pr8		50	50	pr9		100	100	0
Spectre	Spectre	1		120		ajav									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr28		301	400	pr197	sk982	5	12	pr137	sk75	1000	1500	pr92		1	1	pr222		31	40	pr4		5	5	0
Oniwaka	Oniwaka	1		120		nagi									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr140		300	500	pr126	sk461	25	48	pr172		31	50	pr10		150	150	pr8		150	150	pr57		50	50	0
Tzeentch	Tzeentch	1		120		nscy									Shaad	jew	jew	jew	jew	jew	r56	pr29		221	270	pr140		250	500	pr127	sk914	100	14	pr238		31	50	pr197	sk936	5	27	pr90		7	7	pr65		17	21	0
Apostasy	Apostasy	1		120		scep									Shaad	jew	jew	jew	jew	jew	r56	pr184		41	50	pr206		41	50	pr87		50	50	pr222		21	30	pr68		3	3	pr204	sk699	24	29	pr204	sk703	24	29	0
Rhea	Rhea	1		120		nxbw									Shaad	jew	jew	jew	jew	jew	r56	pr29		271	320	pr140		250	500	pr197	sk981	5	18	pr215		21	30	pr73		2	2	pr108		21	25	pr204	sk357	15	21	0
Nyx	Nyx	1		57		bow									Vex	jew	jew	jew	jew	jew	r26	pr29		151	180	pr140		25	75	pr204	sk969	1	5	pr90		7	7	pr66		21	30	pr125	sk284	40	40	pr389		1	1	0
Ljosalf	Ljosalf	1		63		staf									Ber	jew	jew	jew	jew	jew	r30	pr204	sk833	31	38	pr248	sk32	32	32	pr104		3	3	pr370	sk981	15	9	pr53		50	50	pr41		11	15					0
Jokulmorder	Jokulmorder	1		78		scep									Kur	jew	jew	jew	jew	jew	r36	pr68		2	2	pr204	sk871	13	15	pr269		31	40	pr185		21	30	pr7		50	50	pr9		50	50	pr8		-50	-50	0
Tynged	Tynged	1		94		xbow									Kra	jew	jew	jew	jew	jew	r41	pr127	sk330	1	16	pr108		21	25	pr75		-50	-50	pr59		41	50	pr221		25	25	pr137	sk75	250	500					0
Skarn	Skarn	1		94		bswd	baxe								Ath	jew	jew	jew	jew	jew	r40	pr29		201	250	pr204	sk972	26	34	pr31		41	50	pr39		41	50	pr4		10	10	pr126	sk901	25	13	pr108		33	33	0
Eris	Eris	1		81		abow									Ix	jew	jew	jew	jew	jew	r37	pr29		101	150	pr127	sk712	1	6	pr204	sk1016	21	26	pr57		40	40	pr4		5	5	pr326		3	3	pr182	sk1018	100	16	0
Titanomachia	Titanomachia	1		51		aspe									Ist	jew	jew	jew	jew	jew	r24	pr29		101	150	pr28		101	150	pr126	sk980	33	7	pr135		1	500	pr7		50	50	pr4		5	5	pr220		50	50	0
Herfjotur	Herfjotur	1		94		ajav									Kra	jew	jew	jew	jew	jew	r41	pr29		201	250	pr28		51	100	pr204	sk968	8	13	pr197	sk619	5	12	pr117	1400	15	15	pr114		25	25	pr127	sk803	20	5	0
Quaoar	Quaoar	1		61		pclb	pmac	pham							Sur	jew	jew	jew	jew	jew	r29	pr29		181	200	pr140		25	50	pr126	sk982	5	27	pr239		100	100	pr326		5	5	pr14		15	15	pr115		1	1	0
Eventide	Eventide	1		78		nscy									Kur	jew	jew	jew	jew	jew	r36	pr29		201	250	pr187	sk75	250	750	pr126	sk964	50	5	pr73		-2	-2	pr4		-25	-25	pr205	sk74	1	1	pr108		21	25	0
Vertigo	Vertigo	1		47		orb									Um	jew	jew	jew	jew	jew	r22	pr369	sk54	5	1	pr70		2	2	pr87		50	50	pr184		21	30	pr185		21	30	pr126	sk54	100	1	pr30		25	25	0
Tarqeq	Tarqeq	1		84		dbow									Thur	jew	jew	jew	jew	jew	r38	pr29		201	250	pr197	sk530	5	40	pr127	sk492	10	1	pr137	sk125	500	1500	pr49		25	25	pr204	sk756	1	3	pr173		41	50	0
Eurynome	Eurynome	1		37		nstf									Lum	jew	jew	jew	jew	jew	r17	pr69		2	2	pr204	sk454	5	7	pr183		31	40	pr269		100	100	pr267		-50	-50	pr10		50	50	pr9		-25	-25	0
Riot	Riot	1		47		h2h									Um	jew	jew	jew	jew	jew	r22	pr29		101	150	pr140		25	50	pr204	sk977	1	13	pr108		10	10	pr122		1	1	pr221		25	25	pr222		11	15	0
Resheph	Resheph	1		67		pspe									Cham	jew	jew	jew	jew	jew	r32	pr29		151	200	pr174		31	50	pr68		3	4	pr57		-15	-15	pr138	sk250	128	256	pr114		15	15	pr75		-10	-10	0
Gravastar	Gravastar	1		57		orb									Sur	jew	jew	jew	jew	jew	r29	pr70		3	3	pr78		-10	-10	pr208		33	33	pr185		21	30	pr204	sk340	1	5	pr73		-2	-2	pr35		31	40	0
Brocken	Brocken	1		51		scrd									Ist	jew	jew	jew	jew	jew	r24	pr29		151	200	pr140		25	75	pr117	1423	10	10	pr70		2	2	pr222		21	25	pr126	sk708	1	47	pr204	sk363	12	15	0
Kundalini	Kundalini	1		27		stor									Sol	jew	jew	jew	jew	jew	r12	pr70		1	1	pr87		10	10	pr204	sk447	2	5	pr5		31	50	pr75		-25	-25	pr41		11	15					0
Cambion	Cambion	1		78		azhm									Kur	jew	jew	jew	jew	jew	r36	pr171		31	50	pr67		2	2	pr204	sk976	50	50	pr192		21	30	pr43		10	10	pr204	sk870	13	17	pr88		50	50	0
Carabosse	Carabosse	1		33		h2h									Hel	jew	jew	jew	jew	jew	r15	pr183		11	15	pr87		40	40	pr184		31	40	pr10		21	30	pr122		1	1	pr8		21	30	pr204	sk1002	2	4	0
Styx	Styx	1		120		nstf									Shaad	r56						pr69		10	12	pr204	sk464	2	5	pr204	sk459	29	32	pr207		61	80	pr204	sk398	29	32	pr285		-3	-3	pr217		41	50	0
Styx	Styx	1		120		nstf									Shaad	jew	r56					pr69		10	12	pr204	sk464	2	5	pr204	sk459	29	32	pr207		61	80	pr204	sk398	29	32	pr285		-3	-3	pr217		41	50	0
Styx	Styx	1		120		nstf									Shaad	jew	jew	r56				pr69		10	12	pr204	sk464	2	5	pr204	sk459	29	32	pr207		61	80	pr204	sk398	29	32	pr285		-3	-3	pr217		41	50	0
Styx	Styx	1		120		nstf									Shaad	jew	jew	jew	r56			pr69		10	12	pr204	sk464	2	5	pr204	sk459	29	32	pr207		61	80	pr204	sk398	29	32	pr285		-3	-3	pr217		41	50	0
Styx	Styx	1		120		nstf									Shaad	jew	jew	jew	jew	r56		pr69		10	12	pr204	sk464	2	5	pr204	sk459	29	32	pr207		61	80	pr204	sk398	29	32	pr285		-3	-3	pr217		41	50	0
Styx	Styx	1		120		nstf									Shaad	jew	jew	jew	jew	jew	r56	pr69		10	12	pr204	sk464	2	5	pr204	sk459	29	32	pr207		61	80	pr204	sk398	29	32	pr285		-3	-3	pr217		41	50	0
Kyrie	Kyrie					staf									Taha	r51						pr104		8	10	pr207		41	50	pr62		33	33	pr221		40	40	pr7		-75	-75	pr10		150	150	pr182	sk447	20	5	0
Kyrie	Kyrie	1		1		staf									TahaTaha	r51	r51					pr104		8	10	pr207		41	50	pr62		33	33	pr221		40	40	pr7		-75	-75	pr10		150	150	pr182	sk447	20	5	0
Kyrie	Kyrie	1		1		staf									TahaTaha	jew	r51	r51				pr104		8	10	pr207		41	50	pr62		33	33	pr221		40	40	pr7		-75	-75	pr10		150	150	pr182	sk447	20	5	0
Kyrie	Kyrie	1		1		staf									TahaTaha	jew	jew	r51	r51			pr104		8	10	pr207		41	50	pr62		33	33	pr221		40	40	pr7		-75	-75	pr10		150	150	pr182	sk447	20	5	0
Kyrie	Kyrie	1		1		staf									TahaTaha	jew	jew	jew	r51	r51		pr104		8	10	pr207		41	50	pr62		33	33	pr221		40	40	pr7		-75	-75	pr10		150	150	pr182	sk447	20	5	0
Kyrie	Kyrie	1		1		staf									TahaTaha	jew	jew	jew	jew	r51	r51	pr104		8	10	pr207		41	50	pr62		33	33	pr221		40	40	pr7		-75	-75	pr10		150	150	pr182	sk447	20	5	0
Pygmalion	Pygmalion					tors									Ghal	r52						pr5		251	300	pr117	1557	5	5	pr7		150	150	pr8		-50	-50	pr4		10	10	pr117	sk1092	5	5					0
Pygmalion	Pygmalion	1		1		tors									GhalGhal	r52	r52					pr5		251	300	pr117	1557	5	5	pr7		150	150	pr8		-50	-50	pr4		10	10	pr117	sk1092	5	5					0
Pygmalion	Pygmalion	1		1		tors									GhalGhal	jew	r52	r52				pr5		251	300	pr117	1557	5	5	pr7		150	150	pr8		-50	-50	pr4		10	10	pr117	sk1092	5	5					0
Pygmalion	Pygmalion	1		1		tors									GhalGhal	jew	jew	r52	r52			pr5		251	300	pr117	1557	5	5	pr7		150	150	pr8		-50	-50	pr4		10	10	pr117	sk1092	5	5					0
Pygmalion	Pygmalion	1		1		tors									GhalGhal	jew	jew	jew	r52	r52		pr5		251	300	pr117	1557	5	5	pr7		150	150	pr8		-50	-50	pr4		10	10	pr117	sk1092	5	5					0
Pygmalion	Pygmalion	1		1		tors									GhalGhal	jew	jew	jew	jew	r52	r52	pr5		251	300	pr117	1557	5	5	pr7		150	150	pr8		-50	-50	pr4		10	10	pr117	sk1092	5	5					0
Archangel	Archangel					weap									Qor	r53						pr29		201	250	pr140		50	200	pr204	sk698	4	12	pr117	1561	11	15	pr137	sk75	500	2000	pr98		201	250	pr136		500	2000	0
Archangel	Archangel	1		1		weap									QorQor	r53	r53					pr29		201	250	pr140		50	200	pr204	sk698	4	12	pr117	1561	11	15	pr137	sk75	500	2000	pr98		201	250	pr136		500	2000	0
Archangel	Archangel	1		1		weap									QorQor	jew	r53	r53				pr29		201	250	pr140		50	200	pr204	sk698	4	12	pr117	1561	11	15	pr137	sk75	500	2000	pr98		201	250	pr136		500	2000	0
Archangel	Archangel	1		1		weap									QorQor	jew	jew	r53	r53			pr29		201	250	pr140		50	200	pr204	sk698	4	12	pr117	1561	11	15	pr137	sk75	500	2000	pr98		201	250	pr136		500	2000	0
Archangel	Archangel	1		1		weap									QorQor	jew	jew	jew	r53	r53		pr29		201	250	pr140		50	200	pr204	sk698	4	12	pr117	1561	11	15	pr137	sk75	500	2000	pr98		201	250	pr136		500	2000	0
Archangel	Archangel	1		1		weap									QorQor	jew	jew	jew	jew	r53	r53	pr29		201	250	pr140		50	200	pr204	sk698	4	12	pr117	1561	11	15	pr137	sk75	500	2000	pr98		201	250	pr136		500	2000	0
Knave	Knave	1		1		glov	boot								KrysKrys	r54	r54					pr5		201	250	pr58		250	250	pr216		11	15	pr96		101	150	pr57		25	25	pr125	sk295	1	1	pr380		1	1	0
Knave	Knave	1		1		glov	boot								KrysKrys	jew	r54	r54				pr5		201	250	pr58		250	250	pr216		11	15	pr96		101	150	pr57		25	25	pr125	sk295	1	1	pr380		1	1	0
Knave	Knave	1		1		glov	boot								KrysKrys	jew	jew	r54	r54			pr5		201	250	pr58		250	250	pr216		11	15	pr96		101	150	pr57		25	25	pr125	sk295	1	1	pr380		1	1	0
