LevelName	TileName	Style	StartSequence	EndSequence	Cel1	Cel2	Cel3	Cel4
2 Basement	wtlr	12	-1	-1	24	-1	-1	-1
2 Basement	wtll	12	-1	-1	24	-1	-1	-1
2 Basement	wbr	12	-1	-1	25	-1	-1	-1
2 Basement	wtr	12	-1	-1	23	-1	-1	-1
2 Basement	wbl	12	-1	-1	22	-1	-1	-1
2 Basement	wrd	12	-1	-1	34	-1	-1	-1
2 Basement	wld	12	-1	-1	35	-1	-1	-1
2 Basement	wr	13	-1	-1	20	-1	-1	-1
2 Basement	wl	13	-1	-1	21	-1	-1	-1
2 Basement	wtlr	13	-1	-1	24	-1	-1	-1
2 Basement	wtll	13	-1	-1	24	-1	-1	-1
2 Basement	wbr	13	-1	-1	25	-1	-1	-1
2 Basement	wtr	13	-1	-1	23	-1	-1	-1
2 Basement	wbl	13	-1	-1	22	-1	-1	-1
2 Basement	wrd	13	-1	-1	34	-1	-1	-1
2 Basement	wld	13	-1	-1	35	-1	-1	-1
2 Basement	fl	21	4	4	93	-1	-1	-1
2 Basement	fl	21	5	5	94	-1	-1	-1
2 Basement	fl	21	6	6	95	-1	-1	-1
2 Basement	fl	21	7	7	96	-1	-1	-1
2 Basement	fl	23	4	4	93	-1	-1	-1
2 Basement	fl	23	5	5	94	-1	-1	-1
2 Basement	fl	23	6	6	95	-1	-1	-1
2 Basement	fl	23	7	7	96	-1	-1	-1
2 Desert	fl		35	35	307	-1	-1	-1
2 Desert	wre	2			454	-1	-1	-1
2 Desert	wre	2	1	1	455	-1	-1	-1
2 Desert	fl	3	2	2	257	258	259	-1
2 Desert	fl	5	6	6	257	258	259	-1
2 Desert	fl	5	8	8	257	258	259	-1
2 Desert	fl	5	10	10	257	258	259	-1
2 Desert	fl	5	12	13	257	258	259	-1
2 Desert	wbr	9			269	-1	-1	-1
2 Desert	wr	9			270	-1	-1	-1
2 Desert	fl	10	33	33	617	-1	-1	-1
2 Desert	fl	10	35	35	618	-1	-1	-1
2 Desert	fl	10	27	27	619	-1	-1	-1
2 Desert	fl	15	5	5	257	258	259	-1
2 Desert	fl	15	7	7	257	258	259	-1
2 Desert	fl	15	9	9	257	258	259	-1
2 Desert	fl	15	11	11	257	258	259	-1
2 Desert	fl	15	16	16	257	258	259	-1
2 Desert	fl	15	19	19	257	258	259	-1
2 Desert	fl	15	25	25	257	258	259	-1
2 Desert	fl	15	30	30	257	258	259	-1
2 Desert	fl	15	32	32	257	258	259	-1
2 Desert	fl	15	37	37	257	258	259	-1
2 Desert	fl	15	40	40	257	258	259	-1
2 Desert	fl	15	50	50	257	258	259	-1
2 Desert	fl	15	55	55	257	258	259	-1
2 Desert	fl	15	57	57	257	258	259	-1
2 Desert	fl	15	61	61	257	258	259	-1
2 Desert	fl	16	5	5	257	258	259	-1
2 Desert	fl	16	12	12	257	258	259	-1
2 Desert	fl	16	14	14	257	258	259	-1
2 Desert	fl	16	19	19	257	258	259	-1
2 Desert	fl	16	23	23	257	258	259	-1
2 Desert	fl	16	41	41	273	-1	-1	-1
2 Desert	fl	16	43	43	268	-1	-1	-1
2 Desert	fl	17	8	8	257	258	259	-1
2 Desert	fl	17	13	13	257	258	259	-1
2 Desert	fl	17	15	15	257	258	259	-1
2 Desert	fl	17	19	19	257	258	259	-1
2 Desert	fl	17	25	25	257	258	259	-1
2 Desert	fl	17	28	28	257	258	259	-1
2 Desert	fl	17	29	29	257	258	259	-1
2 Desert	fl	17	34	34	257	258	259	-1
2 Desert	fl	17	38	38	257	258	259	-1
2 Desert	fl	17	45	45	257	258	259	-1
2 Desert	fl	17	54	54	257	258	259	-1
2 Desert	fl	17	56	56	257	258	259	-1
2 Desert	fl	17	61	61	257	258	259	-1
2 Desert	fl	17	36	36	257	258	259	-1
2 Desert	fl	17	60	60	257	258	259	-1
2 Desert	fl	18	9	9	257	258	259	-1
2 Desert	fl	18	12	12	257	258	259	-1
2 Desert	fl	18	14	14	257	258	259	-1
2 Desert	fl	18	38	38	263	-1	-1	-1
2 Desert	fl	18	41	41	264	-1	-1	-1
2 Desert	fl	18	18	18	257	258	259	-1
2 Desert	fl	19	25	25	261	-1	-1	-1
2 Desert	fl	19	22	22	262	-1	-1	-1
2 Desert	fl	19	23	23	257	258	259	-1
2 Desert	fl	20	5	5	257	258	259	-1
2 Desert	fl	20	9	9	257	258	259	-1
2 Desert	fl	20	20	20	257	258	259	-1
2 Desert	fl	20	22	22	257	258	259	-1
2 Desert	fl	20	24	24	257	258	259	-1
2 Desert	fl	20	55	55	257	258	259	-1
2 Desert	fl	20	48	48	257	258	259	-1
2 Desert	fl	20	41	41	257	258	259	-1
2 Desert	fl	20	43	43	257	258	259	-1
2 Desert	fl	20	49	49	257	258	259	-1
2 Desert	fl	21	8	8	257	258	259	-1
2 Desert	fl	21	11	11	257	258	259	-1
2 Desert	fl	21	13	13	257	258	259	-1
2 Desert	fl	22	12	12	271	-1	-1	-1
2 Desert	fl	22	10	10	272	-1	-1	-1
2 Desert	fl	21	61	61	320	-1	-1	-1
2 Desert	fl	21	59	59	321	-1	-1	-1
2 Desert	fl	21	55	55	322	-1	-1	-1
2 Desert	fl	21	48	48	257	258	259	-1
2 Desert	fl	21	49	49	323	-1	-1	-1
2 Desert	fl	21	63	63	257	258	259	-1
2 Desert	fl	22	41	41	324	-1	-1	-1
2 Desert	fl	22	38	38	325	-1	-1	-1
2 Desert	fl	22	29	29	326	-1	-1	-1
2 Desert	fl	23	8	8	257	258	259	-1
2 Desert	fl	23	31	31	257	258	259	-1
2 Desert	fl	23	29	29	327	-1	-1	-1
2 Desert	fl	23	28	28	328	-1	-1	-1
2 Desert	fl	23	20	20	329	-1	-1	-1
2 Desert	fl	23	62	62	330	-1	-1	-1
2 Desert	fl	23	61	61	331	-1	-1	-1
2 Desert	fl	23	55	55	332	-1	-1	-1
2 Desert	fl	23	50	50	333	-1	-1	-1
2 Desert	fl	24	62	62	257	258	259	-1
2 Desert	fl	25	16	16	217	-1	-1	-1
2 Desert	fl	25	26	26	218	-1	-1	-1
2 Desert	fl	25	28	28	219	-1	-1	-1
2 Desert	fl	25	48	48	377	-1	-1	-1
2 Desert	fl	25	58	58	378	-1	-1	-1
2 Desert	fl	25	63	63	379	-1	-1	-1
2 Desert	fl	25	62	62	257	258	259	-1
2 Desert	fl	26	4	4	257	258	259	-1
2 Desert	fl	26	9	9	257	258	259	-1
2 Desert	fl	26	17	17	257	258	259	-1
2 Desert	fl	26	20	20	257	258	259	-1
2 Desert	fl	26	33	33	257	258	259	-1
2 Desert	fl	26	41	41	257	258	259	-1
2 Desert	fl	26	44	44	257	258	259	-1
2 Desert	fl	27	5	5	257	258	259	-1
2 Desert	fl	27	7	7	257	258	259	-1
2 Desert	fl	27	14	14	257	258	259	-1
2 Desert	fl	27	19	19	257	258	259	-1
2 Desert	fl	27	23	23	257	258	259	-1
2 Desert	fl	27	33	33	257	258	259	-1
2 Desert	fl	27	37	37	257	258	259	-1
2 Desert	fl	27	45	45	257	258	259	-1
2 Desert	fl	27	48	48	257	258	259	-1
2 Desert	fl	28	6	6	257	258	259	-1
2 Desert	fl	28	10	10	257	258	259	-1
2 Desert	fl	28	13	13	257	258	259	-1
2 Desert	fl	28	16	16	257	258	259	-1
2 Desert	fl	28	23	23	257	258	259	-1
2 Desert	fl	28	28	28	257	258	259	-1
2 Desert	fl	28	36	36	257	258	259	-1
2 Desert	fl	28	39	39	257	258	259	-1
2 Desert	fl	28	45	45	257	258	259	-1
2 Desert	fl	28	50	50	257	258	259	-1
2 Desert	fl	28	57	57	257	258	259	-1
2 Desert	fl	29	4	4	257	258	259	-1
2 Desert	fl	29	5	5	257	258	259	-1
2 Desert	fl	29	15	15	257	258	259	-1
2 Desert	fl	29	17	17	257	258	259	-1
2 Desert	fl	30	1	17	257	258	259	-1
2 Desert	fl	30	17	31	257	258	259	-1
2 Desert	fl	30	32	46	257	258	259	-1
2 Desert	fl	30	47	63	257	258	259	-1
2 Desert	fl	34	11	11	504	-1	-1	-1
2 Desert	fl	34	13	13	505	-1	-1	-1
2 Desert	fl	34	6	6	506	-1	-1	-1
2 Desert	wle	47	12	12	374	-1	-1	-1
2 Desert	fl	47	3	3	374	-1	-1	-1
2 Desert	fl	36	14	14	214	-1	-1	-1
2 Desert	fl	36	26	26	215	-1	-1	-1
2 Desert	fl	36	33	33	216	-1	-1	-1
2 Desert	fl	36	34	34	257	258	259	-1
2 Desert	fl	36	27	27	257	258	259	-1
2 Desert	fl	36	43	43	257	258	259	-1
2 Desert	fl	36	49	49	257	258	259	-1
2 Desert	wbl	36	1	1	507	-1	-1	-1
2 Desert	wr	36	4	4	508	-1	-1	-1
2 Desert	wbl	36			511	-1	-1	-1
2 Desert	wr	36	1	1	512	-1	-1	-1
2 Desert	wr	36	3	3	513	-1	-1	-1
2 Desert	co	36	3	3	509	-1	-1	-1
2 Desert	co	36	4	4	510	-1	-1	-1
2 Desert	wbr	36			514	-1	-1	-1
2 Desert	wl	36	1	1	515	-1	-1	-1
2 Desert	wtlr	36	-1	-1	491	-1	-1	-1
2 Desert	wtll	36	-1	-1	492	-1	-1	-1
2 Desert	wbr	36	-1	-1	489	-1	-1	-1
2 Desert	wtr	36	-1	-1	490	-1	-1	-1
2 Desert	wbl	36	-1	-1	491	-1	-1	-1
2 Desert	co	36	-1	-1	105	-1	-1	-1
2 Desert	fl	38	33	33	266	267	-1	-1
2 Desert	fl	38	37	37	266	267	-1	-1
2 Desert	fl	39			266	267	-1	-1
2 Desert	fl	39	10	11	266	267	-1	-1
2 Desert	fl	39	22	22	266	267	-1	-1
2 Desert	fl	39	30	31	266	267	-1	-1
2 Desert	fl	39	33	34	266	267	-1	-1
2 Desert	fl	39	36	39	266	267	-1	-1
2 Desert	fl	39	40	41	266	267	-1	-1
2 Desert	fl	39	44	50	266	267	-1	-1
2 Desert	fl	40	3	3	266	267	-1	-1
2 Desert	fl	40	18	19	266	267	-1	-1
2 Desert	wr	48	18	19	497	-1	-1	-1
2 Desert	wr	48	26	26	497	-1	-1	-1
2 Desert	wr	48	28	29	497	-1	-1	-1
2 Desert	wr	48	1	1	445	-1	-1	-1
2 Desert	wre	1	1	1	446	-1	-1	-1
2 Desert	wr	48	2	2	447	-1	-1	-1
2 Desert	wr	48	3	9	100	-1	-1	-1
2 Desert	wr	48	13	20	100	-1	-1	-1
2 Desert	wr	48	21	21	114	-1	-1	-1
2 Desert	wr	48	22	-1	100	-1	-1	-1
2 Desert	wl	48	18	19	498	-1	-1	-1
2 Desert	wl	48	26	26	498	-1	-1	-1
2 Desert	wl	48	28	29	498	-1	-1	-1
2 Desert	wl	48		20	101	-1	-1	-1
2 Desert	wl	48	21	21	115	-1	-1	-1
2 Desert	wl	48	22	-1	101	-1	-1	-1
2 Desert	wtll	48	10	10	499	-1	-1	-1
2 Desert	wtlr	48	-1	-1	104	-1	-1	-1
2 Desert	wtll	48	-1	-1	104	-1	-1	-1
2 Desert	wbr	48	1	-1	105	-1	-1	-1
2 Desert	wtr	48	-1	-1	103	-1	-1	-1
2 Desert	wbl	48	-1	-1	102	-1	-1	-1
2 Desert	wrd	48	-1	-1	114	-1	-1	-1
2 Desert	wld	48	-1	-1	115	-1	-1	-1
2 Desert	co	48	10	12	100	-1	-1	-1
2 Desert	wr	49	1	1	448	-1	-1	-1
2 Desert	wbr	49			449	-1	-1	-1
2 Desert	wl	49			450	-1	-1	-1
2 Desert	wr	49	4	4	451	-1	-1	-1
2 Desert	wbr	49	2	2	452	-1	-1	-1
2 Desert	wl	49	4	4	453	-1	-1	-1
2 Desert	wr	49	14	14	454	-1	-1	-1
2 Desert	wr	49	12	12	455	-1	-1	-1
2 Desert	wr	49	10	10	456	-1	-1	-1
2 Desert	wr	49	7	7	457	-1	-1	-1
2 Desert	wbr	49	4	4	458	-1	-1	-1
2 Desert	wl	49	7	7	459	-1	-1	-1
2 Lair	wr			3	340	-1	-1	-1
2 Lair	wl			3	341	-1	-1	-1
2 Lair	wr	1		3	340	-1	-1	-1
2 Lair	wl	1		3	341	-1	-1	-1
2 Lair	wl		7	7	342	-1	-1	-1
2 Lair	wtll				343	-1	-1	-1
2 Lair	wr		7	7	344	-1	-1	-1
2 Lair	wtll	1			345	-1	-1	-1
2 Lair	wl		5	5	346	-1	-1	-1
2 Lair	wl		4	4	347	-1	-1	-1
2 Lair	wr	1	4	4	348	-1	-1	-1
2 Lair	wbl	1			349	-1	-1	-1
2 Lair	wl	1	4	4	350	-1	-1	-1
2 Lair	wr		4	4	351	-1	-1	-1
2 Lair	wr		5	5	352	-1	-1	-1
2 Lair	wl	1	5	5	353	-1	-1	-1
2 Lair	wtr		1	1	354	-1	-1	-1
2 Lair	wr	1	5	5	355	-1	-1	-1
2 Lair	wr	1	6	6	356	-1	-1	-1
2 Lair	wr	1	7	7	357	-1	-1	-1
2 Lair	wl	1	6	6	359	-1	-1	-1
2 Lair	wl	1	7	7	360	-1	-1	-1
2 Lair	wr		6	6	361	-1	-1	-1
2 Lair	wl		6	6	363	-1	-1	-1
2 Lair	wrd				340	-1	-1	-1
2 Lair	wrd		1	1	369	-1	-1	-1
2 Lair	wrd		2	2	370	-1	-1	-1
2 Lair	wld				371	-1	-1	-1
2 Lair	wld		2	2	341	-1	-1	-1
2 Lair	wr	2		3	340	-1	-1	-1
2 Lair	wl	2		3	341	-1	-1	-1
2 Lair	wtlr	2	2	2	345	-1	-1	-1
2 Lair	wtll	2	3	3	345	-1	-1	-1
2 Lair	wtlr	2			370	-1	-1	-1
2 Lair	wtll	2	1	1	372	-1	-1	-1
2 Lair	wtr	2			370	-1	-1	-1
2 Lair	wre				366	-1	-1	-1
2 Lair	wre		1	1	367	-1	-1	-1
2 Lair	co			1	368	-1	-1	-1
2 Lair	fl	22			206	-1	-1	-1
2 Lair	fl	22	1	1	207	-1	-1	-1
2 Lair	fl	22	2	2	208	-1	-1	-1
2 Lair	fl	22	3	3	209	-1	-1	-1
2 Tomb	fl		23	23	307	-1	-1	-1
2 Tomb	wr		-1	-1	240	-1	-1	-1
2 Tomb	wl		-1	-1	241	-1	-1	-1
2 Tomb	wtlr		-1	-1	244	-1	-1	-1
2 Tomb	wtll		-1	-1	244	-1	-1	-1
2 Tomb	wbr		-1	-1	245	-1	-1	-1
2 Tomb	wtr		-1	-1	243	-1	-1	-1
2 Tomb	wbl		-1	-1	242	-1	-1	-1
2 Tomb	wre		-1	-1	248	-1	-1	-1
2 Tomb	wle		-1	-1	249	-1	-1	-1
2 Tomb	wr	2	3	3	240	-1	-1	-1
2 Tomb	wrd	2	4	4	246	-1	-1	-1
2 Tomb	wr	2	5	5	240	-1	-1	-1
2 Tomb	wl	2			241	-1	-1	-1
2 Tomb	wld	2	1	1	247	-1	-1	-1
2 Tomb	wl	2	2	2	241	-1	-1	-1
2 Tomb	wre	2	-1	-1	248	-1	-1	-1
2 Tomb	wbl	2	3	3	242	-1	-1	-1
2 Tomb	wbl	2	5	5	242	-1	-1	-1
2 Tomb	wtll	2	3	11	244	-1	-1	-1
2 Tomb	wtlr	2	3	11	244	-1	-1	-1
2 Tomb	wr	1	-1	-1	240	-1	-1	-1
2 Tomb	wl	1	-1	-1	241	-1	-1	-1
2 Tomb	wtlr	1	-1	-1	244	-1	-1	-1
2 Tomb	wtll	1	-1	-1	244	-1	-1	-1
2 Tomb	wbr	1	-1	-1	245	-1	-1	-1
2 Tomb	wtr	1	-1	-1	243	-1	-1	-1
2 Tomb	wbl	1	-1	-1	242	-1	-1	-1
2 Tomb	wrd	2	-1	-1	246	-1	-1	-1
2 Tomb	wre	4	-1	-1	248	-1	-1	-1
2 Tomb	wle	4	-1	-1	249	-1	-1	-1
2 Tomb	wr	5	-1	-1	240	-1	-1	-1
2 Tomb	wl	5	-1	-1	241	-1	-1	-1
2 Tomb	wtlr	5	-1	-1	244	-1	-1	-1
2 Tomb	wtll	5	-1	-1	244	-1	-1	-1
2 Tomb	wbr	5	-1	-1	245	-1	-1	-1
2 Tomb	wtr	5	-1	-1	243	-1	-1	-1
2 Tomb	wbl	5	-1	-1	242	-1	-1	-1
2 Tomb	wr	6	-1	-1	240	-1	-1	-1
2 Tomb	wl	6	-1	-1	241	-1	-1	-1
2 Tomb	wtlr	6	-1	-1	244	-1	-1	-1
2 Tomb	wtll	6	-1	-1	244	-1	-1	-1
2 Tomb	wbr	6	-1	-1	245	-1	-1	-1
2 Tomb	wtr	6	-1	-1	243	-1	-1	-1
2 Tomb	wbl	6	-1	-1	242	-1	-1	-1
2 Tomb	wrd	6	3	3	246	-1	-1	-1
2 Tomb	wrd	6	4	4	240	-1	-1	-1
2 Tomb	wrd	6		2	246	-1	-1	-1
2 Tomb	wld	6			241	-1	-1	-1
2 Tomb	wld	6	1	1	247	-1	-1	-1
2 Tomb	wld	6	2	2	241	-1	-1	-1
2 Tomb	co				250	-1	-1	-1
2 Tomb	wr	7	-1	-1	240	-1	-1	-1
2 Tomb	wl	7	-1	-1	241	-1	-1	-1
2 Tomb	wtlr	7	-1	-1	244	-1	-1	-1
2 Tomb	wtll	7	-1	-1	244	-1	-1	-1
2 Tomb	wbr	7	-1	-1	245	-1	-1	-1
2 Tomb	wtr	7	-1	-1	243	-1	-1	-1
2 Tomb	wbl	7	-1	-1	242	-1	-1	-1
2 Tomb	wld	7			247	-1	-1	-1
2 Tomb	wr	8	-1	-1	240	-1	-1	-1
2 Tomb	wl	8	-1	-1	241	-1	-1	-1
2 Tomb	wtlr	8	-1	-1	244	-1	-1	-1
2 Tomb	wtll	8	-1	-1	244	-1	-1	-1
2 Tomb	wbr	8	-1	-1	245	-1	-1	-1
2 Tomb	wtr	8	-1	-1	243	-1	-1	-1
2 Tomb	wbl	8	-1	-1	242	-1	-1	-1
2 Tomb	wld	8	1	1	241	-1	-1	-1
2 Tomb	wrd		1	1	248	-1	-1	-1
2 Tomb	wrd				240	-1	-1	-1
2 Tomb	wr	9			253	-1	-1	-1
2 Tomb	wr	9	1	1	254	-1	-1	-1
2 Tomb	wr	9	2	2	253	-1	-1	-1
2 Tomb	wr	9	3	3	254	-1	-1	-1
2 Tomb	wl	9			252	-1	-1	-1
2 Tomb	wl	9	1	1	251	-1	-1	-1
2 Tomb	wl	9	2	2	252	-1	-1	-1
2 Tomb	wl	9	3	3	251	-1	-1	-1
2 Tomb	wl	16	3	5	392	-1	-1	-1
2 Tomb	wbr	16	1	1	392	-1	-1	-1
2 Tomb	fl	17	16	16	395	-1	-1	-1
2 Tomb	fl	17	17	17	396	-1	-1	-1
2 Tomb	fl	17	18	18	397	-1	-1	-1
2 Tomb	fl	17	13	13	398	-1	-1	-1
2 Tomb	fl	17	8	8	399	-1	-1	-1
2 Tomb	fl	49	43	43	336	-1	-1	-1
2 Tomb	fl	48	30	30	255	-1	-1	-1
2 Tomb	wr	48	-1	-1	240	-1	-1	-1
2 Tomb	wl	48	-1	-1	241	-1	-1	-1
2 Tomb	wtlr	48	-1	-1	244	-1	-1	-1
2 Tomb	wtll	48	-1	-1	244	-1	-1	-1
2 Tomb	wbr	48	-1	-1	245	-1	-1	-1
2 Tomb	wtr	48	-1	-1	243	-1	-1	-1
2 Tomb	wbl	48	-1	-1	242	-1	-1	-1
2 Tomb	co	48	-1	-1	245	-1	-1	-1
2 Sewer	wr		1	1	237	-1	-1	-1
2 Sewer	wl		1	1	238	-1	-1	-1
2 Sewer	wr		-1	-1	231	-1	-1	-1
2 Sewer	wl		-1	-1	232	-1	-1	-1
2 Sewer	wtlr		-1	-1	235	-1	-1	-1
2 Sewer	wtll		-1	-1	235	-1	-1	-1
2 Sewer	wbr		-1	-1	236	-1	-1	-1
2 Sewer	wtr		-1	-1	234	-1	-1	-1
2 Sewer	wbl		-1	-1	233	-1	-1	-1
2 Sewer	wrd		-1	-1	26	-1	-1	-1
2 Sewer	wrd		-1	-1	27	-1	-1	-1
2 Sewer	wld		-1	-1	28	-1	-1	-1
2 Sewer	wld		-1	-1	29	-1	-1	-1
2 Sewer	wld	2			225	-1	-1	-1
2 Sewer	wld	2	1	1	226	-1	-1	-1
2 Sewer	wr	2	4	4	224	-1	-1	-1
2 Sewer	fl	2			228	-1	-1	-1
2 Sewer	fl	2	1	1	229	-1	-1	-1
2 Sewer	fl	2	2	2	230	-1	-1	-1
2 Sewer	fl	2	3	3	227	-1	-1	-1
2 Sewer	wre				30	-1	-1	-1
2 Sewer	wre		1	1	31	-1	-1	-1
2 Sewer	wle				32	-1	-1	-1
2 Sewer	wle		1	1	33	-1	-1	-1
2 Sewer	wr	1	1	1	237	-1	-1	-1
2 Sewer	wl	1	1	1	238	-1	-1	-1
2 Sewer	wr	1	-1	-1	231	-1	-1	-1
2 Sewer	wl	1	-1	-1	232	-1	-1	-1
2 Sewer	wtlr	1	-1	-1	235	-1	-1	-1
2 Sewer	wtll	1	-1	-1	235	-1	-1	-1
2 Sewer	wbr	1	-1	-1	236	-1	-1	-1
2 Sewer	wtr	1	-1	-1	234	-1	-1	-1
2 Sewer	wbl	1	-1	-1	233	-1	-1	-1
2 Sewer	wr	2	-1	-1	231	-1	-1	-1
2 Sewer	wl	2	-1	-1	232	-1	-1	-1
2 Sewer	wtlr	2		1	235	-1	-1	-1
2 Sewer	wtlr	2	2	2	239	-1	-1	-1
2 Sewer	wtll	2		1	235	-1	-1	-1
2 Sewer	wbr	2	-1	-1	236	-1	-1	-1
2 Sewer	co	2	-1	-1	236	-1	-1	-1
2 Sewer	wtr	2	-1	-1	234	-1	-1	-1
2 Sewer	wbl	2	-1	-1	233	-1	-1	-1
2 Sewer	fl	4	20	20	307	-1	-1	-1
2 Arcane	fl		-1	-1	337	338	-1	-1
2 Arcane	fl	1	3	3	503	-1	-1	-1
2 Arcane	fl	1	4	4	502	-1	-1	-1
2 Arcane	fl	1	7	7	501	-1	-1	-1
2 Arcane	fl	1	9	9	500	-1	-1	-1
2 Arcane	fl	1	16	16	518	-1	-1	-1
2 Arcane	fl	1	22	22	519	-1	-1	-1
2 Arcane	wrd				339	-1	-1	-1
3 Town	fl	3	37	37	307	-1	-1	-1
3 Town	wr	3	12	12	538	-1	-1	-1
3 Town	wl	3			539	-1	-1	-1
3 Town	wl	3	2	2	580	-1	-1	-1
3 Town	wl	3	3	3	581	-1	-1	-1
3 Town	wr	3	2	2	582	-1	-1	-1
3 Town	wr	3	3	3	583	-1	-1	-1
3 Town	wr	3	6	6	584	-1	-1	-1
3 Town	wr	3	7	7	585	-1	-1	-1
3 Town	wl	3	6	6	586	-1	-1	-1
3 Town	wl	3	7	7	587	-1	-1	-1
3 Town	wl	3	10	10	588	-1	-1	-1
3 Town	wr	3	10	10	589	-1	-1	-1
3 Town	wl	3	11	11	590	-1	-1	-1
3 Town	wl	3	12	12	591	-1	-1	-1
3 Town	wl	3	13	13	592	-1	-1	-1
3 Town	wl	3	14	14	593	-1	-1	-1
3 Town	wl	3	15	15	594	-1	-1	-1
3 Town	wl	3	16	16	595	-1	-1	-1
3 Town	fl	3	25	32	533	534	-1	-1
3 Town	fl	3	40	47	533	534	-1	-1
3 Town	fl	3	51	51	533	534	-1	-1
3 Town	fl	3	53	54	533	534	-1	-1
3 Town	fl	5	20	20	533	534	-1	-1
3 Town	fl	7	20	22	533	534	-1	-1
3 Town	fl	7	28	28	533	534	-1	-1
3 Town	fl	8	24	24	533	534	-1	-1
3 Town	fl	8	32	32	381	-1	-1	-1
3 Town	fl	8	44	45	533	534	-1	-1
3 Town	fl	9			533	534	-1	-1
3 Town	fl	9	25	25	533	534	-1	-1
3 Town	fl	9	27	27	533	534	-1	-1
3 Town	fl	9	36	37	533	534	-1	-1
3 Town	fl	9	41	41	533	534	-1	-1
3 Town	fl	9	39	39	533	534	-1	-1
3 Town	fl	9	29	29	533	534	-1	-1
3 Town	wr	4	-1	-1	80	-1	-1	-1
3 Town	wl	4	-1	-1	81	-1	-1	-1
3 Town	wtlr	4	-1	-1	84	-1	-1	-1
3 Town	wtll	4	-1	-1	84	-1	-1	-1
3 Town	wbr	4	-1	-1	85	-1	-1	-1
3 Town	wtr	4	-1	-1	83	-1	-1	-1
3 Town	wbl	4	-1	-1	82	-1	-1	-1
3 Town	fl	10			520	521	522	-1
3 Town	fl	4	1	1	568	-1	-1	-1
3 Town	fl	4	5	5	568	-1	-1	-1
3 Town	fl	4	9	9	568	-1	-1	-1
3 Town	fl	4	12	12	568	-1	-1	-1
3 Town	fl	4	15	15	568	-1	-1	-1
3 Town	fl	4	20	20	568	-1	-1	-1
3 Town	fl	4	34	34	568	-1	-1	-1
3 Town	fl	4	38	38	568	-1	-1	-1
3 Town	fl	4	42	42	568	-1	-1	-1
3 Town	fl	4	46	46	568	-1	-1	-1
3 Town	fl	4	50	50	568	-1	-1	-1
3 Town	fl	4	2	2	569	-1	-1	-1
3 Town	fl	4	6	6	569	-1	-1	-1
3 Town	fl	4	10	10	569	-1	-1	-1
3 Town	fl	4	13	13	569	-1	-1	-1
3 Town	fl	4	16	16	569	-1	-1	-1
3 Town	fl	4	21	21	569	-1	-1	-1
3 Town	fl	4	33	33	523	-1	-1	-1
3 Town	fl	4	35	35	569	-1	-1	-1
3 Town	fl	4	39	39	569	-1	-1	-1
3 Town	fl	4	36	36	523	-1	-1	-1
3 Town	fl	4	40	40	520	521	522	-1
3 Town	fl	4	43	43	569	-1	-1	-1
3 Town	fl	4	47	47	569	-1	-1	-1
3 Town	fl	4	51	51	569	-1	-1	-1
3 Town	fl	4	33	33	567	-1	-1	-1
3 Town	fl	4	36	36	596	-1	-1	-1
3 Town	fl	5	32	32	576	-1	-1	-1
3 Town	fl	5	29	29	577	-1	-1	-1
3 Town	fl	5	18	18	578	-1	-1	-1
3 Town	fl	5	13	13	579	-1	-1	-1
3 Town	fl	5	12	13	282	-1	-1	-1
3 Town	fl	5	18	19	282	-1	-1	-1
3 Town	fl	5	24	25	282	-1	-1	-1
3 Town	wr	5	10	12	80	-1	-1	-1
3 Town	wr	5	13	14	80	-1	-1	-1
3 Town	wl	5	53	53	81	-1	-1	-1
3 Town	wbr	5	14	14	85	-1	-1	-1
3 Town	fl	6			391	-1	-1	-1
3 Town	fl	6	1	1	384	-1	-1	-1
3 Town	fl	6	2	2	387	-1	-1	-1
3 Town	fl	6	3	3	389	-1	-1	-1
3 Town	fl	6	4	4	387	-1	-1	-1
3 Town	fl	6	5	5	386	-1	-1	-1
3 Town	fl	6	7	7	382	-1	-1	-1
3 Town	fl	6	8	8	381	-1	-1	-1
3 Town	fl	6	9	9	383	-1	-1	-1
3 Town	fl	6	13	13	383	-1	-1	-1
3 Town	fl	6	10	10	380	-1	-1	-1
3 Town	fl	6	15	15	386	-1	-1	-1
3 Town	fl	6	18	18	380	-1	-1	-1
3 Town	fl	6	20	20	380	-1	-1	-1
3 Town	fl	6	22	22	380	-1	-1	-1
3 Town	fl	6	24	26	381	-1	-1	-1
3 Town	fl	6	29	31	387	-1	-1	-1
3 Town	fl	6	32	33	386	-1	-1	-1
3 Town	fl	6	14	14	381	-1	-1	-1
3 Town	fl	6	15	15	99	-1	-1	-1
3 Town	fl	6	16	16	381	-1	-1	-1
3 Town	fl	6	18	18	99	-1	-1	-1
3 Town	fl	6	20	20	99	-1	-1	-1
3 Town	fl	6	22	22	99	-1	-1	-1
3 Town	fl	6	24	26	99	-1	-1	-1
3 Town	fl	6	29	33	99	-1	-1	-1
3 Town	fl	7		6	381	-1	-1	-1
3 Town	fl	7	23	23	385	-1	-1	-1
3 Town	wl	7		6	99	-1	-1	-1
3 Town	wl	7	23	23	99	-1	-1	-1
3 Town	fl	7	34	34	380	-1	-1	-1
3 Town	fl	7	32	32	380	-1	-1	-1
3 Town	fl	7	29	29	380	-1	-1	-1
3 Town	wl	7	53	53	280	-1	-1	-1
3 Town	wl	7	55	55	280	-1	-1	-1
