name	*name	*Laz / status	*Laz / information	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
a55	Optical Detector		Unique Uberquest Charm			100			1	1				1	50000			a55	rda	a55	16	1	1				flpeye	inveye				xxx				0	grtz		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a56	Azmodan's Heart		Unique Uberquest Charm			100			1	1				1	50000			a56	rda	a56	16	1	1				flphrt	invhrt				xxx				0	grtz		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a57	Visions of Akarat		Unique Uberquest Charm			100			1	1				1	50000			a57	rda	a57	16	1	1				flpbbk	invsbk2				xxx				0	grtz		so207	12	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a58	Scroll of Kings		Unique Uberquest Charm			100			1	1				1	50000			a58	rda	a58	16	1	1				flpscr	invscb2				xxx				0	grtz		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a59	Laser Focus Crystal		Unique Uberquest Charm			100			1	1				1	50000			a59	rda	a59	16	1	1				flpmss	invdss				xxx				0	grtz		so217	12	so217			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a60	The Butcher's Tooth		Unique Uberquest Charm			100			1	1				1	50000			a60	rda	a60	16	1	1				flpfang	invfang				xxx				0	grtz		so232	12	so232			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a61	Sacred Worldstone Key		Unique Uberquest Charm			100			1	1				1	50000			a61	rda	a61	16	1	1				flpkey	newsacwk				xxx				0	grtz		so227	12	so227			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a66	Idol of Vanity		Unique Uberquest Charm			100			1	1				1	50000			a66	rda	a66	16	1	1				flpgbi	newidolofvanity				xxx				0	grtz		so240	12	so0			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
adi	Legacy of Blood		Unique Uberquest Charm			100			1	1				1	75000			adi	rda	adi	16	1	1				flphscr	invhscr2				xxx				0	grtz		so207	12	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
a67	Spirit of Damnation		Unique Uberquest Charm			100			1	1				1	50000			a67	rda	a67	16	1	1				flpsple	invsple				xxx				0	grtz		so224	12	so224			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
a68	Horazon's Focus		Unique Uberquest Charm			100			1	1				1	50000			a68	rda	a68	16	1	1				flpbld	newhorazonsfocus				xxx				0	grtz		so244	12	so244			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
yq1	Sunless Crystal Bird		Unique Uberquest Charm			100			1	1				1	50000			yq1	rda	yq1	16	1	2				flpgbi	bird4				xxx				0	grtz		so240	12	so0			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
yq2	Six Angel Bag		Unique Uberquest Charm			100			1	1				1	50000			yq2	rda	yq2	16	1	1				flpamu	newsixangelbag				xxx				0	grtz		so207	12	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
yq7	Hard Mode Charm		Unique Uberquest Charm			100			1	1				1	2500			yq7	rda	yq7	16	2	2				flpskl	hardmode				xxx				0	grtz		so232	12	so232			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
yq8	Zakarum's Ear		Unique Uberquest Charm			100			1	1				1	50000			yq8	rda	yq8	16	1	1				flpear	invear				xxx				0	grtz		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
yqx	Spirit Trance Herb		Unique Uberquest Charm			100			1	1				1	50000			yqx	rda	yqx	16	1	1				flphrb	invhrb				xxx				0	grtz		so224	12	so224			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
yqe	Moon of the Spider		Unique Uberquest Charm			100			1	1				1	75000			yqe	rda	yqe	16	1	1				flphscr	invhscr2				xxx				0	grtz		so207	12	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
x0x	Eternal Bone Pile		Unique Uberquest Charm			100			1	1				1	50000			x0x	rda	x0x	16	1	1				flpbonr3	invbonr3				xxx				0	grtz		so225	12	so225			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
x4x	Sunstone of the Gods		Unique Uberquest Charm			100			1	1				1	50000			x4x	rda	x4x	16	1	1				flpgmv	invgmv				xxx				0	grtz		so217	12	so217			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
0u1	Hammer of the Taan Judges		Unique Uberquest Charm			100			1	1				1	50000			0u1	rda	0u1	16	1	2				flphmr	invhmr				xxx				0	grtz		so246	12	so246			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
lok	Crystalline Flame Medallion		Unique Uberquest Charm			100			1	1				1	50000			lok	rda	lok	16	1	1				flpamu	invvip				xxx				0	grtz		so240	12	so0			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
az!	Fool's Gold		Unique Uberquest Charm			100			1	1				1	50000			az!	rda	az!	16	1	1				flpgld	invgldm				xxx				0	grtz		so221	12	so221			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
aq!	Silver Seal of Ureh		Unique Uberquest Charm			100			1	1				1	50000			aq!	rda	aq!	16	1	1				flprin	invrin				xxx				0	grtz		so241	12	so241			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
ab!	Astrogha's Venom Stinger		Unique Uberquest Charm			100			1	1				1	50000			ab!	rda	ab!	16	1	1				flptail	invtail				xxx				0	grtz		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
k@k	The Book of Lies		Unique Uberquest Charm			100			1	1				1	25000			k@k	rda	k@k	16	1	1				flpbbk	invsbk2				xxx				0	grtz		so207	12	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
t@t	Demonsbane		Unique Uberquest Charm			100			1	1				1	25000			t@t	rda	t@t	16	1	1				flphscr	invhscr2				xxx				0	grtz		so207	12	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
w@w	Cold Fusion Schematics		Unique Uberquest Charm			100			1	1				1	25000			w@w	rda	w@w	16	1	1				flphscr	invhscr2				xxx				0	grtz		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
x@x	The Glorious Book of Median		Unique Uberquest Charm			100			1	1				1	25000			x@x	rda	x@x	16	1	1				flpbbk	invsbk2				xxx				0	grtz		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
kZ8	Sunless Crystal Bird		Unique Uberquest Charm			100			1	1				1	50000			kZ8	rda	kZ8	16	1	2				flpgbi	bird4				xxx					thng		so240	12	so0			5											-1												1	cubewithsixangelbag					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
x#x	Sunstone of the Elements		Unique Uberquest Charm			100			1	1				1	50000			x#x	rda	x#x	16	1	1				flpgmr	newsunstones				xxx					grtz		so217	12	so217			5											-1												1	newsunstonedesc					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
##.	Uldyssian's Sword		Unique Uberquest Charm			100			1	1				1	50000			##.	rda	##.	16	1	3				flp2hs	superwhalahoo				xxx					grtz		so229	12	so229			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
`^`	Trader's Chest		Unique Uberquest Charm			100		120	1	1				1	50000			`^`	rda	`^`	16	1	1				flpbox	foolsbox				xxx					grtz		so1801	12	so1801			5											-1												1	customize_charm_yeah					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
`|#	The Sleep		Unique Uberquest Charm			100		120	1	1				1	50000			`|#	gpw	`|#	16	1	1				flpgsw	jewelabc				xxx					grtz		so226	12	so226			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
|\\	The Ancient Repositories		Unique Uberquest Charm			100			1	1				1	50000			|\\	rda	|\\	16	1	1				flpscr	ancientrepositoriesz				xxx					grtz		so243	12	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
|\#	Brachyceran's Token		Unique Uberquest Charm			100			1	1				1	50000			|\#	rda	|\#	16	1	1				flptail	maggotlairfag				xxx					grtz		so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
lawl	Soulkeeper		Unique Uberquest Charm			100			1	1				1	25000			lawl	rda	lawl	16	1	1				flpnps	invnps				xxx					grtz		so237	12	so237			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
\\8	Lucion's Soulstone		Unique Uberquest Charm			100			1	1				1	25000			\\8	rda	\\8	16	1	1				flpchm1	invch7				xxx					grtz		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
voXX	Rathma's Supremacy		Unique Uberquest Charm			100			1	1				1	25000			voXX	rda	voXX	16	1	2				flpchm1	invbwnu				xxx					grtz		so247	12	so247			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
bxa	Soul of Kabraxis		Unique Uberquest Charm			100		100	1	1				1	50000			bxa	rda	bxa	16	1	1				flphrt	braxwhorl				xxx				0	grtz		so2284	12	so2284			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
µ01	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ01	rda	#01	16	1	1				flpjbi	kLAJ				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#01					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ02	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ02	rda	#02	16	1	1				flpjbi	kLegacy				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#02					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ03	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ03	rda	#03	16	1	1				flpjbi	kJday				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#03					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ04	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ04	rda	#04	16	1	1				flpjbi	kAkarat				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#04					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ05	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ05	rda	#05	16	1	1				flpjbi	kUreh				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#05					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ06	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ06	rda	#06	16	1	1				flpjbi	kDuncraig				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#06					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ07	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ07	rda	#07	16	1	1				flpjbi	kRathma				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#07					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ08	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ08	rda	#08	16	1	1				flpjbi	kCoVan				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#08					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ09	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ09	rda	#09	16	1	1				flpjbi	kTran				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#09					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ10	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ10	rda	#10	16	1	1				flpjbi	kTsin				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#10					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ11	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ11	rda	#11	16	1	1				flpjbi	kAstrogha				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#11					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ12	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ12	rda	#12	16	1	1				flpjbi	kAzmodan				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#12					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ13	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ13	rda	#13	16	1	1				flpjbi	kVizjun				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#13					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ14	Trophy		Uberquest Trophy		1	100			1	1				1	150			µ14	rda	#14	16	1	1				flpjbi	kLazbro				xxx				0	thng		so2324	12	so2324			5											-1												1	txt#14					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
bxt	Kabraxis Trophy		Uberquest Trophy		1	100			1	1				1	150			bxt	rda	bxt	16	1	1				flpjbi	kKabraxis				xxx				0	thng		so2324	12	so2324			5											-1												1	DescBraxisTrophy					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
##/	Uldyssian Trophy		Uberquest Trophy		1	100			1	1				1	150			##/	rda	##/	16	1	1				flpjbi	kUldyssian				xxx					thng		so2324	12	so2324			5											-1												1	DescBLABLABLABLASTFU					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
µ15	Triune Trophy		Uberquest Trophy		1	100			1	1				1	150			µ15	rda	#15	16	1	1				flpjbi	kTR				xxx					thng		so2324	12	so2324			5											-1												1	txt#15					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
u@+	I am Rich Gem					100			1	1				1	100000			u@+	rda	u@+	16	1	1				flpgsr	redgem				xxx				0	grtz		so221	12	so221			5											-1												1	z@z					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
2x5	Alpha Brain		BRC		1	100			1	1				1	25000			2x5	gsg	2x5	16	1	1				flpbrnz	invbrnz				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
2x6	Beta Brain		BRC		1	100			1	1				1	25000			2x6	gsg	2x6	16	1	1				flpbrnz	invbrnz				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
2x7	Gamma Brain		BRC		1	100			1	1				1	25000			2x7	gsg	2x7	16	1	1				flpbrnz	invbrnz				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
2x8	Delta Brain		BRC		1	100			1	1				1	25000			2x8	gsg	2x8	16	1	1				flpbrnz	invbrnz				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
2x9	Epsilon Brain		BRC		1	100			1	1				1	25000			2x9	gsg	2x9	16	1	1				flpbrnz	invbrnz				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
l@l	Skinrender's Sigil		Duncraig		1	100			1	1				1	25000			l@l	rda	l@l	16	1	1				flprin	ring01				xxx				0	thng		so241	12	so241			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
m@m	Spinecracker's Sigil		Duncraig		1	100			1	1				1	25000			m@m	rda	m@m	16	1	1				flprin	ring03				xxx				0	thng		so241	12	so241			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
o@o	Eyegouger's Sigil		Duncraig		1	100			1	1				1	25000			o@o	rda	o@o	16	1	1				flprin	ring06				xxx				0	thng		so241	12	so241			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
p@p	Fleshcutter's Sigil		Duncraig		1	100			1	1				1	25000			p@p	rda	p@p	16	1	1				flprin	ring07				xxx				0	thng		so241	12	so241			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
q@q	Bonehexer's Sigil		Duncraig		1	100			1	1				1	25000			q@q	rda	q@q	16	1	1				flprin	ring09				xxx				0	thng		so241	12	so241			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
r@r	Ring of the Five		Duncraig			100	1		4	1				1	2000			r@r	rin	r@r	16	1	1				flprin	ring08				xxx				0	kill		so241	12	so241			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
s@s	Assur's Bane		Duncraig			100	1		4	1				1	25000			s@s	rin	s@s	16	1	1				flprin	ring08				xxx				0	kill		so241	12	so241			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
!@1	Evil Eye of the Clawstorm		Veteran Token						1	1				1	10000			!@1	rda	!@1	16	1	1				flpeye	evileye				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
!@2	Evil Eye of the Landmass		Veteran Token						1	1				1	10000			!@2	rda	!@2	16	1	1				flpeye	evileye				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
!@3	Evil Eye of the Glowing Blob		Veteran Token						1	1				1	10000			!@3	rda	!@3	16	1	1				flpeye	evileye				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
!@4	Evil Eye of the Fairy Witch		Veteran Token						1	1				1	10000			!@4	rda	!@4	16	1	1				flpeye	evileye				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
!@5	Evil Eye of the Bane Hunter		Veteran Token						1	1				1	10000			!@5	rda	!@5	16	1	1				flpeye	evileye				xxx				0	thng		so233	14	so233			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
`^#	Mystic Shard		Uberquest Reward			100			1	1				1	50000			`^#	rda	`^#	16	1	1				flpgsb	chrysaor				xxx					thng		so2284	12	so2284			5											-1												1	upgrade_customizable					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
||_	Cursed Crystal		Uberquest Reward		1	100			1	1				1	25			||_	gsg	||_	16	1	1				flpfary2	green_gem				xxx					thng		so217	12	so4716			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
||.	Blessed Crystal		Uberquest Reward		1	100			1	1				1	25			||.	gsg	||.	16	1	1				flpfary2	red_gemm				xxx					thng		so217	12	so4716			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
||`	Broken Crystal		Uberquest Reward		1	100			1	1				1	25			||`	gsg	||`	16	1	1				flpfary2	useless_gemmy				xxx					thng		so217	12	so4716			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
||l	Book of the Wise		Uberquest Reward		1	100			1	1				1	50000			||l	bbb	||l	16	2	2				flpbbb	superbooffk				xxx					thng		so207	12	so207	1		5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
||#	Book of Ultimative		Uberquest Reward		1	100			1	1				1	50000			||#	bbb	||#	16	2	2				flpbbb	bookxcharmx				xxx					thng		so207	12	so207	1		5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
||*	Book		Uberquest Reward		1	100			1	1				1	50000			||*	bbb	||*	16	2	2				flpbbb	bookwastex				xxx					thng		so207	12	so207	1		5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
voi1	Scroll of Greed		Uberquest Reward		1				1	1				1	25000			voi1	voi1	voi1	16	1	1				flprsc	invrsc				xxx					thng		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
voi2	Scroll of Sloth		Uberquest Reward		1				1	1				1	25000			voi2	voi2	voi2	16	1	1				flprsc	invrsc				xxx					thng		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
voi3	Scroll of Envy		Uberquest Reward		1				1	1				1	25000			voi3	voi3	voi3	16	1	1				flprsc	invrsc				xxx					thng		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
voi4	Scroll of Wrath		Uberquest Reward		1				1	1				1	25000			voi4	voi4	voi4	16	1	1				flprsc	invrsc				xxx					thng		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
voi5	Scroll of Gluttony		Uberquest Reward		1				1	1				1	25000			voi5	voi5	voi5	16	1	1				flprsc	invrsc				xxx					thng		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
voi6	Scroll of Lust		Uberquest Reward		1				1	1				1	25000			voi6	voi6	voi6	16	1	1				flprsc	invrsc				xxx					thng		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
vor1	Ring of Pride		Uberquest Reward			100	1		4	1				1	2000			vor1	vor2	vor1	16	1	1				flprin	invrinquest				xxx					kill		so241	12	so241			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
vor2	Sigil of Deadly Sins		Uberquest Reward			100	1		4	1				1	25000			vor2	vor1	vor2	16	1	1				flprin	invrinquest				xxx					kill		so241	12	so241			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
\\6	Gold Cycle		Extremely rare secret Triune drop			100			1	1				1	25000			\\6	rda	\\6	16	1	1				flpflag	invflag				xxx					grtz		so230	12	so230			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
\\7	Tome of Possession		Uberquest Item			100			1	1				1	25000			\\7	rda	\\7	16	2	2				flpbbk	invbbb				xxx					grtz		so207	12	so207			5											-1												1	ForTheTurds					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
voDX	Enchanting Crystal		Uberquest Item		1	100			1	1				1	25			voDX	gsg	voDX	16	1	1				flpfary2	newreroller				xxx					thng		so217	12	so4716			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
Ysh1	Arcane Seal		Uberquest Item				1		4	1				1	500	5000		Ysh1	rin	Ysh1	16	1	1				flprin	lab_rn1				xxx					###1		so241	12	so241			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
