name	* info	* tier	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
w88 	Gargoyle Head (4)	4	100		4	1	258	460				92	1	62		56	17	21913		w88 	w88		403	ne3 	bhm	w88 	w88 	w88 		10	2	2	1	3	2	flpne3	invne4														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
e38 	Gargoyle Head (6)	6	100		4	1	492	865				195	1	62		85	25	88439		e38 	e38		404	ne3 	bhm	e38 	e38 	e38 		10	2	2	1	4	2	flpne3	invne4														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
@65 	Gargoyle Head (Sacred)	Sacred	100		1	1	996	1182				443	1	62		85	30	88439		@65 	@65		404	ne3 	bhm	@65 	@65 	@65 		10	2	2	1	4	2	flpne3	invne4														qhed		so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
636 	Gauntlets (1)	1			20	1	28	52			66			53		16	5	465		636 	636		401	hgl 	hgl	636 	636 	636 		16	2	2	1	1	1	flphgl	invhgl														glov	tier	so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx 	xxx 			1
774 	Gauntlets (4)	4			20	1	154	227			201			53		60	18	11936		774 	774		403	hgl 	hgl	774 	774 	774 		16	2	2	1	3	1	flphgl	invhgl														glov	tier	so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
866 	Gauntlets (6)	6			20	1	300	437			423			53		86	26	39985		866 	866		404	hgl 	hgl	866 	866 	866 		16	2	2	1	4	1	flphgl	invhgl														glov	tier	so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@37 	Gauntlets (Sacred)	Sacred			2	1	400	468			574			53		86	30	39985		@37 	@37		404	hgl 	hgl	@37 	@37 	@37 		16	2	2	1	4	1	flphgl	invhgl														qglv		so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
36! 	Gilded Shield (1)	1			4	1	236	462		10	44		1	67		16	7	107		36! 	36!		401	lrg 	buc	36! 	36! 	36! 		7	2	3	1	1	2	flppa5	invlrgu														basd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
39! 	Gilded Shield (4)	4			4	1	843	1531		10	136		1	67		58	19	5749		39! 	39!		403	lrg 	buc	39! 	39! 	39! 		7	2	3	1	3	2	flppa5	invlrgu														basd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
41! 	Gilded Shield (6)	6			4	1	1600	2867		10	286		1	67		88	28	24286		41! 	41!		404	lrg 	buc	41! 	41! 	41! 		7	2	3	1	4	2	flppa5	invlrgu														basd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
42! 	Gilded Shield (Sacred)	Sacred			1	1	2649	3283		10	655		1	67		88	30	24286		42! 	42!		404	lrg 	buc	42! 	42! 	42! 		7	2	3	1	4	2	flppa5	invlrgu														saba		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
612 	Gothic Plate (1)	1			20	1	151	304		5	85			99		15	4	1111		612 	612		401	gth 	gth	612 	612 	612 		1	2	3	1	2	1	flpgth	invgth			2	2	1	2	2	2						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255		1		1	1					255			2	8		xxx 	xxx 			1
750 	Gothic Plate (4)	4			20	1	527	987		5	259			99		59	17	38382		750 	750		404	gth 	gth	750 	750 	750 		1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
842 	Gothic Plate (6)	6			20	1	996	1848		5	545			99		87	26	148418		842 	842		406	gth 	gth	842 	842 	842 		1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@13 	Gothic Plate (Sacred)	Sacred			2	1	1998	2424		5	614			99		87	30	148418		@13 	@13		406	gth 	gth	@13 	@13 	@13 		1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2						qtor		so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
626 	Gothic Shield (1)	1			20	1	128	250		15	46	87		81		17	5	1187		626 	626		401	kit 	buc	626 	626 	626 		7	2	4	1	1	2	flpgts	invgts														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx 	xxx 			1
764 	Gothic Shield (4)	4			20	1	456	828		15	140	265		81		61	18	34995		764 	764		403	kit 	buc	764 	764 	764 		7	2	4	1	3	2	flpgts	invgts														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
856 	Gothic Shield (6)	6			20	1	865	1550		15	295	558		81		90	27	134475		856 	856		404	kit 	buc	856 	856 	856 		7	2	4	1	4	2	flpgts	invgts														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@27 	Gothic Shield (Sacred)	Sacred			2	1	1432	1775		15	531	619		81		90	30	134475		@27 	@27		404	kit 	buc	@27 	@27 	@27 		7	2	4	1	4	2	flpgts	invgts														qshi		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
619 	Great Helm (1)	1			20	1	70	103			67			51		13	4	445		619 	619		401	ghm 	ghm	619 	619 	619 			2	2	1	1	1	flpghm	invghm														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx 	xxx 			1
757 	Great Helm (4)	4			20	1	277	380			204			51		56	17	15293		757 	757		403	ghm 	ghm	757 	757 	757 			2	2	1	3	1	flpghm	invghm														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
849 	Great Helm (6)	6			20	1	536	724			429			51		85	25	59946		849 	849		404	ghm 	ghm	849 	849 	849 			2	2	1	4	1	flpghm	invghm														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@20 	Great Helm (Sacred)	Sacred			2	1	1018	1112			576			51		85	30	59946		@20 	@20		404	ghm 	ghm	@20 	@20 	@20 			2	2	1	4	1	flpghm	invghm														qhlm		so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
641 	Greaves (1)	1			20	1	52	78			76			81		16	4	545		641 	641		401	hbt 	hbt	641 	641 	641 		16	2	2	1	1	1	flphbt	invhbt														boot	tier	so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx 	xxx 			1
779 	Greaves (4)	4			20	1	227	306			232			81		60	18	14819		779 	779		403	hbt 	hbt	779 	779 	779 		16	2	2	1	3	1	flphbt	invhbt														boot	tier	so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
871 	Greaves (6)	6			20	1	437	588			487			81		86	26	51228		871 	871		404	hbt 	hbt	871 	871 	871 		16	2	2	1	4	1	flphbt	invhbt														boot	tier	so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@42 	Greaves (Sacred)	Sacred			2	1	593	669			595			81		86	30	51228		@42 	@42		404	hbt 	hbt	@42 	@42 	@42 		16	2	2	1	4	1	flphbt	invhbt														qbot		so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
602 	Hard Leather Armor (1)	1			20	1	40	80			25			39		4	1	119		602 	602		401	hla 	hla	602 	602 	602 		1	2	3	1	2	1	flphla	invhla			1	1	1		1	1						tors	tier	so230	12	so230			5						2							1					255					255		1		1	1					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
740 	Hard Leather Armor (4)	4			20	1	189	308			76			39		47	14	9217		740 	740		404	hla 	hla	740 	740 	740 		1	2	3	1	4	1	flphla	invhla			1	1	1		1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
832 	Hard Leather Armor (6)	6			20	1	370	594			160			39		75	22	39385		832 	832		406	hla 	hla	832 	832 	832 		1	2	3	1	6	1	flphla	invhla			1	1	1		1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@03 	Hard Leather Armor (Sacred)	Sacred			2	1	1685	1797			486			39		75	30	39385		@03 	@03		406	hla 	hla	@03 	@03 	@03 		1	2	3	1	6	1	flphla	invhla			1	1	1		1	1						qtor		so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w11 	Hawk Helm (1)	1	100		4	1	32	47			37			37		7	2	149		w11 	w11		402	dr4 	dr4	w11 	w11 	w11 			2	2	1	2	1	flpdr4	invdr2														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
w71 	Hawk Helm (4)	4	100		4	1	151	196			113			37		51	15	8735		w71 	w71		403	dr4 	dr4	w71 	w71 	w71 			2	2	1	3	1	flpdr4	invdr2														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
e21 	Hawk Helm (6)	6	100		4	1	296	377			238			37		81	24	36014		e21 	e21		404	dr4 	dr4	e21 	e21 	e21 			2	2	1	4	1	flpdr4	invdr2														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
@48 	Hawk Helm (Sacred)	Sacred	100		1	1	648	688			445			37		81	30	36014		@48 	@48		404	dr4 	dr4	@48 	@48 	@48 			2	2	1	4	1	flpdr4	invdr2														qplt		so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
630 	Heavy Belt (1)	1			20	1	78	103			63			52		11	3	347		630 	630		401	mbl 	mbl	630 	630 	630 		16	2	1	1	1	1	flptbl	invtbl														belt	tier	so206	12	so206			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx 	xxx 			1
768 	Heavy Belt (4)	4			20	1	300	380			192			52		55	16	14760		768 	768		402	mbl 	mbl	768 	768 	768 		16	2	1	1	2	1	flptbl	invtbl														belt	tier	so206	12	so206			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
860 	Heavy Belt (6)	6			20	1	578	724			404			52		84	25	58553		860 	860		402	mbl 	mbl	860 	860 	860 		16	2	1	1	2	1	flptbl	invtbl														belt	tier	so206	12	so206			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@31 	Heavy Belt (Sacred)	Sacred			2	1	914	987			568			52		84	30	58553		@31 	@31		402	mbl 	mbl	@31 	@31 	@31 		16	2	1	1	2	1	flptbl	invtbl														belt	qblt	so206	12	so206			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
638 	Heavy Boots (1)	1			20	1	19	28			28			42		5	1	96		638 	638		401	vbt 	vbt	638 	638 	638 		16	2	2	1	1	1	flpvbt	invvbt														boot	tier	so208	12	so208			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
776 	Heavy Boots (4)	4			20	1	124	154			85			42		47	14	5738		776 	776		403	vbt 	vbt	776 	776 	776 		16	2	2	1	3	1	flpvbt	invvbt														boot	tier	so208	12	so208			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
868 	Heavy Boots (6)	6			20	1	248	306			179			42		77	23	24275		868 	868		404	vbt 	vbt	868 	868 	868 		16	2	2	1	4	1	flpvbt	invvbt														boot	tier	so208	12	so208			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@39 	Heavy Boots (Sacred)	Sacred			2	1	499	528			492			42		77	30	24275		@39 	@39		404	vbt 	vbt	@39 	@39 	@39 		16	2	2	1	4	1	flpvbt	invvbt														qbot		so208	12	so208			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
633 	Heavy Gloves (1)	1			20	1	10	19			24			32		5	1	89		633 	633		401	vgl 	vgl	633 	633 	633 		16	2	2	1	1	1	flpvgl	invvgl														glov	tier	so218	12	so218			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
771 	Heavy Gloves (4)	4			20	1	101	124			73			32		48	14	5273		771 	771		403	vgl 	vgl	771 	771 	771 		16	2	2	1	3	1	flpvgl	invvgl														glov	tier	so218	12	so218			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
863 	Heavy Gloves (6)	6			20	1	206	248			154			32		77	23	20807		863 	863		404	vgl 	vgl	863 	863 	863 		16	2	2	1	4	1	flpvgl	invvgl														glov	tier	so218	12	so218			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@34 	Heavy Gloves (Sacred)	Sacred			2	1	353	374			484			32		77	30	20807		@34 	@34		404	vgl 	vgl	@34 	@34 	@34 		16	2	2	1	4	1	flpvgl	invvgl														qglv		so218	12	so218			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
617 	Helm (1)	1			20	1	40	59			39			39		7	2	157		617 	617		401	hlm 	hlm	617 	617 	617 			2	2	1	1	1	flphlm	invhlm														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255		1		1	1					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
755 	Helm (4)	4			20	1	189	246			119			39		51	15	9172		755 	755		403	hlm 	hlm	755 	755 	755 			2	2	1	3	1	flphlm	invhlm														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
847 	Helm (6)	6			20	1	370	472			250			39		81	24	37815		847 	847		404	hlm 	hlm	847 	847 	847 			2	2	1	4	1	flphlm	invhlm														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@18 	Helm (Sacred)	Sacred			2	1	935	986			516			39		81	30	37815		@18 	@18		404	hlm 	hlm	@18 	@18 	@18 			2	2	1	4	1	flphlm	invhlm														qhlm		so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w22 	Heraldic Shield (1)	1	100		4	1	67	129			28		1	59		9	2	326		w22 	w22		402	pa3 	spk	w22 	w22 	w22 		7	2	4	1	2	2	flppa3	invpa3														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
w82 	Heraldic Shield (4)	4	100		4	1	257	444			86		1	59		53	16	17861		w82 	w82		403	pa3 	spk	w82 	w82 	w82 		7	2	4	1	3	2	flppa3	invpa3														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
e32 	Heraldic Shield (6)	6	100		4	1	490	838			182		1	59		82	24	74062		e32 	e32		404	pa3 	spk	e32 	e32 	e32 		7	2	4	1	4	2	flppa3	invpa3														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
@59 	Heraldic Shield (Sacred)	Sacred	100		1	1	1245	1419			442		1	59		82	30	74062		@59 	@59		404	pa3 	spk	@59 	@59 	@59 		7	2	4	1	4	2	flppa3	invpa3														qaur		so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
w17 	Horned Helm (1)	1	100		4	1	46	69			55			47		9	3	247		w17 	w17		402	ba3 	bhm	w17 	w17 	w17 			2	2	1	2	1	flpba3	invba3														phlm	tier	so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
w77 	Horned Helm (4)	4	100		4	1	202	272			170			47		53	16	12398		w77 	w77		403	ba3 	bhm	w77 	w77 	w77 			2	2	1	3	1	flpba3	invba3														phlm	tier	so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
e27 	Horned Helm (6)	6	100		4	1	393	520			357			47		82	24	49647		e27 	e27		404	ba3 	bhm	e27 	e27 	e27 			2	2	1	4	1	flpba3	invba3														phlm	tier	so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
@54 	Horned Helm (Sacred)	Sacred	100		1	1	821	885			451			47		82	30	49647		@54 	@54		404	ba3 	bhm	@54 	@54 	@54 			2	2	1	4	1	flpba3	invba3														qphm		so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
43! 	Hundsgugel (1)	1			4	1	63	94			18			24		4	1	88		43! 	43!		402	fhl 	dr1	43! 	43! 	43! 			2	2	1	2	1	flpci2	invhlmu														pzhm	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
46! 	Hundsgugel (4)	4			4	1	243	336			54			24		47	14	5272		46! 	46!		403	fhl 	dr1	46! 	46! 	46! 			2	2	1	3	1	flpci2	invhlmu														pzhm	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
48! 	Hundsgugel (6)	6			4	1	465	636			115			24		76	22	20806		48! 	48!		404	fhl 	dr1	48! 	48! 	48! 			2	2	1	4	1	flpci2	invhlmu														pzhm	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
49! 	Hundsgugel (Sacred)	Sacred			1	1	795	880			363			24		76	30	20806		49! 	49!		404	fhl 	dr1	49! 	49! 	49! 			2	2	1	4	1	flpci2	invhlmu														sphz		so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w15 	Jawbone Cap (1)	1	100		4	1	21	31			26			34		4	1	94		w15 	w15		401	ba1 	dr1	w15 	w15 	w15 			2	2	1	1	1	flpba1	invba1														phlm	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
w75 	Jawbone Cap (4)	4	100		4	1	124	153			79			34		49	14	7103		w75 	w75		403	ba1 	dr1	w75 	w75 	w75 			2	2	1	3	1	flpba1	invba1														phlm	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
e25 	Jawbone Cap (6)	6	100		4	1	248	302			168			34		78	23	28854		e25 	e25		404	ba1 	dr1	e25 	e25 	e25 			2	2	1	4	1	flpba1	invba1														phlm	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
@52 	Jawbone Cap (Sacred)	Sacred	100		1	1	749	776			442			34		78	30	28854		@52 	@52		404	ba1 	dr1	@52 	@52 	@52 			2	2	1	4	1	flpba1	invba1														qphm		so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx 	xxx 			1
6@H 	Kazarghand (1)	1			10	1	100	205				55		74		9	3	431		6@H 	6@H		401	brs 	brs	6@H 	6@H 	6@H 		1	2	3	1	2	1	flpbrs	invxaru						1	1	1						stor	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
9@H 	Kazarghand (4)	4			10	1	387	700				168		74		53	16	26815		9@H 	9@H		404	brs 	brs	9@H 	9@H 	9@H 		1	2	3	1	4	1	flpbrs	invxaru						1	1	1						stor	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
2@I 	Kazarghand (6)	6			10	1	736	1317				353		74		84	25	119073		2@I 	2@I		406	brs 	brs	2@I 	2@I 	2@I 		1	2	3	1	6	1	flpbrs	invxaru						1	1	1						stor	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
3@I 	Kazarghand (Sacred)	Sacred			1	1	1987	2278				550		74		84	30	119073		3@I 	3@I		406	brs 	brs	3@I 	3@I 	3@I 		1	2	3	1	6	1	flpbrs	invxaru						1	1	1						sstr		so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
624 	Kite Shield (1)	1			20	1	84	162		5	30	59		62		9	2	343		624 	624		401	kit 	buc	624 	624 	624 		7	2	3	1	1	2	flpkit	invkit														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx 	xxx 			1
762 	Kite Shield (4)	4			20	1	322	556		5	91	180		62		53	16	18755		762 	762		403	kit 	buc	762 	762 	762 		7	2	3	1	3	2	flpkit	invkit														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
854 	Kite Shield (6)	6			20	1	613	1048		5	192	378		62		82	24	77766		854 	854		404	kit 	buc	854 	854 	854 		7	2	3	1	4	2	flpkit	invkit														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@25 	Kite Shield (Sacred)	Sacred			2	1	1306	1524		5	497	559		62		82	30	77766		@25 	@25		404	kit 	buc	@25 	@25 	@25 		7	2	3	1	4	2	flpkit	invkit														qshi		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
8@G 	Lamellar Armor (1)	1			10	1	54	111				31		50		7	2	227		8@G 	8@G		401	stu 	stu	8@G 	8@G 	8@G 		1	2	3	1	2	1	flpstu	invxrss					1	1								stor	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
2@H 	Lamellar Armor (4)	4			10	1	238	408				95		50		50	15	15230		2@H 	2@H		404	stu 	stu	2@H 	2@H 	2@H 		1	2	3	1	4	1	flpstu	invxrss					1	1								stor	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
4@H 	Lamellar Armor (6)	6			10	1	463	774				199		50		79	24	65228		4@H 	4@H		406	stu 	stu	4@H 	4@H 	4@H 		1	2	3	1	6	1	flpstu	invxrss					1	1								stor	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
5@H 	Lamellar Armor (Sacred)	Sacred			1	1	1851	2007				499		50		79	30	65228		5@H 	5@H		406	stu 	stu	5@H 	5@H 	5@H 		1	2	3	1	6	1	flpstu	invxrss					1	1								sstr		so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
623 	Large Shield (1)	1			20	1	61	116			22	45		52		6	2	186		623 	623		401	lrg 	buc	623 	623 	623 		7	2	3	1	1	2	flplrg	invlrg														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255		1		1	1					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
